"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr2",148530218,148531129,912,"*","Distal Intergenic",2,148436640,148443563,6924,2,"17064","ENSMUST00000099269.3",-86655,"ENSMUSG00000027435","Cd93","CD93 antigen"
"2","chr1",64374467,64375165,699,"*","Distal Intergenic",1,64532645,64597695,65051,1,"12912","ENSMUST00000185594.6",-157480,"ENSMUSG00000025958","Creb1","cAMP responsive element binding protein 1"
"3","chr10",75170087,75171007,921,"*","Promoter (2-3kb)",10,75173965,75182782,8818,1,"110279","ENSMUST00000218465.1",-2958,"ENSMUSG00000009681","Bcr","BCR activator of RhoGEF and GTPase"
"4","chr1",78537287,78538181,895,"*","Promoter (<=1kb)",1,78537628,78538173,546,1,"68393","ENSMUST00000125458.1",0,"ENSMUSG00000012187","Mogat1","monoacylglycerol O-acyltransferase 1"
"5","chr14",31392526,31393416,891,"*","Intron (ENSMUST00000140002.7/24056, intron 3 of 10)",14,31377595,31407385,29791,2,"24056","ENSMUST00000147586.1",13969,"ENSMUSG00000021892","Sh3bp5","SH3-domain binding protein 5 (BTK-associated)"
"6","chr5",53509210,53510120,911,"*","Intron (ENSMUST00000201991.3/19664, intron 1 of 6)",5,53466152,53649390,183239,1,"19664","ENSMUST00000201991.3",43058,"ENSMUSG00000039191","Rbpj","recombination signal binding protein for immunoglobulin kappa J region"
"7","chr7",127850699,127851543,845,"*","Promoter (2-3kb)",7,127848391,127849019,629,1,"20909","ENSMUST00000125861.1",2308,"ENSMUSG00000030805","Stx4a","syntaxin 4A (placental)"
"8","chr16",91851400,91852332,933,"*","Promoter (1-2kb)",16,91853811,91870334,16524,1,"16443","ENSMUST00000126374.2",-1479,"ENSMUSG00000022957","Itsn1","intersectin 1 (SH3 domain protein 1A)"
"9","chr12",32146409,32147313,905,"*","Distal Intergenic",12,32200551,32201009,459,2,"30955","ENSMUST00000126814.1",53696,"ENSMUSG00000020573","Pik3cg","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"
"10","chr4",150808205,150809122,918,"*","Distal Intergenic",4,150853919,150868892,14974,1,"74155","ENSMUST00000073600.8",-44797,"ENSMUSG00000028967","Errfi1","ERBB receptor feedback inhibitor 1"
"11","chr3",61441294,61442069,776,"*","Distal Intergenic",3,61361638,61368430,6793,1,"74012","ENSMUST00000049064.3",79656,"ENSMUSG00000036894","Rap2b","RAP2B, member of RAS oncogene family"
"12","chr4",45513666,45514568,903,"*","Intron (ENSMUST00000061986.11/230126, intron 1 of 5)",4,45423278,45530330,107053,2,"230126","ENSMUST00000061986.11",15762,"ENSMUSG00000044813","Shb","src homology 2 domain-containing transforming protein B"
"13","chr18",36472045,36472955,911,"*","Distal Intergenic",18,36403676,36454524,50849,2,"67199","ENSMUST00000237792.1",-17521,"ENSMUSG00000024346","Pfdn1","prefoldin 1"
"14","chr6",83502328,83503215,888,"*","Intron (ENSMUST00000014698.9/27369, intron 1 of 6)",6,83480309,83506821,26513,2,"27369","ENSMUST00000138941.2",3606,"ENSMUSG00000014554","Dguok","deoxyguanosine kinase"
"15","chr9",118617002,118617885,884,"*","Intron (ENSMUST00000044165.13/104099, intron 1 of 27)",9,118606690,118901003,294314,1,"104099","ENSMUST00000044165.13",10312,"ENSMUSG00000039115","Itga9","integrin alpha 9"
"16","chr15",100410869,100411786,918,"*","Intron (ENSMUST00000023774.11/18174, intron 2 of 16)",15,100397782,100403422,5641,2,"18174","ENSMUST00000140535.1",-7447,"ENSMUSG00000023030","Slc11a2","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2"
"17","chr7",7300276,7301154,879,"*","Promoter (<=1kb)",7,7298001,7300851,2851,2,"12727","ENSMUST00000210809.1",0,"ENSMUSG00000000605","Clcn4","chloride channel, voltage-sensitive 4"
"18","chr19",41030728,41031637,910,"*","Promoter (1-2kb)",19,41029385,41043965,14581,1,"21673","ENSMUST00000237959.1",1343,"ENSMUSG00000025014","Dntt","deoxynucleotidyltransferase, terminal"
"19","chr16",49970075,49970923,849,"*","Distal Intergenic",16,49866833,49911091,44259,1,"16423","ENSMUST00000229104.1",103242,"ENSMUSG00000055447","Cd47","CD47 antigen (Rh-related antigen, integrin-associated signal transducer)"
"20","chr14",31188572,31189332,761,"*","Promoter (1-2kb)",14,31186364,31187452,1089,2,"64652","ENSMUST00000167979.1",-1120,"ENSMUSG00000021910","Nisch","nischarin"
"21","chr1",131293693,131294601,909,"*","Promoter (1-2kb)",1,131295756,131296380,625,2,"14270","ENSMUST00000188604.1",1779,"ENSMUSG00000026425","Srgap2","SLIT-ROBO Rho GTPase activating protein 2"
"22","chr15",6390488,6391326,839,"*","Promoter (<=1kb)",15,6390120,6419837,29718,1,"13132","ENSMUST00000162094.2",368,"ENSMUSG00000022150","Dab2","disabled 2, mitogen-responsive phosphoprotein"
