"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr13",119597671,119598413,743,"*","Intron (ENSMUST00000223912.1/633640, intron 1 of 2)",13,119606650,119610458,3809,1,"633640","ENSMUST00000178948.1",-8237,"ENSMUSG00000074634","Tmem267","transmembrane protein 267"
"2","chr8",126857639,126858559,921,"*","Intron (ENSMUST00000212406.1/ENSMUST00000212406.1, intron 1 of 8)",8,126839233,126851473,12241,1,"414091","ENSMUST00000212914.1",18406,NA,"A630001O12Rik","RIKEN cDNA A630001O12 gene"
"3","chr1",155108208,155109027,820,"*","Distal Intergenic",1,155096361,155099636,3276,2,"15939","ENSMUST00000055322.5",-8572,"ENSMUSG00000056708","Ier5","immediate early response 5"
"4","chr10",25128229,25129127,899,"*","Distal Intergenic",10,25169090,25200158,31069,2,"432442","ENSMUST00000100012.2",71031,"ENSMUSG00000039166","Akap7","A kinase (PRKA) anchor protein 7"
"5","chr9",124257245,124258138,894,"*","Distal Intergenic",9,124293831,124311899,18069,2,"630836","ENSMUST00000189915.6",53761,"ENSMUSG00000074829","2010315B03Rik","RIKEN cDNA 2010315B03 gene"
"6","chr4",35095973,35096846,874,"*","Intron (ENSMUST00000102975.9/214944, intron 1 of 3)",4,35152056,35154005,1950,1,"387510","ENSMUST00000058595.6",-55210,"ENSMUSG00000042993","Ifnk","interferon kappa"
"7","chr4",46041461,46042343,883,"*","Promoter (2-3kb)",4,46039209,46090897,51689,1,"21916","ENSMUST00000156200.7",2252,"ENSMUSG00000028328","Tmod1","tropomodulin 1"
"8","chr4",62328963,62329873,911,"*","Promoter (2-3kb)",4,62300342,62332294,31953,2,"338355","ENSMUST00000139308.1",2421,"ENSMUSG00000066151","Fkbp15","FK506 binding protein 15"
"9","chr10",118122465,118123355,891,"*","Intron (ENSMUST00000218667.1/ENSMUST00000218667.1, intron 1 of 1)",10,118141811,118146760,4950,1,"17245","ENSMUST00000219827.1",-18456,"ENSMUSG00000020212","Mdm1","transformed mouse 3T3 cell double minute 1"
"10","chr5",30012581,30013494,914,"*","Promoter (<=1kb)",5,30013114,30019975,6862,1,"16193","ENSMUST00000026845.11",0,"ENSMUSG00000025746","Il6","interleukin 6"
"11","chr18",39619209,39620134,926,"*","Distal Intergenic",18,39487128,39519421,32294,2,"14815","ENSMUST00000237944.1",-99788,"ENSMUSG00000024431","Nr3c1","nuclear receptor subfamily 3, group C, member 1"
"12","chr1",46873400,46874316,917,"*","Intron (ENSMUST00000186852.1/227059, intron 1 of 1)",1,46835738,46888070,52333,2,"227059","ENSMUST00000185520.1",13754,"ENSMUSG00000025986","Slc39a10","solute carrier family 39 (zinc transporter), member 10"
"13","chr7",27446245,27446959,715,"*","Promoter (<=1kb)",7,27356383,27446599,90217,2,"80297","ENSMUST00000011895.13",0,"ENSMUSG00000011751","Sptbn4","spectrin beta, non-erythrocytic 4"
"14","chr9",107579113,107579924,812,"*","Promoter (<=1kb)",9,107580117,107584050,3934,1,"56441","ENSMUST00000093785.5",-193,"ENSMUSG00000079334","Naa80","N(alpha)-acetyltransferase 80, NatH catalytic subunit"
"15","chr2",31770720,31771547,828,"*","Intron (ENSMUST00000075759.12/11350, intron 1 of 10)",2,31760173,31779024,18852,1,"11350","ENSMUST00000124089.1",10547,"ENSMUSG00000026842","Abl1","c-abl oncogene 1, non-receptor tyrosine kinase"
"16","chr8",94983839,94984710,872,"*","Promoter (<=1kb)",8,94984371,95014199,29829,1,"14766","ENSMUST00000093271.7",0,"ENSMUSG00000031785","Adgrg1","adhesion G protein-coupled receptor G1"
"17","chr3",79119930,79120791,862,"*","Intron (ENSMUST00000118100.7/76089, intron 1 of 23)",3,79062516,79144977,82462,2,"76089","ENSMUST00000118100.7",24186,"ENSMUSG00000062232","Rapgef2","Rap guanine nucleotide exchange factor (GEF) 2"
"18","chr18",43436264,43437047,784,"*","Promoter (1-2kb)",18,43320984,43438286,117303,2,"22240","ENSMUST00000121805.8",1239,"ENSMUSG00000024501","Dpysl3","dihydropyrimidinase-like 3"
"19","chr2",116942132,116943056,925,"*","Distal Intergenic",2,116900194,116904557,4364,1,"320975","ENSMUST00000155323.1",41938,"ENSMUSG00000085316","D330050G23Rik","RIKEN cDNA D330050G23 gene"
"20","chr8",77443004,77443466,463,"*","Intron (ENSMUST00000076316.5/78514, intron 3 of 22)",8,77517056,77518579,1524,1,"70345","ENSMUST00000184762.1",-73590,"ENSMUSG00000097882","0610038B21Rik","RIKEN cDNA 0610038B21 gene"
"21","chr8",94171153,94171885,733,"*","Promoter (<=1kb)",8,94172664,94173568,905,1,"17750","ENSMUST00000034214.7",-779,"ENSMUSG00000031762","Mt2","metallothionein 2"
"22","chr2",166140167,166141060,894,"*","Intron (ENSMUST00000109249.8/72043, intron 1 of 20)",2,166132593,166154423,21831,2,"72043","ENSMUST00000133395.1",13363,"ENSMUSG00000006800","Sulf2","sulfatase 2"
"23","chr1",191254301,191255036,736,"*","Distal Intergenic",1,191224454,191225835,1382,1,"100504360","ENSMUST00000139056.2",29847,NA,"D730003I15Rik","RIKEN cDNA D730003I15 gene"
"24","chr15",76189812,76190708,897,"*","Promoter (1-2kb)",15,76175380,76188043,12664,2,"18810","ENSMUST00000165210.7",-1769,"ENSMUSG00000022565","Plec","plectin"
"25","chr11",103399885,103400792,908,"*","Intron (ENSMUST00000041272.9/353047, intron 2 of 11)",11,103366617,103394768,28152,2,"353047","ENSMUST00000184350.1",-5117,"ENSMUSG00000034247","Plekhm1","pleckstrin homology domain containing, family M (with RUN domain) member 1"
"26","chr7",35064358,35065184,827,"*","Intron (ENSMUST00000205833.1/ENSMUST00000205833.1, intron 1 of 1)",7,35046422,35056573,10152,2,"12611","ENSMUST00000130491.2",-7785,"ENSMUSG00000056216","Cebpg","CCAAT/enhancer binding protein (C/EBP), gamma"
"27","chr6",137687620,137688510,891,"*","Distal Intergenic",6,137517071,137654876,137806,2,"13860","ENSMUST00000132920.7",-32744,"ENSMUSG00000015766","Eps8","epidermal growth factor receptor pathway substrate 8"
"28","chr11",83190911,83191813,903,"*","Promoter (<=1kb)",11,83191330,83215154,23825,1,"20557","ENSMUST00000019130.7",0,"ENSMUSG00000018986","Slfn3","schlafen 3"
"29","chr9",59537369,59538268,900,"*","Promoter (1-2kb)",9,59539540,59565109,25570,1,"15211","ENSMUST00000026262.7",-1272,"ENSMUSG00000025232","Hexa","hexosaminidase A"
"30","chr1",161734477,161735359,883,"*","Distal Intergenic",1,161780689,161788495,7807,2,"14103","ENSMUST00000000834.3",53136,"ENSMUSG00000000817","Fasl","Fas ligand (TNF superfamily, member 6)"
"31","chr10",83644741,83645631,891,"*","Promoter (2-3kb)",10,83620713,83648603,27891,2,"216190","ENSMUST00000150685.7",2972,"ENSMUSG00000020263","Appl2","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2"
"32","chr14",20836204,20837106,903,"*","Promoter (<=1kb)",14,20836660,20843385,6726,1,"18792","ENSMUST00000022368.3",0,"ENSMUSG00000021822","Plau","plasminogen activator, urokinase"
"33","chr10",87816588,87817470,883,"*","Distal Intergenic",10,87858265,87930895,72631,1,"16000","ENSMUST00000122386.7",-40795,"ENSMUSG00000020053","Igf1","insulin-like growth factor 1"
"34","chr2",32907115,32908018,904,"*","Promoter (2-3kb)",2,32910908,32912587,1680,1,"227737","ENSMUST00000125347.1",-2890,"ENSMUSG00000026796","Niban2","niban apoptosis regulator 2"
"35","chr12",24592988,24593918,931,"*","Intron (ENSMUST00000085553.12/195733, intron 8 of 15)",12,24580749,24617391,36643,1,"195733","ENSMUST00000020985.8",12239,"ENSMUSG00000020656","Grhl1","grainyhead like transcription factor 1"
"36","chr11",62076518,62077372,855,"*","Promoter (<=1kb)",11,62076995,62223005,146011,1,"432572","ENSMUST00000092415.8",0,"ENSMUSG00000042331","Specc1","sperm antigen with calponin homology and coiled-coil domains 1"
"37","chr10",81146107,81146797,691,"*","Intron (ENSMUST00000048128.14/16969, intron 2 of 2)",10,81137953,81148458,10506,1,"16969","ENSMUST00000117956.1",8154,"ENSMUSG00000035011","Zbtb7a","zinc finger and BTB domain containing 7a"
"38","chr4",134942516,134943367,852,"*","Distal Intergenic",4,134931010,134936078,5069,1,"68592","ENSMUST00000144037.1",11506,"ENSMUSG00000028821","Syf2","SYF2 homolog, RNA splicing factor (S. cerevisiae)"
"39","chr11",62819898,62820781,884,"*","Promoter (<=1kb)",11,62820231,62842936,22706,1,"94092","ENSMUST00000055006.11",0,"ENSMUSG00000047821","Trim16","tripartite motif-containing 16"
"40","chr4",149637629,149638569,941,"*","Exon (ENSMUST00000105691.7/65945, exon 9 of 18)",4,149627130,149632173,5044,1,"65945","ENSMUST00000151895.1",10499,"ENSMUSG00000039953","Clstn1","calsyntenin 1"
"41","chr8",126849349,126850293,945,"*","Exon (ENSMUST00000212914.1/414091, exon 2 of 2)",8,126839233,126851473,12241,1,"414091","ENSMUST00000212914.1",10116,NA,"A630001O12Rik","RIKEN cDNA A630001O12 gene"
"42","chr14",70354494,70355264,771,"*","Distal Intergenic",14,70331077,70351425,20349,2,"213053","ENSMUST00000142598.1",-3069,"ENSMUSG00000022094","Slc39a14","solute carrier family 39 (zinc transporter), member 14"
"43","chr6",72473274,72474193,920,"*","Distal Intergenic",6,72432799,72439558,6760,2,"232087","ENSMUST00000059472.9",-33716,"ENSMUSG00000053907","Mat2a","methionine adenosyltransferase II, alpha"
"44","chr6",38912678,38913554,877,"*","Intron (ENSMUST00000162521.7/21391, intron 1 of 5)",6,38918980,39084585,165606,1,"21391","ENSMUST00000003017.12",-5426,"ENSMUSG00000029925","Tbxas1","thromboxane A synthase 1, platelet"
"45","chr7",101466232,101467175,944,"*","Intron (ENSMUST00000084894.14/207728, intron 3 of 31)",7,101460944,101494680,33737,1,"207728","ENSMUST00000210535.1",5288,"ENSMUSG00000030653","Pde2a","phosphodiesterase 2A, cGMP-stimulated"
"46","chr5",135906811,135907767,957,"*","Distal Intergenic",5,135888018,135889561,1544,1,"15507","ENSMUST00000111155.1",18793,"ENSMUSG00000004951","Hspb1","heat shock protein 1"
"47","chr1",184558006,184558885,880,"*","Promoter (<=1kb)",1,184527841,184557691,29851,2,"73590","ENSMUST00000188766.1",-315,"ENSMUSG00000101574","1700112H15Rik","RIKEN cDNA 1700112H15 gene"
"48","chr1",74200797,74201758,962,"*","Distal Intergenic",1,74206554,74206620,67,2,"100316687","ENSMUST00000157195.1",4862,"ENSMUSG00000087820","Mir1928","microRNA 1928"
"49","chr11",117242291,117243102,812,"*","Intron (ENSMUST00000093907.10/53860, intron 2 of 11)",11,117232285,117362313,130029,1,"53860","ENSMUST00000106354.8",10006,"ENSMUSG00000059248","Septin9","septin 9"
"50","chr6",53376480,53377412,933,"*","Intron (ENSMUST00000205222.2/231991, intron 3 of 3)",6,53310871,53694818,383948,1,"231991","ENSMUST00000047450.9",65609,"ENSMUSG00000053007","Creb5","cAMP responsive element binding protein 5"
