"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr7",45153978,45154870,893,"*","Promoter (<=1kb)",7,45154303,45160065,5763,1,"68845","ENSMUST00000210139.1",0,"ENSMUSG00000003423","Pih1d1","PIH1 domain containing 1"
"2","chr1",180423060,180423910,851,"*","3' UTR",1,180437882,180462612,24731,2,"381310","ENSMUST00000210737.1",38702,"ENSMUSG00000053963","Stum","mechanosensory transduction mediator"
"3","chr8",84980888,84981653,766,"*","Promoter (2-3kb)",8,84976910,84978718,1809,2,"16477","ENSMUST00000064922.6",-2170,"ENSMUSG00000052837","Junb","jun B proto-oncogene"
"4","chr2",156421478,156421943,466,"*","Promoter (<=1kb)",2,156421112,156543214,122103,1,"13821","ENSMUST00000109577.8",366,"ENSMUSG00000027624","Epb41l1","erythrocyte membrane protein band 4.1 like 1"
"5","chr1",156420503,156421426,924,"*","Promoter (<=1kb)",1,156323509,156421159,97651,2,"77352","ENSMUST00000178036.7",0,"ENSMUSG00000026601","Axdnd1","axonemal dynein light chain domain containing 1"
"6","chr15",99096630,99097563,934,"*","Promoter (1-2kb)",15,99099412,99104737,5326,1,"72778","ENSMUST00000061295.6",-1849,"ENSMUSG00000038009","Dnajc22","DnaJ heat shock protein family (Hsp40) member C22"
"7","chr8",57540885,57541810,926,"*","Promoter (2-3kb)",8,57526024,57538453,12430,2,"108150","ENSMUST00000139417.1",-2432,"ENSMUSG00000031608","Galnt7","polypeptide N-acetylgalactosaminyltransferase 7"
"8","chr13",97190101,97191082,982,"*","Intron (ENSMUST00000022169.9/15212, intron 3 of 13)",13,97183676,97198295,14620,2,"15212","ENSMUST00000222700.1",7213,"ENSMUSG00000021665","Hexb","hexosaminidase B"
"9","chr1",180260694,180261585,892,"*","Promoter (1-2kb)",1,180245638,180263438,17801,2,"19165","ENSMUST00000133340.1",1853,"ENSMUSG00000010609","Psen2","presenilin 2"
"10","chr4",48592263,48593167,905,"*","Intron (ENSMUST00000030032.12/230157, intron 1 of 9)",4,48585551,48662470,76920,1,"230157","ENSMUST00000130834.7",6712,"ENSMUSG00000028347","Tmeff1","transmembrane protein with EGF-like and two follistatin-like domains 1"
"11","chr5",28165391,28166222,832,"*","Promoter (<=1kb)",5,28165694,28172166,6473,1,"13799","ENSMUST00000036177.8",0,"ENSMUSG00000039095","En2","engrailed 2"
"12","chr14",70569984,70570856,873,"*","Intron (ENSMUST00000161069.7/15460, intron 16 of 18)",14,70577637,70582571,4935,1,"213484","ENSMUST00000089049.3",-6781,"ENSMUSG00000045211","Nudt18","nudix (nucleoside diphosphate linked moiety X)-type motif 18"
"13","chr8",13200228,13201098,871,"*","Promoter (<=1kb)",8,13172022,13200587,28566,2,"66790","ENSMUST00000209895.1",0,"ENSMUSG00000038515","Grtp1","GH regulated TBC protein 1"
"14","chr3",83080438,83081320,883,"*","Distal Intergenic",3,83068973,83070164,1192,1,"53317","ENSMUST00000135813.1",11465,"ENSMUSG00000027998","Plrg1","pleiotropic regulator 1"
"15","chr10",120979001,120979884,884,"*","Promoter (<=1kb)",10,120923413,120979332,55920,2,"380664","ENSMUST00000119944.7",0,"ENSMUSG00000048661","Lemd3","LEM domain containing 3"
"16","chr15",102670633,102671523,891,"*","Promoter (<=1kb)",15,102662864,102671127,8264,2,"67942","ENSMUST00000185641.6",0,"ENSMUSG00000062683","Atp5g2","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)"
"17","chr9",114843950,114844796,847,"*","Promoter (<=1kb)",9,114789345,114844152,54808,2,"70031","ENSMUST00000047013.3",0,"ENSMUSG00000041012","Cmtm8","CKLF-like MARVEL transmembrane domain containing 8"
"18","chr16",94578866,94579928,1063,"*","Intron (ENSMUST00000119878.7/13548, intron 1 of 11)",16,94570907,94695517,124611,1,"13548","ENSMUST00000023614.4",7959,"ENSMUSG00000022897","Dyrk1a","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a"
"19","chr11",118379127,118380001,875,"*","Distal Intergenic",11,118392751,118398151,5401,2,"19039","ENSMUST00000144529.1",18150,"ENSMUSG00000033880","Lgals3bp","lectin, galactoside-binding, soluble, 3 binding protein"
"20","chr2",60720845,60721395,551,"*","Promoter (1-2kb)",2,60600231,60722643,122413,2,"16420","ENSMUST00000028348.8",1248,"ENSMUSG00000026971","Itgb6","integrin beta 6"
"21","chr5",123443751,123444760,1010,"*","Promoter (1-2kb)",5,123446039,123457929,11891,1,"208104","ENSMUST00000135961.1",-1279,"ENSMUSG00000038342","Mlxip","MLX interacting protein"
"22","chr11",78487892,78488762,871,"*","Promoter (<=1kb)",11,78482834,78487295,4462,2,"237868","ENSMUST00000170674.1",-597,"ENSMUSG00000050132","Sarm1","sterile alpha and HEAT/Armadillo motif containing 1"
"23","chr4",59849938,59850832,895,"*","Intron (ENSMUST00000030080.6/209131, intron 1 of 8)",4,59884694,59900533,15840,1,"209131","ENSMUST00000145199.7",-33862,"ENSMUSG00000028385","Snx30","sorting nexin family member 30"
"24","chr10",80350025,80350927,903,"*","Promoter (1-2kb)",10,80342739,80348412,5674,2,"66548","ENSMUST00000105352.1",-1613,"ENSMUSG00000043822","Adamtsl5","ADAMTS-like 5"
"25","chr14",75044903,75045808,906,"*","Intron (ENSMUST00000036072.7/271221, intron 9 of 13)",14,75036622,75052525,15904,1,"271221","ENSMUST00000228689.1",8281,"ENSMUSG00000034959","Rubcnl","RUN and cysteine rich domain containing beclin 1 interacting protein like"
"26","chr19",9992731,9993638,908,"*","Promoter (<=1kb)",19,9990548,9992915,2368,2,"24115","ENSMUST00000144273.1",0,"ENSMUSG00000037418","Best1","bestrophin 1"
"27","chr17",56476036,56476900,865,"*","Promoter (<=1kb)",17,56412426,56476439,64014,2,"19280","ENSMUST00000223859.1",0,"ENSMUSG00000013236","Ptprs","protein tyrosine phosphatase, receptor type, S"
"28","chr4",101647049,101647985,937,"*","Promoter (<=1kb)",4,101647718,101659364,11647,1,"230514","ENSMUST00000030254.14",0,"ENSMUSG00000035212","Leprot","leptin receptor overlapping transcript"
"29","chr17",87984526,87985397,872,"*","Exon (ENSMUST00000005503.4/17688, exon 4 of 10)",17,87979703,87984558,4856,1,"17688","ENSMUST00000234756.1",4823,"ENSMUSG00000005370","Msh6","mutS homolog 6"
"30","chr9",24516522,24517369,848,"*","Distal Intergenic",9,24411803,24503140,91338,2,"244745","ENSMUST00000170356.1",-13382,"ENSMUSG00000043067","Dpy19l1","dpy-19-like 1 (C. elegans)"
"31","chr10",119239778,119240660,883,"*","Promoter (<=1kb)",10,119199255,119240055,40801,2,"71902","ENSMUST00000020315.12",0,"ENSMUSG00000020114","Cand1","cullin associated and neddylation disassociated 1"
"32","chr16",11448411,11449200,790,"*","Promoter (1-2kb)",16,11447308,11661496,214189,1,"74478","ENSMUST00000134941.1",1103,"ENSMUSG00000071669","Snx29","sorting nexin 29"
"33","chr5",34519136,34520051,916,"*","Distal Intergenic",5,34496087,34513991,17905,2,"231130","ENSMUST00000087737.9",-5145,"ENSMUSG00000059866","Tnip2","TNFAIP3 interacting protein 2"
"34","chr12",54984773,54985671,899,"*","Promoter (<=1kb)",12,54975236,54985936,10701,2,"217578","ENSMUST00000173177.1",265,"ENSMUSG00000035021","Baz1a","bromodomain adjacent to zinc finger domain 1A"
"35","chr10",9900681,9901483,803,"*","Promoter (<=1kb)",10,9755547,9900683,145137,2,"78808","ENSMUST00000038213.13",0,"ENSMUSG00000019790","Stxbp5","syntaxin binding protein 5 (tomosyn)"
"36","chr19",5815655,5816550,896,"*","Distal Intergenic",19,5795690,5802672,6983,2,"72289","ENSMUST00000172812.2",-12983,"ENSMUSG00000092341","Malat1","metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)"
"37","chr7",122470144,122471141,998,"*","Intron (ENSMUST00000143692.7/18751, intron 5 of 17)",7,122416068,122457326,41259,1,"18751","ENSMUST00000149583.1",54076,"ENSMUSG00000052889","Prkcb","protein kinase C, beta"
"38","chr8",57558418,57559230,813,"*","Intron (ENSMUST00000034021.11/108150, intron 2 of 11)",8,57526024,57538453,12430,2,"108150","ENSMUST00000139417.1",-19965,"ENSMUSG00000031608","Galnt7","polypeptide N-acetylgalactosaminyltransferase 7"
