"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr6",113638019,113638909,891,"*","Promoter (<=1kb)",6,113638467,113695026,56560,1,"108960","ENSMUST00000059286.13",0,"ENSMUSG00000060477","Irak2","interleukin-1 receptor-associated kinase 2"
"2","chr9",7594935,7595822,888,"*","Distal Intergenic",9,7571463,7581885,10423,1,"234911","ENSMUST00000152878.2",23472,"ENSMUSG00000070323","Mmp27","matrix metallopeptidase 27"
"3","chr12",111413016,111413887,872,"*","Distal Intergenic",12,111417017,111424875,7859,1,"74190","ENSMUST00000222126.1",-3130,"ENSMUSG00000021280","Exoc3l4","exocyst complex component 3-like 4"
"4","chr15",84680592,84681448,857,"*","Promoter (<=1kb)",15,84681002,84703672,22671,1,"109270","ENSMUST00000065499.4",0,"ENSMUSG00000036106","Prr5","proline rich 5 (renal)"
"5","chr5",146916644,146917488,845,"*","Distal Intergenic",5,146948657,146955614,6958,1,"66596","ENSMUST00000146511.7",-31169,"ENSMUSG00000016503","Gtf3a","general transcription factor III A"
"6","chr9",21409609,21410514,906,"*","Promoter (1-2kb)",9,21405242,21411720,6479,2,"330902","ENSMUST00000181812.1",1206,"ENSMUSG00000097665","Gm16853","predicted gene, 16853"
"7","chr19",29066764,29067664,901,"*","Promoter (<=1kb)",19,29067347,29069503,2157,1,"100503337","ENSMUST00000235636.1",0,"ENSMUSG00000118038","Gm9895","predicted gene 9895"
"8","chr2",66119680,66120661,982,"*","Intron (ENSMUST00000028378.3/14425, intron 1 of 10)",2,66082766,66124994,42229,2,"14425","ENSMUST00000028378.3",4333,"ENSMUSG00000026994","Galnt3","polypeptide N-acetylgalactosaminyltransferase 3"
"9","chr16",17582767,17583583,817,"*","Promoter (<=1kb)",16,17575704,17583214,7511,2,"224022","ENSMUST00000232186.1",0,"ENSMUSG00000022756","Slc7a4","solute carrier family 7 (cationic amino acid transporter, y+ system), member 4"
"10","chr1",43139383,43140263,881,"*","Intron (ENSMUST00000008280.13/14200, intron 3 of 5)",1,43123074,43163961,40888,2,"14200","ENSMUST00000008280.13",23698,"ENSMUSG00000008136","Fhl2","four and a half LIM domains 2"
"11","chr14",121435506,121436393,888,"*","Distal Intergenic",14,121337422,121380011,42590,2,"223255","ENSMUST00000227917.1",-55495,"ENSMUSG00000063410","Stk24","serine/threonine kinase 24"
"12","chr9",106757470,106758405,936,"*","Intron (ENSMUST00000046502.6/81000, intron 1 of 21)",9,106688082,106789194,101113,2,"81000","ENSMUST00000046502.6",30789,"ENSMUSG00000040661","Rad54l2","RAD54 like 2 (S. cerevisiae)"
"13","chr1",161399878,161400751,874,"*","Intron (ENSMUST00000028024.4/22164, intron 1 of 2)",1,161395409,161418410,23002,1,"22164","ENSMUST00000028024.4",4469,"ENSMUSG00000026700","Tnfsf4","tumor necrosis factor (ligand) superfamily, member 4"
"14","chr2",28244421,28245343,923,"*","Distal Intergenic",2,28205659,28230736,25078,1,"56177","ENSMUST00000028177.10",38762,"ENSMUSG00000026833","Olfm1","olfactomedin 1"
"15","chr1",119648279,119649227,949,"*","Promoter (<=1kb)",1,119545037,119648936,103900,2,"226352","ENSMUST00000052404.12",0,"ENSMUSG00000026383","Epb41l5","erythrocyte membrane protein band 4.1 like 5"
"16","chr7",116490578,116491671,1094,"*","Distal Intergenic",7,116504369,116540584,36216,1,"53322","ENSMUST00000032895.14",-12698,"ENSMUSG00000030659","Nucb2","nucleobindin 2"
"17","chr12",85420613,85421530,918,"*","Distal Intergenic",12,85342788,85374847,32060,2,"68581","ENSMUST00000040766.8",-45766,"ENSMUSG00000021248","Tmed10","transmembrane p24 trafficking protein 10"
"18","chr11",109331071,109331941,871,"*","Distal Intergenic",11,109346839,109353651,6813,1,"67927","ENSMUST00000190043.1",-14898,"ENSMUSG00000099630","1700096J18Rik","RIKEN cDNA 1700096J18 gene"
"19","chr17",55952188,55953098,911,"*","Promoter (<=1kb)",17,55952640,55957022,4383,1,"50498","ENSMUST00000003274.7",0,"ENSMUSG00000003206","Ebi3","Epstein-Barr virus induced gene 3"
"20","chr11",68003927,68004826,900,"*","Intron (ENSMUST00000021285.13/55943, intron 4 of 7)",11,67966506,67973641,7136,1,"55943","ENSMUST00000142649.1",37421,"ENSMUSG00000020903","Stx8","syntaxin 8"
"21","chr5",148451679,148452390,712,"*","Distal Intergenic",5,148327410,148399904,72495,2,"11987","ENSMUST00000048116.14",-51775,"ENSMUSG00000041313","Slc7a1","solute carrier family 7 (cationic amino acid transporter, y+ system), member 1"
"22","chr17",88258169,88259011,843,"*","Intron (ENSMUST00000234514.1/ENSMUST00000234514.1, intron 1 of 1)",17,88125512,88131006,5495,1,"225058","ENSMUST00000183295.1",132657,"ENSMUSG00000058869","Gm4832","predicted gene 4832"
"23","chr7",19628422,19629141,720,"*","Promoter (<=1kb)",7,19616375,19628784,12410,2,"19698","ENSMUST00000130543.7",0,"ENSMUSG00000002983","Relb","avian reticuloendotheliosis viral (v-rel) oncogene related B"
"24","chr13",58358695,58359615,921,"*","Promoter (<=1kb)",13,58287502,58359122,71621,2,"75050","ENSMUST00000225388.1",0,"ENSMUSG00000060176","Kif27","kinesin family member 27"
"25","chr2",3657619,3658524,906,"*","Intron (ENSMUST00000226435.1/66540, intron 2 of 4)",2,3613758,3779787,166030,1,"66540","ENSMUST00000115052.8",43861,"ENSMUSG00000026655","Fam107b","family with sequence similarity 107, member B"
"26","chr7",98419299,98420214,916,"*","Distal Intergenic",7,98440416,98477479,37064,1,"14918","ENSMUST00000206435.1",-20202,"ENSMUSG00000074003","Gucy2d","guanylate cyclase 2d"
"27","chr2",156414223,156415026,804,"*","Distal Intergenic",2,156420909,156543214,122306,1,"13821","ENSMUST00000103137.9",-5883,"ENSMUSG00000027624","Epb41l1","erythrocyte membrane protein band 4.1 like 1"
"28","chr2",153607811,153608630,820,"*","Distal Intergenic",2,153618834,153632731,13898,2,"99311","ENSMUST00000147822.7",24101,"ENSMUSG00000056941","Commd7","COMM domain containing 7"
"29","chr1",159333936,159334841,906,"*","Intron (ENSMUST00000076894.10/26374, intron 18 of 19)",1,159340283,159340422,140,1,"100217414","ENSMUST00000158911.1",-5442,"ENSMUSG00002074853","Scarna3a","small Cajal body-specific RNA 3A"
"30","chr3",8957495,8958263,769,"*","Exon (ENSMUST00000129736.7/21985, exon 2 of 4)",3,8931064,8962253,31190,2,"21985","ENSMUST00000145905.7",3990,"ENSMUSG00000027506","Tpd52","tumor protein D52"
"31","chr17",71683927,71684821,895,"*","Promoter (<=1kb)",17,71684805,71729668,44864,1,"320159","ENSMUST00000153445.8",0,"ENSMUSG00000045761","Togaram2","TOG array regulator of axonemal microtubules 2"
"32","chr9",21786710,21787579,870,"*","Intron (ENSMUST00000034717.6/235041, intron 3 of 11)",9,21768062,21798503,30442,2,"235041","ENSMUST00000216008.1",10924,"ENSMUSG00000032194","Kank2","KN motif and ankyrin repeat domains 2"
"33","chr7",110337293,110338188,896,"*","Promoter (2-3kb)",7,110320741,110340285,19545,2,"319934","ENSMUST00000165992.1",2097,"ENSMUSG00000038371","Sbf2","SET binding factor 2"
"34","chr2",118519846,118520643,798,"*","Distal Intergenic",2,118531974,118544587,12614,2,"171543","ENSMUST00000143583.1",23944,"ENSMUSG00000040093","Bmf","BCL2 modifying factor"
"35","chr6",38530974,38531894,921,"*","Promoter (1-2kb)",6,38533502,38539448,5947,1,"66117","ENSMUST00000147651.1",-1608,"ENSMUSG00000019689","Fmc1","formation of mitochondrial complex V assembly factor 1"
"36","chr17",28926219,28926980,762,"*","Intron (ENSMUST00000148464.1/ENSMUST00000148464.1, intron 1 of 2)",17,28896392,28915324,18933,2,"207819","ENSMUST00000062357.5",-10895,"ENSMUSG00000048905","Bnip5","BCL2 interacting protein 5"
"37","chr15",78809752,78810688,937,"*","Distal Intergenic",15,78775138,78803042,27905,2,"105844","ENSMUST00000164826.7",-6710,"ENSMUSG00000033170","Card10","caspase recruitment domain family, member 10"
"38","chr17",27189575,27190483,909,"*","Promoter (2-3kb)",17,27190112,27193480,3369,2,"224640","ENSMUST00000237625.1",2997,"ENSMUSG00000044857","Lemd2","LEM domain containing 2"
"39","chr19",15923110,15923908,799,"*","Promoter (<=1kb)",19,15905127,15924622,19496,2,"107272","ENSMUST00000162053.7",714,"ENSMUSG00000024640","Psat1","phosphoserine aminotransferase 1"
"40","chr6",54705060,54705958,899,"*","Distal Intergenic",6,54681802,54689520,7719,1,"68235","ENSMUST00000185518.1",23258,"ENSMUSG00000038065","Mturn","maturin, neural progenitor differentiation regulator homolog (Xenopus)"
"41","chr2",69789200,69790069,870,"*","Promoter (<=1kb)",2,69789623,69795653,6031,1,"73373","ENSMUST00000151298.7",0,"ENSMUSG00000027088","Phospho2","phosphatase, orphan 2"
"42","chr6",47739574,47740376,803,"*","Distal Intergenic",6,47803576,47803652,77,2,"735289","ENSMUST00000102106.1",63276,"ENSMUSG00000076060","Mir704","microRNA 704"
"43","chr5",140616375,140617175,801,"*","Distal Intergenic",5,140611685,140614674,2990,1,"16848","ENSMUST00000199848.1",4690,"ENSMUSG00000029570","Lfng","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"44","chr18",80151278,80152050,773,"*","Promoter (<=1kb)",18,80126311,80151482,25172,2,"240442","ENSMUST00000066743.10",0,"ENSMUSG00000053950","Adnp2","ADNP homeobox 2"
"45","chr11",88717960,88718897,938,"*","Promoter (<=1kb)",11,88718645,88722600,3956,1,"193280","ENSMUST00000138007.1",0,NA,"C030037D09Rik","RIKEN cDNA C030037D09 gene"
"46","chr1",90998298,90999202,905,"*","Promoter (<=1kb)",1,90998737,91108640,109904,1,"16978","ENSMUST00000189505.6",0,"ENSMUSG00000026305","Lrrfip1","leucine rich repeat (in FLII) interacting protein 1"
"47","chr5",114774402,114775245,844,"*","Promoter (<=1kb)",5,114773737,114774983,1247,2,"67642","ENSMUST00000173208.1",0,"ENSMUSG00000092183","4930515G01Rik","RIKEN cDNA 4930515G01 gene"
"48","chr2",180256820,180257715,896,"*","Promoter (<=1kb)",2,180257536,180257611,76,1,"100526556","ENSMUST00000175086.1",0,"ENSMUSG00000092827","Mir3091","microRNA 3091"
"49","chr17",84758200,84758997,798,"*","Intron (ENSMUST00000112308.8/72416, intron 14 of 37)",17,84748781,84751262,2482,2,"72416","ENSMUST00000160414.1",-6938,"ENSMUSG00000024120","Lrpprc","leucine-rich PPR-motif containing"
"50","chr17",56751306,56752114,809,"*","3' UTR",17,56751325,56757530,6206,2,"18188","ENSMUST00000044752.5",5416,"ENSMUSG00000039481","Nrtn","neurturin"
