"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr7",27228138,27229047,910,"*","Promoter (<=1kb)",7,27207172,27228628,21457,2,"233011","ENSMUST00000003850.7",0,"ENSMUSG00000003752","Itpkc","inositol 1,4,5-trisphosphate 3-kinase C"
"2","chr6",99188201,99189122,922,"*","Intron (ENSMUST00000113326.8/108655, intron 2 of 17)",6,98930090,99163018,232929,2,"108655","ENSMUST00000177307.7",-25183,"ENSMUSG00000030067","Foxp1","forkhead box P1"
"3","chr1",80641543,80642381,839,"*","Intron (ENSMUST00000077946.11/210293, intron 2 of 55)",1,80501713,80665275,163563,2,"210293","ENSMUST00000190983.6",22894,"ENSMUSG00000038608","Dock10","dedicator of cytokinesis 10"
"4","chr10",61203698,61204607,910,"*","Intron (ENSMUST00000092486.10/237360, intron 18 of 21)",10,61175942,61188839,12898,1,"65971","ENSMUST00000126831.1",27756,"ENSMUSG00000020096","Tbata","thymus, brain and testes associated"
"5","chr10",75145874,75146697,824,"*","Intron (ENSMUST00000164107.2/110279, intron 8 of 22)",10,75160360,75171548,11189,1,"110279","ENSMUST00000218591.1",-13663,"ENSMUSG00000009681","Bcr","BCR activator of RhoGEF and GTPase"
"6","chr1",92712161,92713074,914,"*","Distal Intergenic",1,92644218,92648841,4624,2,"260301","ENSMUST00000053144.3",-63320,"ENSMUSG00000044055","Otos","otospiralin"
"7","chr19",7312446,7313322,877,"*","Intron (ENSMUST00000032557.14/13728, intron 1 of 17)",19,7276759,7295447,18689,2,"13728","ENSMUST00000025921.14",-16999,"ENSMUSG00000024969","Mark2","MAP/microtubule affinity regulating kinase 2"
"8","chr7",145221779,145222704,926,"*","Intron (ENSMUST00000208328.1/233979, intron 19 of 20)",7,145206756,145208119,1364,2,"100040049","ENSMUST00000207841.1",-13660,"ENSMUSG00000109305","Smim38","small integral membrane protein 38"
"9","chr14",54230606,54231472,867,"*","Distal Intergenic",14,54239661,54253914,14254,2,"13135","ENSMUST00000128231.1",22442,"ENSMUSG00000022174","Dad1","defender against cell death 1"
"10","chr4",95440739,95441546,808,"*","Distal Intergenic",4,95557507,95926939,369433,1,"75578","ENSMUST00000079223.10",-115961,"ENSMUSG00000028573","Fggy","FGGY carbohydrate kinase domain containing"
"11","chr17",28079412,28080118,707,"*","Promoter (<=1kb)",17,28066751,28079746,12996,2,"21463","ENSMUST00000232728.1",0,"ENSMUSG00000062859","Tcp11","t-complex protein 11"
"12","chr17",7914397,7915255,859,"*","Intron (ENSMUST00000160177.2/ENSMUST00000160177.2, intron 1 of 2)",17,7926000,7934897,8898,1,"72536","ENSMUST00000036370.7",-10745,"ENSMUSG00000033450","Tagap","T cell activation Rho GTPase activating protein"
"13","chr4",150692561,150693421,861,"*","Distal Intergenic",4,150628572,150652174,23603,2,"242773","ENSMUST00000037827.9",-40387,"ENSMUSG00000039838","Slc45a1","solute carrier family 45, member 1"
"14","chr13",113340575,113341461,887,"*","Intron (ENSMUST00000136755.9/ENSMUST00000136755.9, intron 5 of 9)",13,113171608,113225908,54301,2,"14945","ENSMUST00000122399.7",-114667,"ENSMUSG00000042385","Gzmk","granzyme K"
"15","chr17",33637576,33638462,887,"*","Promoter (<=1kb)",17,33638056,33645706,7651,1,"378460","ENSMUST00000052079.7",0,"ENSMUSG00000032739","Pram1","PML-RAR alpha-regulated adaptor molecule 1"
"16","chr7",64276681,64277590,910,"*","Distal Intergenic",7,64287653,64303172,15520,1,"233315","ENSMUST00000206732.1",-10063,"ENSMUSG00000030522","Mtmr10","myotubularin related protein 10"
