"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr14",63245001,63245918,918,"*","Promoter (<=1kb)",14,63198922,63245248,46327,2,"14463","ENSMUST00000118022.7",0,"ENSMUSG00000021944","Gata4","GATA binding protein 4"
"2","chr18",53249738,53250654,917,"*","Intron (ENSMUST00000165032.8/69226, intron 1 of 6)",18,53245769,53390823,145055,1,"69226","ENSMUST00000025417.8",3969,"ENSMUSG00000024535","Snx24","sorting nexing 24"
"3","chr11",5057674,5058603,930,"*","Promoter (<=1kb)",11,5058128,5060385,2258,1,"75668","ENSMUST00000037218.1",0,"ENSMUSG00000034209","Rasl10a","RAS-like, family 10, member A"
"4","chr14",77903925,77904811,887,"*","Promoter (<=1kb)",14,77904239,78002657,98419,1,"108670","ENSMUST00000022591.15",0,"ENSMUSG00000022014","Epsti1","epithelial stromal interaction 1 (breast)"
"5","chr9",22475235,22476132,898,"*","Promoter (<=1kb)",9,22475715,22888280,412566,1,"319845","ENSMUST00000039798.15",0,"ENSMUSG00000035919","Bbs9","Bardet-Biedl syndrome 9 (human)"
"6","chr14",60742413,60743303,891,"*","Intron (ENSMUST00000160973.7/219140, intron 4 of 12)",14,60751077,60762666,11590,1,"219140","ENSMUST00000162939.1",-7774,"ENSMUSG00000021990","Spata13","spermatogenesis associated 13"
"7","chr5",120648484,120649402,919,"*","Promoter (<=1kb)",5,120648812,120654902,6091,1,"19415","ENSMUST00000125804.7",0,"ENSMUSG00000029602","Rasal1","RAS protein activator like 1 (GAP1 like)"
"8","chr14",63123668,63124362,695,"*","Promoter (1-2kb)",14,63122462,63145923,23462,1,"13030","ENSMUST00000006235.8",1206,"ENSMUSG00000021939","Ctsb","cathepsin B"
"9","chr4",139534984,139535851,868,"*","Intron (ENSMUST00000123827.8/212632, intron 3 of 11)",4,139531689,139620379,88691,1,"212632","ENSMUST00000040023.15",3295,"ENSMUSG00000041025","Iffo2","intermediate filament family orphan 2"
"10","chr11",106648114,106649023,910,"*","Distal Intergenic",11,106568098,106613423,45326,2,"21763","ENSMUST00000128933.1",-34691,"ENSMUSG00000040548","Tex2","testis expressed gene 2"
"11","chrX",70363092,70363914,823,"*","Promoter (1-2kb)",20,70343069,70365084,22016,2,"15931","ENSMUST00000101509.8",1170,"ENSMUSG00000035847","Ids","iduronate 2-sulfatase"
"12","chr11",5098819,5099748,930,"*","Promoter (<=1kb)",11,5069689,5099266,29578,2,"14030","ENSMUST00000079949.12",0,"ENSMUSG00000009079","Ewsr1","Ewing sarcoma breakpoint region 1"
"13","chr8",4212892,4213632,741,"*","Exon (ENSMUST00000168386.8/73072, exon 6 of 7)",8,4215049,4216912,1864,2,"73072","ENSMUST00000177491.7",3280,"ENSMUSG00000064125","Prr36","proline rich 36"
"14","chr6",82939222,82940075,854,"*","Promoter (<=1kb)",6,82911885,82939769,27885,2,"20355","ENSMUST00000000641.14",0,"ENSMUSG00000000627","Sema4f","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain"
"15","chr10",111637006,111637891,886,"*","Distal Intergenic",10,111586719,111594273,7555,2,"71321","ENSMUST00000181547.1",-42733,"ENSMUSG00000097082","4933440J02Rik","RIKEN cDNA 4933440J02 gene"
"16","chr8",124926309,124927133,825,"*","Intron (ENSMUST00000034469.6/112405, intron 1 of 4)",8,124908587,124949324,40738,2,"112405","ENSMUST00000034469.6",22191,"ENSMUSG00000031987","Egln1","egl-9 family hypoxia-inducible factor 1"
"17","chr7",141467123,141468054,932,"*","Promoter (<=1kb)",7,141461483,141467771,6289,2,"100126795","ENSMUST00000097947.3",0,"ENSMUSG00000073787","Gm10575","predicted gene 10575"
"18","chr7",44496037,44496947,911,"*","Promoter (<=1kb)",7,44489937,44496529,6593,2,"69683","ENSMUST00000118808.8",0,"ENSMUSG00000008140","Emc10","ER membrane protein complex subunit 10"
"19","chr15",27596499,27597408,910,"*","Intron (ENSMUST00000228179.1/432940, intron 1 of 1)",15,27542635,27608861,66227,2,"432940","ENSMUST00000228179.1",11453,"ENSMUSG00000046034","Otulin","OTU deubiquitinase with linear linkage specificity"
"20","chr10",67185307,67186201,895,"*","Promoter (<=1kb)",10,67185749,67216171,30423,1,"108829","ENSMUST00000173661.7",0,"ENSMUSG00000037876","Jmjd1c","jumonji domain containing 1C"
"21","chr17",28256570,28257487,918,"*","Intron (ENSMUST00000002320.15/19015, intron 2 of 7)",17,28271708,28273163,1456,1,"69050","ENSMUST00000144200.1",-14221,"ENSMUSG00000002250","1810013A23Rik","RIKEN cDNA 1810013A23 gene"
