"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr11",61597299,61598236,938,"*","Distal Intergenic",11,61517250,61579687,62438,2,"13855","ENSMUST00000179936.7",-17612,"ENSMUSG00000001036","Epn2","epsin 2"
"2","chr11",104596113,104597025,913,"*","Distal Intergenic",11,104608000,104670476,62477,1,"16416","ENSMUST00000021028.4",-10975,"ENSMUSG00000020689","Itgb3","integrin beta 3"
"3","chr2",35700601,35701517,917,"*","Intron (ENSMUST00000112986.8/69601, intron 3 of 16)",2,35696732,35730992,34261,1,"69601","ENSMUST00000112983.7",3869,"ENSMUSG00000026883","Dab2ip","disabled 2 interacting protein"
"4","chr2",27246935,27247804,870,"*","Promoter (<=1kb)",2,27188393,27247266,58874,2,"192166","ENSMUST00000102886.9",0,"ENSMUSG00000009614","Sardh","sarcosine dehydrogenase"
"5","chr7",101011517,101012425,909,"*","Promoter (<=1kb)",7,100996568,101011998,15431,2,"18442","ENSMUST00000037540.4",0,"ENSMUSG00000032860","P2ry2","purinergic receptor P2Y, G-protein coupled 2"
"6","chr10",79932444,79933303,860,"*","Promoter (2-3kb)",10,79930424,79931218,795,1,"13496","ENSMUST00000131118.1",2020,"ENSMUSG00000019564","Arid3a","AT rich interactive domain 3A (BRIGHT-like)"
"7","chr4",116017332,116018136,805,"*","Promoter (<=1kb)",4,115967145,116017675,50531,2,"14073","ENSMUST00000125761.7",0,"ENSMUSG00000034171","Faah","fatty acid amide hydrolase"
"8","chr7",113151264,113152066,803,"*","Distal Intergenic",7,113100168,113142023,41856,2,"75239","ENSMUST00000209589.1",-9241,"ENSMUSG00000110009","4930543E12Rik","RIKEN cDNA 4930543E12 gene"
"9","chr7",99304664,99305551,888,"*","Intron (ENSMUST00000068973.10/17760, intron 1 of 3)",7,99269132,99320582,51451,1,"17760","ENSMUST00000209094.1",35532,"ENSMUSG00000055407","Map6","microtubule-associated protein 6"
"10","chr1",128416863,128417711,849,"*","Promoter (<=1kb)",1,128363707,128417359,53653,2,"226414","ENSMUST00000027602.14",0,"ENSMUSG00000026356","Dars","aspartyl-tRNA synthetase"
"11","chr11",114724818,114725743,926,"*","Promoter (1-2kb)",11,114727408,114745158,17751,1,"432611","ENSMUST00000151053.7",-1665,"ENSMUSG00000034706","Dnai2","dynein axonemal intermediate chain 2"
"12","chr2",148184587,148185471,885,"*","Distal Intergenic",2,148042877,148046969,4093,2,"15376","ENSMUST00000047315.9",-137618,"ENSMUSG00000037025","Foxa2","forkhead box A2"
"13","chr1",87492070,87492983,914,"*","Intron (ENSMUST00000027477.14/53972, intron 3 of 12)",1,87479729,87486217,6489,2,"53972","ENSMUST00000166463.1",-5853,"ENSMUSG00000026259","Ngef","neuronal guanine nucleotide exchange factor"
"14","chr19",60939706,60940618,913,"*","Intron (ENSMUST00000003313.9/14773, intron 1 of 15)",19,60890463,61051754,161292,1,"14773","ENSMUST00000236876.1",49243,"ENSMUSG00000003228","Grk5","G protein-coupled receptor kinase 5"
"15","chr4",152027239,152028116,878,"*","Promoter (<=1kb)",4,152019774,152027661,7888,2,"100090","ENSMUST00000066715.10",0,"ENSMUSG00000028952","Zbtb48","zinc finger and BTB domain containing 48"
"16","chr9",57262183,57262930,748,"*","Promoter (<=1kb)",9,57253117,57262612,9496,2,"74211","ENSMUST00000034846.6",0,"ENSMUSG00000032300","1700017B05Rik","RIKEN cDNA 1700017B05 gene"
"17","chr2",32914606,32915434,829,"*","Promoter (<=1kb)",2,32914711,32921024,6314,1,"227737","ENSMUST00000154514.7",0,"ENSMUSG00000026796","Niban2","niban apoptosis regulator 2"
"18","chr2",156731886,156732770,885,"*","Intron (ENSMUST00000109567.9/228836, intron 7 of 12)",2,156721492,156764363,42872,1,"228836","ENSMUST00000099145.5",10394,"ENSMUSG00000061689","Dlgap4","DLG associated protein 4"
"19","chr12",72535777,72536688,912,"*","Promoter (<=1kb)",12,72536383,72580119,43737,1,"67708","ENSMUST00000044352.7",0,"ENSMUSG00000034501","Pcnx4","pecanex homolog 4"
"20","chr8",35591592,35592469,878,"*","Promoter (2-3kb)",8,35582503,35588972,6470,2,"100504714","ENSMUST00000181322.2",-2620,"ENSMUSG00000097357","Gm16793","predicted gene, 16793"
"21","chr16",4639704,4640465,762,"*","Promoter (<=1kb)",16,4639941,4650802,10862,1,"246154","ENSMUST00000038770.3",0,"ENSMUSG00000039646","Vasn","vasorin"
"22","chr3",28399285,28400191,907,"*","Intron (ENSMUST00000160934.7/665113, intron 2 of 31)",3,28409431,28596083,186653,1,"665113","ENSMUST00000161423.1",-9240,"ENSMUSG00000027692","Tnik","TRAF2 and NCK interacting kinase"
"23","chr10",81435255,81436020,766,"*","Intron (ENSMUST00000221817.1/18029, intron 1 of 9)",10,81400953,81431005,30053,2,"18029","ENSMUST00000117966.1",-4250,"ENSMUSG00000055053","Nfic","nuclear factor I/C"
"24","chr8",70371656,70372559,904,"*","Promoter (<=1kb)",8,70373558,70382066,8509,1,"12845","ENSMUST00000003659.8",-999,"ENSMUSG00000031849","Comp","cartilage oligomeric matrix protein"
"25","chr9",44799009,44799853,845,"*","Promoter (<=1kb)",9,44793769,44799233,5465,2,"71687","ENSMUST00000213203.1",0,"ENSMUSG00000002032","Tmem25","transmembrane protein 25"
"26","chr8",25156032,25156850,819,"*","Promoter (2-3kb)",8,25159125,25159233,109,2,"102467006","ENSMUST00000184998.1",2383,"ENSMUSG00000099142","Mir8108","microRNA 8108"
"27","chr12",112795447,112796330,884,"*","Intron (ENSMUST00000124526.1/ENSMUST00000124526.1, intron 1 of 6)",12,112808937,112816252,7316,1,"217887","ENSMUST00000037014.10",-12607,"ENSMUSG00000037594","Clba1","clathrin binding box of aftiphilin containing 1"
"28","chr9",21751191,21752028,838,"*","Distal Intergenic",9,21756102,21757819,1718,2,"67629","ENSMUST00000213665.1",5791,"ENSMUSG00000074476","Spc24","SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)"
"29","chr11",68691334,68692227,894,"*","Promoter (<=1kb)",11,68691559,68699259,7701,1,"77579","ENSMUST00000141558.1",0,"ENSMUSG00000020900","Myh10","myosin, heavy polypeptide 10, non-muscle"
"30","chr6",125354510,125355312,803,"*","Promoter (2-3kb)",6,125357371,125361105,3735,1,"21937","ENSMUST00000125880.7",-2059,"ENSMUSG00000030341","Tnfrsf1a","tumor necrosis factor receptor superfamily, member 1a"
"31","chr17",56507056,56507985,930,"*","Distal Intergenic",17,56511248,56512431,1184,2,"20834","ENSMUST00000052211.3",4446,"ENSMUSG00000044526","Znrf4","zinc and ring finger 4"
"32","chr15",25637549,25638485,937,"*","Exon (ENSMUST00000228949.1/ENSMUST00000228949.1, exon 1 of 1)",15,25622549,25701950,79402,1,"17909","ENSMUST00000127486.1",15000,"ENSMUSG00000022272","Myo10","myosin X"
"33","chr11",102284442,102285310,869,"*","Promoter (<=1kb)",11,102284931,102289237,4307,1,"72053","ENSMUST00000036376.12",0,"ENSMUSG00000034757","Tmub2","transmembrane and ubiquitin-like domain containing 2"
"34","chr13",110229783,110230701,919,"*","Intron (ENSMUST00000167824.2/67295, intron 2 of 4)",13,110054187,110280150,225964,2,"67295","ENSMUST00000167824.2",49449,"ENSMUSG00000021700","Rab3c","RAB3C, member RAS oncogene family"
"35","chr3",123321597,123322409,813,"*","Intron (ENSMUST00000047923.11/69608, intron 8 of 22)",3,123337305,123349952,12648,1,"69608","ENSMUST00000196631.1",-14896,"ENSMUSG00000039234","Sec24d","Sec24 related gene family, member D (S. cerevisiae)"
"36","chr5",48419539,48420381,843,"*","Intron (ENSMUST00000166924.7/80334, intron 2 of 7)",5,48396664,48414294,17631,1,"70592","ENSMUST00000199818.1",22875,"ENSMUSG00000029089","5730480H06Rik","RIKEN cDNA 5730480H06 gene"
"37","chr3",152308464,152309193,730,"*","Intron (ENSMUST00000073089.12/215708, intron 7 of 15)",3,152290681,152317715,27035,2,"215708","ENSMUST00000199443.1",8522,"ENSMUSG00000054942","Miga1","mitoguardin 1"
"38","chr17",25081962,25082821,860,"*","Promoter (<=1kb)",17,25057702,25083591,25890,2,"407831","ENSMUST00000233505.1",770,"ENSMUSG00000024168","Tmem204","transmembrane protein 204"
"39","chr2",13372078,13372822,745,"*","Intron (ENSMUST00000091436.6/65969, intron 31 of 66)",2,13422029,13455627,33599,2,"65969","ENSMUST00000195447.1",82805,"ENSMUSG00000026726","Cubn","cubilin (intrinsic factor-cobalamin receptor)"
"40","chr13",103977880,103978853,974,"*","Exon (ENSMUST00000224348.1/ENSMUST00000224348.1, exon 1 of 2)",13,104024585,104034573,9989,2,"75805","ENSMUST00000225704.1",55720,"ENSMUSG00000021710","Nln","neurolysin (metallopeptidase M3 family)"
"41","chr13",60178372,60179120,749,"*","Promoter (1-2kb)",13,60174405,60177365,2961,2,"14451","ENSMUST00000065086.5",-1007,"ENSMUSG00000052957","Gas1","growth arrest specific 1"
"42","chr10",96632519,96633385,867,"*","Distal Intergenic",10,96617554,96618668,1115,1,"12226","ENSMUST00000218953.1",14965,"ENSMUSG00000036478","Btg1","BTG anti-proliferation factor 1"
"43","chr10",42251082,42251908,827,"*","Intron (ENSMUST00000105502.7/56484, intron 2 of 3)",10,42197554,42258366,60813,2,"56484","ENSMUST00000177542.1",6458,"ENSMUSG00000048756","Foxo3","forkhead box O3"
"44","chr18",61398527,61399439,913,"*","Promoter (<=1kb)",18,61397835,61397900,66,2,"723889","ENSMUST00000198300.1",-627,"ENSMUSG00000105200","Mir378a","microRNA 378a"
"45","chr8",94967288,94968100,813,"*","Exon (ENSMUST00000212865.1/ENSMUST00000212865.1, exon 1 of 1)",8,94974751,95005804,31054,1,"14766","ENSMUST00000211850.1",-6651,"ENSMUSG00000031785","Adgrg1","adhesion G protein-coupled receptor G1"
"46","chr9",63123848,63124751,904,"*","Distal Intergenic",9,63138176,63146980,8805,2,"207667","ENSMUST00000055281.7",22229,"ENSMUSG00000022245","Skor1","SKI family transcriptional corepressor 1"
"47","chr16",92443358,92444263,906,"*","Intron (ENSMUST00000060005.14/54720, intron 1 of 3)",16,92391959,92458475,66517,2,"54720","ENSMUST00000231410.1",14212,"ENSMUSG00000022951","Rcan1","regulator of calcineurin 1"
"48","chr8",94983839,94984710,872,"*","Promoter (<=1kb)",8,94984371,95014199,29829,1,"14766","ENSMUST00000093271.7",0,"ENSMUSG00000031785","Adgrg1","adhesion G protein-coupled receptor G1"
