"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr12",112760123,112760966,844,"*","Promoter (<=1kb)",12,112760655,112768990,8336,1,"104759","ENSMUST00000063888.4",0,"ENSMUSG00000052160","Pld4","phospholipase D family, member 4"
"2","chr4",132526456,132527343,888,"*","Distal Intergenic",4,132530555,132533488,2934,2,"11983","ENSMUST00000152993.7",6145,"ENSMUSG00000054428","Atpif1","ATPase inhibitory factor 1"
"3","chr2",166732795,166733509,715,"*","Distal Intergenic",2,166566342,166713832,147491,2,"277360","ENSMUST00000036719.11",-18963,"ENSMUSG00000039621","Prex1","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1"
"4","chr11",53783116,53783955,840,"*","Exon (ENSMUST00000153206.7/622459, exon 4 of 4)",11,53773153,53774130,978,1,"16362","ENSMUST00000153054.1",9963,"ENSMUSG00000018899","Irf1","interferon regulatory factor 1"
"5","chr18",56451399,56452314,916,"*","Intron (ENSMUST00000237355.1/107022, intron 2 of 14)",18,56469267,56492330,23064,1,"107022","ENSMUST00000237716.1",-16953,"ENSMUSG00000001700","Gramd3","GRAM domain containing 3"
"6","chr3",51518167,51519089,923,"*","3' UTR",3,51530030,51536647,6618,2,"73251","ENSMUST00000195080.1",17558,"ENSMUSG00000037111","Setd7","SET domain containing (lysine methyltransferase) 7"
"7","chr17",17293820,17294722,903,"*","Promoter (<=1kb)",17,17294443,17318104,23662,1,"100862203","ENSMUST00000186431.6",0,"ENSMUSG00000072761","Gm6712","predicted gene 6712"
"8","chr12",91668329,91669211,883,"*","Intron (ENSMUST00000052969.14/108800, intron 4 of 6)",12,91703413,91713974,10562,2,"108800","ENSMUST00000111609.2",44763,"ENSMUSG00000020961","Ston2","stonin 2"
"9","chr19",43879331,43880160,830,"*","Promoter (<=1kb)",19,43846822,43879768,32947,2,"71972","ENSMUST00000212592.1",0,"ENSMUSG00000025195","Dnmbp","dynamin binding protein"
"10","chr16",59603861,59604763,903,"*","Promoter (2-3kb)",16,59492088,59600979,108892,2,"224273","ENSMUST00000172910.2",-2882,"ENSMUSG00000022723","Crybg3","beta-gamma crystallin domain containing 3"
