"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr4",47746309,47747218,910,"*","Distal Intergenic",4,47474948,47480791,5844,1,"66212","ENSMUST00000136685.1",271361,"ENSMUSG00000053317","Sec61b","Sec61 beta subunit"
"2","chr1",36962066,36962982,917,"*","Distal Intergenic",1,36841672,36943666,101995,2,"56030","ENSMUST00000185964.2",-18400,"ENSMUSG00000026116","Tmem131","transmembrane protein 131"
"3","chr18",65304556,65305435,880,"*","Promoter (<=1kb)",18,65265529,65304456,38928,2,"225638","ENSMUST00000235298.1",-100,"ENSMUSG00000032845","Alpk2","alpha-kinase 2"
"4","chr1",183803391,183804009,619,"*","Intron (ENSMUST00000193310.1/102637191, intron 2 of 2)",1,183748977,183809746,60770,1,"102637191","ENSMUST00000193310.1",54414,"ENSMUSG00000103305","Gm34068","predicted gene, 34068"
"5","chr3",87515568,87516462,895,"*","Distal Intergenic",3,87525407,87540156,14750,1,"27049","ENSMUST00000119109.7",-8945,"ENSMUSG00000003382","Etv3","ets variant 3"
"6","chr2",151580444,151581355,912,"*","Intron (ENSMUST00000028950.8/228765, intron 1 of 8)",2,151572622,151590005,17384,1,"228765","ENSMUST00000028950.8",7822,"ENSMUSG00000027456","Sdcbp2","syndecan binding protein (syntenin) 2"
"7","chr17",5801859,5802718,860,"*","Promoter (2-3kb)",17,5799652,5802894,3243,1,"78512","ENSMUST00000181392.1",2207,"ENSMUSG00000096965","3300005D01Rik","RIKEN cDNA 3300005D01 gene"
"8","chr11",99167783,99168683,901,"*","Distal Intergenic",11,99144196,99155077,10882,2,"12775","ENSMUST00000103134.3",-12706,"ENSMUSG00000037944","Ccr7","chemokine (C-C motif) receptor 7"
"9","chr7",25385708,25386650,943,"*","Promoter (<=1kb)",7,25383153,25384926,1774,2,"16890","ENSMUST00000205923.1",-782,"ENSMUSG00000003123","Lipe","lipase, hormone sensitive"
"10","chr2",158682338,158683059,722,"*","Intron (ENSMUST00000129902.1/228852, intron 2 of 10)",2,158696135,158766334,70200,1,"228852","ENSMUST00000145073.1",-13076,"ENSMUSG00000037754","Ppp1r16b","protein phosphatase 1, regulatory subunit 16B"
"11","chr6",108658119,108658889,771,"*","Promoter (1-2kb)",6,108660629,108666925,6297,1,"20893","ENSMUST00000032194.10",-1740,"ENSMUSG00000030103","Bhlhe40","basic helix-loop-helix family, member e40"
"12","chr8",46919846,46920740,895,"*","Distal Intergenic",8,46986887,47096762,109876,1,"320981","ENSMUST00000039840.14",-66147,"ENSMUSG00000038173","Enpp6","ectonucleotide pyrophosphatase/phosphodiesterase 6"
"13","chr11",68498802,68499550,749,"*","Distal Intergenic",11,68503019,68552698,49680,1,"104709","ENSMUST00000060441.6",-3469,"ENSMUSG00000046207","Pik3r6","phosphoinositide-3-kinase regulatory subunit 5"
"14","chr1",53791261,53792111,851,"*","Exon (ENSMUST00000194911.1/ENSMUST00000194911.1, exon 1 of 1)",1,53755506,53785224,29719,2,"98267","ENSMUST00000027263.13",-6037,"ENSMUSG00000026094","Stk17b","serine/threonine kinase 17b (apoptosis-inducing)"
"15","chr11",6694960,6695864,905,"*","Distal Intergenic",11,6716001,6720037,4037,2,"626419","ENSMUST00000139769.1",24173,"ENSMUSG00000086808","Gm11981","predicted gene 11981"
"16","chr13",99210857,99211745,889,"*","Intron (ENSMUST00000056558.9/238803, intron 1 of 4)",13,99184823,99250656,65834,1,"238803","ENSMUST00000056558.9",26034,"ENSMUSG00000050919","Zfp366","zinc finger protein 366"
