"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr13",9011228,9012264,1037,"*","Intron (ENSMUST00000221672.1/ENSMUST00000221672.1, intron 2 of 2)",13,8966331,8996083,29753,2,"69237","ENSMUST00000222098.1",-15145,"ENSMUSG00000021149","Gtpbp4","GTP binding protein 4"
"2","chr7",24369584,24370480,897,"*","Promoter (<=1kb)",7,24370263,24385205,14943,1,"16534","ENSMUST00000205428.1",0,"ENSMUSG00000054342","Kcnn4","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4"
"3","chr1",51584681,51585607,927,"*","Intron (ENSMUST00000189410.1/100045066, intron 2 of 3)",1,51509505,51596718,87214,2,"100045066","ENSMUST00000189410.1",11111,"ENSMUSG00000099413","Gm17767","predicted gene, 17767"
"4","chr17",52162440,52163342,903,"*","Promoter (2-3kb)",17,52160143,52162844,2702,1,"100503190","ENSMUST00000191539.1",2297,"ENSMUSG00000100150","Gm19585","predicted gene, 19585"
"5","chr11",120353383,120354298,916,"*","Distal Intergenic",11,120348678,120351190,2513,1,"66838","ENSMUST00000143813.1",4705,"ENSMUSG00000043644","0610009L18Rik","RIKEN cDNA 0610009L18 gene"
"6","chr18",68227352,68228217,866,"*","Promoter (<=1kb)",18,68228067,68268630,40564,1,"52662","ENSMUST00000236987.1",0,"ENSMUSG00000024544","Ldlrad4","low density lipoprotein receptor class A domain containing 4"
"7","chr3",87846395,87847283,889,"*","Promoter (<=1kb)",3,87846755,87852771,6017,1,"27371","ENSMUST00000107581.8",0,"ENSMUSG00000028071","Sh2d2a","SH2 domain containing 2A"
"8","chr2",166620161,166621073,913,"*","Intron (ENSMUST00000036719.11/277360, intron 6 of 39)",2,166599678,166603087,3410,2,"277360","ENSMUST00000136564.1",-17074,"ENSMUSG00000039621","Prex1","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1"
"9","chr5",34196171,34197068,898,"*","Exon (ENSMUST00000094868.9/231125, exon 12 of 13)",5,34176579,34187720,11142,2,"17122","ENSMUST00000119171.1",-8451,"ENSMUSG00000037235","Mxd4","Max dimerization protein 4"
"10","chr10",81194038,81194920,883,"*","Promoter (<=1kb)",10,81194609,81198439,3831,1,"69678","ENSMUST00000129834.1",0,NA,"Atcayos","ataxia, cerebellar, Cayman type, opposite strand"
"11","chr2",38536138,38536973,836,"*","Intron (ENSMUST00000054234.9/59126, intron 1 of 9)",2,38514626,38560910,46285,1,"59126","ENSMUST00000156726.1",21512,"ENSMUSG00000026749","Nek6","NIMA (never in mitosis gene a)-related expressed kinase 6"
"12","chr5",37066747,37067739,993,"*","Intron (ENSMUST00000173836.7/76071, intron 1 of 2)",5,37050916,37087242,36327,1,"76071","ENSMUST00000152445.1",15831,"ENSMUSG00000063646","Jakmip1","janus kinase and microtubule interacting protein 1"
"13","chr2",158718885,158719793,909,"*","Intron (ENSMUST00000129902.1/228852, intron 3 of 10)",2,158696135,158766334,70200,1,"228852","ENSMUST00000145073.1",22750,"ENSMUSG00000037754","Ppp1r16b","protein phosphatase 1, regulatory subunit 16B"
