"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr11",105589246,105590151,906,"*","Promoter (<=1kb)",11,105589986,105776834,186849,1,"77097","ENSMUST00000168598.7",0,"ENSMUSG00000053580","Tanc2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
"2","chr3",89164421,89165308,888,"*","Promoter (<=1kb)",3,89164795,89176921,12127,1,"12748","ENSMUST00000121212.8",0,"ENSMUSG00000068917","Clk2","CDC-like kinase 2"
"3","chr1",168431975,168432867,893,"*","Promoter (<=1kb)",1,168119364,168432270,312907,2,"18514","ENSMUST00000188912.6",0,"ENSMUSG00000052534","Pbx1","pre B cell leukemia homeobox 1"
"4","chr11",115699023,115699939,917,"*","Promoter (<=1kb)",11,115644045,115699307,55263,2,"14784","ENSMUST00000106499.7",0,"ENSMUSG00000059923","Grb2","growth factor receptor bound protein 2"
"5","chr9",121297192,121298060,869,"*","Promoter (<=1kb)",9,121297502,121473617,176116,1,"67095","ENSMUST00000211301.1",0,"ENSMUSG00000032536","Trak1","trafficking protein, kinesin binding 1"
"6","chr8",121947470,121948319,850,"*","Promoter (1-2kb)",8,121949750,121997183,47434,1,"53325","ENSMUST00000172628.7",-1431,"ENSMUSG00000025316","Banp","BTG3 associated nuclear protein"
"7","chr5",116024056,116024941,886,"*","Promoter (<=1kb)",5,116013586,116024462,10877,2,"19079","ENSMUST00000031486.13",0,"ENSMUSG00000029513","Prkab1","protein kinase, AMP-activated, beta 1 non-catalytic subunit"
"8","chr17",24803868,24804770,903,"*","Promoter (<=1kb)",17,24804289,24839788,35500,1,"75178","ENSMUST00000234372.1",0,"ENSMUSG00000024155","Meiob","meiosis specific with OB domains"
"9","chr8",120487615,120488371,757,"*","Promoter (<=1kb)",8,120488447,120581390,92944,1,"382034","ENSMUST00000034279.15",-76,"ENSMUSG00000031822","Gse1","genetic suppressor element 1, coiled-coil protein"
"10","chr5",8996783,8997682,900,"*","Promoter (<=1kb)",5,8966033,8997324,31292,2,"74114","ENSMUST00000003720.4",0,"ENSMUSG00000003623","Crot","carnitine O-octanoyltransferase"
"11","chr19",24999096,24999978,883,"*","Promoter (<=1kb)",19,24999534,25202432,202899,1,"76088","ENSMUST00000025831.7",0,"ENSMUSG00000052085","Dock8","dedicator of cytokinesis 8"
"12","chr17",13759920,13760849,930,"*","Promoter (<=1kb)",17,13760539,13810518,49980,1,"17356","ENSMUST00000139347.7",0,"ENSMUSG00000068036","Afdn","afadin, adherens junction formation factor"
"13","chr6",82774170,82775041,872,"*","Promoter (<=1kb)",6,82725025,82774454,49430,2,"15277","ENSMUST00000000642.10",0,"ENSMUSG00000000628","Hk2","hexokinase 2"
"14","chr8",122678160,122678973,814,"*","Promoter (<=1kb)",8,122629938,122678175,48238,2,"12398","ENSMUST00000064674.12",0,"ENSMUSG00000006362","Cbfa2t3","CBFA2/RUNX1 translocation partner 3"
"15","chr5",65107148,65107950,803,"*","Promoter (<=1kb)",5,65107539,65168106,60568,1,"71778","ENSMUST00000204097.2",0,"ENSMUSG00000054920","Klhl5","kelch-like 5"
"16","chr2",104816516,104817412,897,"*","Promoter (<=1kb)",2,104754795,104816696,61902,2,"99003","ENSMUST00000117237.1",0,"ENSMUSG00000074994","Qser1","glutamine and serine rich 1"
"17","chr3",95995556,95996473,918,"*","Promoter (<=1kb)",3,95988429,95996001,7573,2,"67220","ENSMUST00000015889.9",0,"ENSMUSG00000015745","Plekho1","pleckstrin homology domain containing, family O member 1"
"18","chr15",84680592,84681448,857,"*","Promoter (<=1kb)",15,84681002,84703672,22671,1,"109270","ENSMUST00000065499.4",0,"ENSMUSG00000036106","Prr5","proline rich 5 (renal)"
"19","chr5",77265079,77265814,736,"*","Promoter (<=1kb)",5,77265491,77286432,20942,1,"19712","ENSMUST00000080359.11",0,"ENSMUSG00000029249","Rest","RE1-silencing transcription factor"
"20","chr15",81693785,81694639,855,"*","Promoter (<=1kb)",15,81678296,81694028,15733,2,"214685","ENSMUST00000173598.7",0,"ENSMUSG00000063765","Chadl","chondroadherin-like"
"21","chr1",179667801,179668699,899,"*","Promoter (<=1kb)",1,179668210,179687189,18980,1,"109232","ENSMUST00000040538.9",0,"ENSMUSG00000038936","Sccpdh","saccharopine dehydrogenase (putative)"
"22","chr9",107709490,107710422,933,"*","Promoter (<=1kb)",9,107683122,107710019,26898,2,"20350","ENSMUST00000194039.5",0,"ENSMUSG00000034684","Sema3f","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F"
"23","chr2",157366755,157367244,490,"*","Promoter (<=1kb)",2,157367594,157396763,29170,1,"69161","ENSMUST00000081202.5",-350,"ENSMUSG00000063019","Manbal","mannosidase, beta A, lysosomal-like"
