"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr4",149542907,149543788,882,"*","Promoter (1-2kb)",4,149545117,149564508,19392,1,"67087","ENSMUST00000105692.1",-1329,"ENSMUSG00000028988","Ctnnbip1","catenin beta interacting protein 1"
"2","chr11",115658276,115659148,873,"*","Intron (ENSMUST00000106499.7/14784, intron 1 of 3)",11,115614184,115628295,14112,2,"67283","ENSMUST00000178003.7",-29981,"ENSMUSG00000020744","Slc25a19","solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19"
"3","chr2",32319917,32320768,852,"*","Promoter (<=1kb)",2,32308497,32320581,12085,2,"13429","ENSMUST00000129156.4",0,"ENSMUSG00000026825","Dnm1","dynamin 1"
"4","chr10",75257947,75258881,935,"*","Promoter (2-3kb)",10,75260967,75270358,9392,1,"74392","ENSMUST00000219430.1",-2086,"ENSMUSG00000033444","Specc1l","sperm antigen with calponin homology and coiled-coil domains 1-like"
"5","chr6",85153692,85154553,862,"*","Exon (ENSMUST00000187705.1/ENSMUST00000187705.1, exon 1 of 1)",6,85133678,85137766,4089,2,"20751","ENSMUST00000045986.7",-15926,"ENSMUSG00000033735","Spr","sepiapterin reductase"
"6","chr11",105448697,105449494,798,"*","Intron (ENSMUST00000138977.7/632687, intron 3 of 11)",11,105360798,105455294,94497,2,"632687","ENSMUST00000138977.7",5800,"ENSMUSG00000078627","Marchf10","membrane associated ring-CH-type finger 10"
"7","chr8",110217395,110218311,917,"*","Promoter (<=1kb)",8,110217989,110224486,6498,1,"234728","ENSMUST00000056972.5",0,"ENSMUSG00000046441","Cmtr2","cap methyltransferase 2"
"8","chr5",53809169,53810091,923,"*","Promoter (<=1kb)",5,53809606,53846273,36668,1,"67249","ENSMUST00000202528.3",0,"ENSMUSG00000039178","Tbc1d19","TBC1 domain family, member 19"
"9","chr13",12519839,12520679,841,"*","Promoter (<=1kb)",13,12472632,12520438,47807,2,"171211","ENSMUST00000179308.2",0,"ENSMUSG00000095105","Edaradd","EDAR (ectodysplasin-A receptor)-associated death domain"
"10","chr18",84245635,84246488,854,"*","Intron (ENSMUST00000125450.8/240476, intron 2 of 2)",18,84088671,84096088,7418,1,"225791","ENSMUST00000235383.1",156964,"ENSMUSG00000049090","Zadh2","zinc binding alcohol dehydrogenase, domain containing 2"
"11","chr2",152088724,152089685,962,"*","Intron (ENSMUST00000064061.3/545474, intron 1 of 1)",2,152081529,152095802,14274,1,"545474","ENSMUST00000064061.3",7195,"ENSMUSG00000060257","Scrt2","scratch family zinc finger 2"
"12","chr4",40840227,40841093,867,"*","Intron (ENSMUST00000030121.12/14595, intron 1 of 5)",4,40850056,40850138,83,2,"100628614","ENSMUST00000177794.1",9045,"ENSMUSG00000096377","Mir5123","microRNA 5123"
"13","chr10",111619567,111620488,922,"*","Distal Intergenic",10,111586719,111594273,7555,2,"71321","ENSMUST00000181547.1",-25294,"ENSMUSG00000097082","4933440J02Rik","RIKEN cDNA 4933440J02 gene"
