"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr11",117071896,117072792,897,"*","Distal Intergenic",11,117076008,117078955,2948,1,"76972","ENSMUST00000232695.1",-3216,"ENSMUSG00000086859","Snhg20","small nucleolar RNA host gene 20"
"2","chr13",55211170,55212058,889,"*","Promoter (<=1kb)",13,55211541,55215167,3627,1,"18193","ENSMUST00000224338.1",0,"ENSMUSG00000021488","Nsd1","nuclear receptor-binding SET-domain protein 1"
"3","chr1",52630330,52631255,926,"*","Promoter (<=1kb)",1,52630703,52651919,21217,1,"227094","ENSMUST00000165859.7",0,"ENSMUSG00000043015","Nemp2","nuclear envelope integral membrane protein 2"
"4","chr17",44261514,44262391,878,"*","Intron (ENSMUST00000024755.6/224796, intron 4 of 5)",17,44237106,44251719,14614,1,"224796","ENSMUST00000233193.1",24408,"ENSMUSG00000023959","Clic5","chloride intracellular channel 5"
"5","chr12",78298896,78299754,859,"*","Intron (ENSMUST00000052472.5/268566, intron 1 of 23)",12,78226653,78684767,458115,1,"268566","ENSMUST00000110388.9",72243,"ENSMUSG00000047454","Gphn","gephyrin"
"6","chr6",125161816,125162587,772,"*","Promoter (<=1kb)",6,125161853,125162527,675,2,"14433","ENSMUST00000147954.1",0,"ENSMUSG00000057666","Gapdh","glyceraldehyde-3-phosphate dehydrogenase"
"7","chr19",32112072,32112890,819,"*","Distal Intergenic",19,32014406,32108211,93806,2,"54447","ENSMUST00000235273.1",-3861,"ENSMUSG00000024887","Asah2","N-acylsphingosine amidohydrolase 2"
"8","chr10",42696733,42697613,881,"*","Exon (ENSMUST00000154048.1/14628, exon 4 of 4)",10,42678966,42699991,21026,1,"14628","ENSMUST00000154048.1",17767,"ENSMUSG00000038280","Ostm1","osteopetrosis associated transmembrane protein 1"
"9","chr7",79715345,79716208,864,"*","Promoter (<=1kb)",7,79698098,79715720,17623,2,"16576","ENSMUST00000183846.7",0,"ENSMUSG00000050382","Kif7","kinesin family member 7"
"10","chr5",120648484,120649402,919,"*","Promoter (<=1kb)",5,120648812,120654902,6091,1,"19415","ENSMUST00000125804.7",0,"ENSMUSG00000029602","Rasal1","RAS protein activator like 1 (GAP1 like)"
"11","chr4",120104417,120105289,873,"*","Intron (ENSMUST00000106307.8/16656, intron 5 of 8)",4,120094489,120134557,40069,1,"16656","ENSMUST00000166542.2",9928,"ENSMUSG00000028634","Hivep3","human immunodeficiency virus type I enhancer binding protein 3"
"12","chr15",79028003,79028888,886,"*","Promoter (<=1kb)",15,79028450,79030504,2055,1,"14958","ENSMUST00000180086.2",0,"ENSMUSG00000096210","H1f0","H1.0 linker histone"
"13","chr2",152368535,152369428,894,"*","3' UTR",2,152368755,152376638,7884,2,"228777","ENSMUST00000079278.4",7210,"ENSMUSG00000059361","Nrsn2","neurensin 2"
"14","chr5",43841064,43841893,830,"*","Intron (ENSMUST00000101237.7/12182, intron 8 of 8)",5,43837114,43842410,5297,1,"12182","ENSMUST00000125838.2",3950,"ENSMUSG00000029082","Bst1","bone marrow stromal cell antigen 1"
"15","chr14",8355653,8356456,804,"*","Intron (ENSMUST00000022269.6/18300, intron 6 of 9)",14,8367440,8371010,3571,1,"102632156","ENSMUST00000225127.1",-10984,NA,"2610318M16Rik","RIKEN cDNA 2610318M16 gene"
"16","chr11",69118508,69119266,759,"*","Promoter (1-2kb)",11,69120404,69124055,3652,1,"84653","ENSMUST00000024543.2",-1138,"ENSMUSG00000023781","Hes7","hes family bHLH transcription factor 7"
"17","chr12",35294401,35295315,915,"*","Distal Intergenic",12,35194811,35194897,87,2,"751520","ENSMUST00000102298.1",-99504,"ENSMUSG00000076253","Mir680-3","microRNA 680-3"
"18","chr9",63108933,63109840,908,"*","Distal Intergenic",9,63138176,63146980,8805,2,"207667","ENSMUST00000055281.7",37140,"ENSMUSG00000022245","Skor1","SKI family transcriptional corepressor 1"
