"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr9",114815017,114815929,913,"*","Intron (ENSMUST00000047013.3/70031, intron 1 of 3)",9,114795879,114844101,48223,2,"70031","ENSMUST00000213264.1",28172,"ENSMUSG00000041012","Cmtm8","CKLF-like MARVEL transmembrane domain containing 8"
"2","chr4",118465403,118466302,900,"*","Distal Intergenic",4,118442415,118457513,15099,2,"17480","ENSMUST00000102671.9",-7890,"ENSMUSG00000006389","Mpl","myeloproliferative leukemia virus oncogene"
"3","chr2",158207579,158208459,881,"*","Exon (ENSMUST00000103121.9/228846, exon 8 of 16)",2,158192008,158195749,3742,1,"73399","ENSMUST00000109506.2",15571,"ENSMUSG00000078957","1700060C20Rik","RIKEN cDNA 1700060C20 gene"
"4","chr11",20204072,20204969,898,"*","Promoter (2-3kb)",11,20201609,20223572,21964,1,"19324","ENSMUST00000152728.1",2463,"ENSMUSG00000020149","Rab1a","RAB1A, member RAS oncogene family"
"5","chr13",114387520,114388372,853,"*","Promoter (<=1kb)",13,114287795,114388258,100464,2,"17993","ENSMUST00000022286.7",0,"ENSMUSG00000021764","Ndufs4","NADH:ubiquinone oxidoreductase core subunit S4"
"6","chr17",25985308,25986212,905,"*","Promoter (<=1kb)",17,25958364,25985706,27343,2,"50817","ENSMUST00000212735.1",0,"ENSMUSG00000037326","Capn15","calpain 15"
"7","chr3",90433167,90434060,894,"*","Promoter (<=1kb)",3,90391388,90433303,41916,2,"229543","ENSMUST00000071488.7",0,"ENSMUSG00000027933","Ints3","integrator complex subunit 3"
"8","chr5",33640404,33641261,858,"*","Promoter (<=1kb)",5,33640386,33642162,1777,2,"20492","ENSMUST00000146889.1",901,"ENSMUSG00000004642","Slbp","stem-loop binding protein"
"9","chr19",29707816,29708677,862,"*","3' UTR",19,29697934,29708426,10493,1,"77836","ENSMUST00000235954.1",9882,"ENSMUSG00000024806","Mlana","melan-A"
"10","chr2",31141577,31142477,901,"*","Promoter (<=1kb)",2,31026206,31141802,115597,2,"14269","ENSMUST00000073879.11",0,"ENSMUSG00000075415","Fnbp1","formin binding protein 1"
"11","chr13",119601627,119602428,802,"*","Intron (ENSMUST00000223912.1/633640, intron 1 of 2)",13,119606650,119610458,3809,1,"633640","ENSMUST00000178948.1",-4222,"ENSMUSG00000074634","Tmem267","transmembrane protein 267"
"12","chr4",149103732,149104620,889,"*","Promoter (<=1kb)",4,149104146,149118870,14725,1,"13347","ENSMUST00000103216.9",0,"ENSMUSG00000028974","Dffa","DNA fragmentation factor, alpha subunit"
"13","chr11",73223714,73224609,896,"*","3' UTR",11,73234292,73261239,26948,1,"193034","ENSMUST00000102526.8",-9683,"ENSMUSG00000005952","Trpv1","transient receptor potential cation channel, subfamily V, member 1"
"14","chr4",132513258,132514000,743,"*","Promoter (2-3kb)",4,132492032,132510501,18470,2,"230784","ENSMUST00000030724.8",-2757,"ENSMUSG00000028893","Sesn2","sestrin 2"
"15","chr3",104967633,104968545,913,"*","Distal Intergenic",3,104945272,104961921,16650,2,"22414","ENSMUST00000029429.5",-5712,"ENSMUSG00000027840","Wnt2b","wingless-type MMTV integration site family, member 2B"
"16","chr3",27584317,27585195,879,"*","Promoter (<=1kb)",3,27584900,27584995,96,2,"100526525","ENSMUST00000174954.1",0,"ENSMUSG00000092695","Mir3092","microRNA 3092"
"17","chr15",54929104,54930065,962,"*","Intron (ENSMUST00000226339.1/18606, intron 1 of 2)",15,54897737,54922613,24877,2,"18606","ENSMUST00000228222.1",-6491,"ENSMUSG00000022425","Enpp2","ectonucleotide pyrophosphatase/phosphodiesterase 2"
"18","chr9",40607702,40608595,894,"*","Exon (ENSMUST00000216936.1/ENSMUST00000216936.1, exon 4 of 4)",9,40293239,40531383,238145,2,"235283","ENSMUST00000119373.8",-76319,"ENSMUSG00000040111","Gramd1b","GRAM domain containing 1B"
"19","chr2",154548514,154549281,768,"*","Promoter (<=1kb)",2,154548888,154550003,1116,1,"75480","ENSMUST00000045116.10",0,"ENSMUSG00000038523","1700003F12Rik","RIKEN cDNA 1700003F12 gene"
"20","chr11",61665760,61666742,983,"*","Promoter (2-3kb)",11,61669046,61669880,835,1,"71520","ENSMUST00000155380.1",-2304,"ENSMUSG00000004837","Grap","GRB2-related adaptor protein"
"21","chr9",41178770,41179659,890,"*","Intron (ENSMUST00000215869.1/ENSMUST00000215869.1, intron 6 of 7)",9,41192446,41217990,25545,1,"78500","ENSMUST00000213914.1",-12787,"ENSMUSG00000100837","1700063D05Rik","RIKEN cDNA 1700063D05 gene"
"22","chr13",43554447,43555373,927,"*","Exon (ENSMUST00000021800.5/76137, exon 2 of 9)",13,43538393,43560161,21769,2,"76137","ENSMUST00000021800.5",4788,"ENSMUSG00000021371","Mcur1","mitochondrial calcium uniporter regulator 1"
"23","chr11",94129387,94130288,902,"*","Distal Intergenic",11,94082788,94126085,43298,1,"70834","ENSMUST00000153076.1",46599,"ENSMUSG00000020859","Spag9","sperm associated antigen 9"
"24","chr6",5255767,5256586,820,"*","Promoter (<=1kb)",6,5220852,5256233,35382,2,"269823","ENSMUST00000129344.7",0,"ENSMUSG00000029759","Pon3","paraoxonase 3"
