"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr17",45488341,45489303,963,"*","Distal Intergenic",17,45440578,45475415,34838,2,"71020","ENSMUST00000233323.1",-12926,"ENSMUSG00000023935","Spats1","spermatogenesis associated, serine-rich 1"
"2","chr6",120579775,120580633,859,"*","Exon (ENSMUST00000204159.1/ENSMUST00000204159.1, exon 1 of 1)",6,120554796,120562879,8084,1,"73505","ENSMUST00000204672.1",24979,NA,"1700072O05Rik","RIKEN cDNA 1700072O05 gene"
"3","chr13",28417396,28418181,786,"*","Exon (ENSMUST00000221933.1/ENSMUST00000221933.1, exon 2 of 2)",13,28460778,28480841,20064,2,"72518","ENSMUST00000122881.6",62660,NA,"2610307P16Rik","RIKEN cDNA 2610307P16 gene"
"4","chr12",4132860,4133782,923,"*","Promoter (<=1kb)",12,4133103,4213525,80423,1,"104111","ENSMUST00000152792.7",0,"ENSMUSG00000020654","Adcy3","adenylate cyclase 3"
"5","chr9",57420970,57421798,829,"*","Promoter (<=1kb)",9,57412668,57421347,8680,2,"66812","ENSMUST00000213479.1",0,"ENSMUSG00000063849","Ppcdc","phosphopantothenoylcysteine decarboxylase"
"6","chr2",27121779,27122674,896,"*","Intron (ENSMUST00000151224.2/109349, intron 1 of 2)",2,27104663,27108981,4319,1,"77794","ENSMUST00000139633.1",17116,"ENSMUSG00000036040","Adamtsl2","ADAMTS-like 2"
"7","chr8",86707632,86708487,856,"*","Intron (ENSMUST00000034141.15/66887, intron 11 of 14)",8,86745453,86748655,3203,1,"666945","ENSMUST00000238340.1",-36966,NA,"Gm10638","predicted gene 10638"
"8","chr1",164457858,164458709,852,"*","Promoter (<=1kb)",1,164437109,164458355,21247,2,"11931","ENSMUST00000027863.12",0,"ENSMUSG00000026576","Atp1b1","ATPase, Na+/K+ transporting, beta 1 polypeptide"
"9","chr5",107717688,107718517,830,"*","3' UTR",5,107716657,107724343,7687,2,"14581","ENSMUST00000031205.15",5826,"ENSMUSG00000029275","Gfi1","growth factor independent 1 transcription repressor"
"10","chr4",149854066,149854919,854,"*","Distal Intergenic",4,149898214,149907289,9076,2,"74646","ENSMUST00000105684.1",52370,"ENSMUSG00000039911","Spsb1","splA/ryanodine receptor domain and SOCS box containing 1"
"11","chr5",65928907,65929811,905,"*","Distal Intergenic",5,65934921,65969160,34240,1,"231252","ENSMUST00000202957.1",-5110,"ENSMUSG00000029205","Chrna9","cholinergic receptor, nicotinic, alpha polypeptide 9"
"12","chr17",86300856,86301641,786,"*","Intron (ENSMUST00000097275.8/18754, intron 1 of 14)",17,86285164,86287178,2015,2,"72104","ENSMUST00000191222.1",-13678,"ENSMUSG00000100738","2010106C02Rik","RIKEN cDNA 2010106C02 gene"
"13","chr9",107935665,107936517,853,"*","Promoter (<=1kb)",9,107935674,107949691,14018,1,"235604","ENSMUST00000035700.13",0,"ENSMUSG00000032936","Camkv","CaM kinase-like vesicle-associated"
"14","chr2",103682113,103682898,786,"*","Intron (ENSMUST00000076212.3/99382, intron 2 of 16)",2,103715035,103717217,2183,1,"99382","ENSMUST00000138580.1",-32137,"ENSMUSG00000032724","Abtb2","ankyrin repeat and BTB (POZ) domain containing 2"
"15","chr4",140944768,140945637,870,"*","Promoter (<=1kb)",4,140946412,140949735,3324,1,"18600","ENSMUST00000130958.1",-775,"ENSMUSG00000028927","Padi2","peptidyl arginine deiminase, type II"
"16","chr5",148976263,148977408,1146,"*","Intron (ENSMUST00000147473.5/231912, intron 2 of 6)",5,148893775,148995147,101373,2,"231912","ENSMUST00000147473.5",17739,"ENSMUSG00000041298","Katnal1","katanin p60 subunit A-like 1"
"17","chr5",149367869,149368749,881,"*","Promoter (<=1kb)",5,149368476,149430682,62207,1,"70717","ENSMUST00000201641.1",0,"ENSMUSG00000029659","Medag","mesenteric estrogen dependent adipogenesis"
"18","chr5",113832289,113833192,904,"*","Promoter (<=1kb)",5,113820106,113832644,12539,2,"20345","ENSMUST00000199109.1",0,"ENSMUSG00000048163","Selplg","selectin, platelet (p-selectin) ligand"
"19","chr4",40875501,40876239,739,"*","Distal Intergenic",4,40809154,40854005,44852,2,"14595","ENSMUST00000108096.2",-21496,"ENSMUSG00000028413","B4galt1","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"
"20","chr4",106560563,106561467,905,"*","Promoter (<=1kb)",4,106561038,106589113,28076,1,"74754","ENSMUST00000047973.3",0,"ENSMUSG00000034926","Dhcr24","24-dehydrocholesterol reductase"
"21","chr5",124034174,124034994,821,"*","Promoter (1-2kb)",5,124004641,124032270,27630,2,"330192","ENSMUST00000040967.8",-1904,"ENSMUSG00000066278","Vps37b","vacuolar protein sorting 37B"
"22","chr2",158718885,158719793,909,"*","Intron (ENSMUST00000129902.1/228852, intron 3 of 10)",2,158696135,158766334,70200,1,"228852","ENSMUST00000145073.1",22750,"ENSMUSG00000037754","Ppp1r16b","protein phosphatase 1, regulatory subunit 16B"
