"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr16",92465830,92466723,894,"*","Promoter (<=1kb)",16,92391953,92466146,74194,2,"54720","ENSMUST00000060005.14",0,"ENSMUSG00000022951","Rcan1","regulator of calcineurin 1"
"2","chr7",58686363,58687261,899,"*","Intron (ENSMUST00000168747.2/11982, intron 1 of 20)",7,58658246,58829420,171175,1,"11982","ENSMUST00000168747.2",28117,"ENSMUSG00000025324","Atp10a","ATPase, class V, type 10A"
"3","chr6",50291460,50292361,902,"*","Distal Intergenic",6,50295183,50300354,5172,2,"71720","ENSMUST00000141466.1",7993,"ENSMUSG00000029822","Osbpl3","oxysterol binding protein-like 3"
"4","chr5",20968807,20969644,838,"*","Distal Intergenic",5,20895591,20956398,60808,2,"242860","ENSMUST00000196780.4",-12409,"ENSMUSG00000039968","Rsbn1l","round spermatid basic protein 1-like"
"5","chr17",27242125,27243020,896,"*","Promoter (<=1kb)",17,27235075,27242659,7585,2,"319720","ENSMUST00000235429.1",0,"ENSMUSG00000117916","9630028I04Rik","RIKEN cDNA 9630028I04 gene"
"6","chr5",36397685,36398560,876,"*","Promoter (<=1kb)",5,36017180,36398124,380945,2,"81840","ENSMUST00000037370.13",0,"ENSMUSG00000029093","Sorcs2","sortilin-related VPS10 domain containing receptor 2"
"7","chr10",117595553,117596422,870,"*","Exon (ENSMUST00000179040.1/ENSMUST00000179040.1, exon 1 of 1)",10,117629500,117635373,5874,1,"70574","ENSMUST00000138020.7",-33078,"ENSMUSG00000020183","Cpm","carboxypeptidase M"
"8","chr8",68734701,68735581,881,"*","Promoter (<=1kb)",8,68356781,68735146,378366,2,"234356","ENSMUST00000078350.12",0,"ENSMUSG00000036356","Csgalnact1","chondroitin sulfate N-acetylgalactosaminyltransferase 1"
"9","chr6",88893338,88894076,739,"*","Promoter (<=1kb)",6,88893169,88893727,559,2,"17216","ENSMUST00000203172.1",0,"ENSMUSG00000002870","Mcm2","minichromosome maintenance complex component 2"
"10","chr6",30300343,30301149,807,"*","Intron (ENSMUST00000102993.9/22214, intron 1 of 6)",6,30214861,30304522,89662,2,"22214","ENSMUST00000094543.2",3373,"ENSMUSG00000039159","Ube2h","ubiquitin-conjugating enzyme E2H"
"11","chr16",97851119,97852065,947,"*","Promoter (<=1kb)",16,97791467,97851227,59761,2,"114604","ENSMUST00000095849.9",0,"ENSMUSG00000014039","Prdm15","PR domain containing 15"
"12","chr10",85354000,85354921,922,"*","Distal Intergenic",10,85386814,85660292,273479,1,"74007","ENSMUST00000105307.7",-31893,"ENSMUSG00000020042","Btbd11","BTB (POZ) domain containing 11"
"13","chr6",52316436,52317343,908,"*","Promoter (1-2kb)",6,52308389,52314832,6444,2,"70593","ENSMUST00000125305.1",-1604,"ENSMUSG00000086126","Evx1os","even skipped homeotic gene 1, opposite strand"
"14","chr11",77629342,77630014,673,"*","Distal Intergenic",11,77529162,77607815,78654,2,"216965","ENSMUST00000058496.7",-21527,"ENSMUSG00000017291","Taok1","TAO kinase 1"
"15","chr10",99428200,99429027,828,"*","Distal Intergenic",10,99265641,99266799,1159,1,"67603","ENSMUST00000220218.1",162559,"ENSMUSG00000019960","Dusp6","dual specificity phosphatase 6"
"16","chr5",54024320,54025086,767,"*","Intron (ENSMUST00000117661.8/116873, intron 1 of 11)",5,53998565,54121057,122493,1,"116873","ENSMUST00000201469.3",25755,"ENSMUSG00000039156","Stim2","stromal interaction molecule 2"
"17","chr7",29511754,29512660,907,"*","Intron (ENSMUST00000181975.7/74206, intron 1 of 3)",7,29400762,29518612,117851,2,"74206","ENSMUST00000181975.7",5952,"ENSMUSG00000030583","Sipa1l3","signal-induced proliferation-associated 1 like 3"
"18","chr3",36059832,36060743,912,"*","Distal Intergenic",3,36065979,36092853,26875,1,"229211","ENSMUST00000011492.14",-5236,"ENSMUSG00000027710","Acad9","acyl-Coenzyme A dehydrogenase family, member 9"
"19","chr12",25100758,25101604,847,"*","Distal Intergenic",12,25093799,25097140,3342,2,"15902","ENSMUST00000221761.1",-3618,"ENSMUSG00000020644","Id2","inhibitor of DNA binding 2"
"20","chr11",99023840,99024754,915,"*","Promoter (<=1kb)",11,98992943,99024189,31247,2,"21973","ENSMUST00000068031.7",0,"ENSMUSG00000020914","Top2a","topoisomerase (DNA) II alpha"
"21","chr8",71521387,71522283,897,"*","Exon (ENSMUST00000207913.1/619297, exon 3 of 4)",8,71520120,71525711,5592,2,"619297","ENSMUST00000207913.1",3428,"ENSMUSG00000108900","Ccdc194","coiled-coil domain containing 194"
"22","chr17",84465757,84466659,903,"*","Promoter (<=1kb)",17,84190076,84466116,276041,2,"240174","ENSMUST00000047524.9",0,"ENSMUSG00000024251","Thada","thyroid adenoma associated"
"23","chr10",3531106,3531950,845,"*","Distal Intergenic",10,3540240,3554877,14638,1,"70337","ENSMUST00000019896.4",-8290,"ENSMUSG00000019762","Iyd","iodotyrosine deiodinase"
"24","chr11",83926769,83927540,772,"*","Distal Intergenic",11,83942062,83963088,21027,1,"78394","ENSMUST00000049257.7",-14522,"ENSMUSG00000020677","Ddx52","DExD box helicase 52"
"25","chr19",56739837,56740683,847,"*","Distal Intergenic",19,56722199,56725150,2952,1,"11554","ENSMUST00000038949.5",17638,"ENSMUSG00000035283","Adrb1","adrenergic receptor, beta 1"
"26","chr7",96801297,96801974,678,"*","Promoter (<=1kb)",7,96791433,96801549,10117,2,"791381","ENSMUST00000155101.1",0,"ENSMUSG00000053049","Gm15413","predicted gene 15413"
"27","chr18",60489873,60490843,971,"*","Intron (ENSMUST00000042710.7/106878, intron 1 of 1)",18,60474191,60501987,27797,2,"106878","ENSMUST00000042710.7",11144,"ENSMUSG00000038059","Smim3","small integral membrane protein 3"
"28","chr10",19521991,19522866,876,"*","Exon (ENSMUST00000215700.1/ENSMUST00000215700.1, exon 1 of 1)",10,19494643,19507167,12525,1,"102635880","ENSMUST00000216664.1",27348,"ENSMUSG00000110902","Gm33104","predicted gene, 33104"
"29","chr13",22021987,22022888,902,"*","Distal Intergenic",13,22007232,22009742,2511,2,"54373","ENSMUST00000130585.1",-12245,"ENSMUSG00000006179","Prss16","protease, serine 16 (thymus)"
"30","chr11",87010245,87011156,912,"*","Distal Intergenic",11,86936425,86993707,57283,2,"77864","ENSMUST00000018571.4",-16538,"ENSMUSG00000018427","Ypel2","yippee like 2"
"31","chr12",111690991,111691886,896,"*","Distal Intergenic",12,111678116,111678908,793,1,"328162","ENSMUST00000222737.1",12875,"ENSMUSG00000060950","Trmt61a","tRNA methyltransferase 61A"
"32","chr1",151344002,151344861,860,"*","Promoter (<=1kb)",1,151344477,151364422,19946,1,"117198","ENSMUST00000023918.12",0,"ENSMUSG00000023150","Ivns1abp","influenza virus NS1A binding protein"
"33","chr11",59787134,59787985,852,"*","Promoter (<=1kb)",11,59783897,59787645,3749,2,"194908","ENSMUST00000051493.7",0,"ENSMUSG00000043648","Pld6","phospholipase D family, member 6"
