"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr4",155492195,155492942,748,"*","Promoter (<=1kb)",4,155492909,155543087,50179,1,"14688","ENSMUST00000176411.7",0,"ENSMUSG00000029064","Gnb1","guanine nucleotide binding protein (G protein), beta 1"
"2","chr7",104205912,104206835,924,"*","5' UTR",7,104218793,104227733,8941,1,"94088","ENSMUST00000144538.1",-11958,"ENSMUSG00000072244","Trim6","tripartite motif-containing 6"
"3","chr4",15288517,15289399,883,"*","Distal Intergenic",4,15265831,15286753,20923,1,"100201","ENSMUST00000062684.8",22686,"ENSMUSG00000043252","Tmem64","transmembrane protein 64"
"4","chr7",133707057,133707802,746,"*","Promoter (1-2kb)",7,133686356,133708958,22603,2,"22276","ENSMUST00000106146.7",1156,"ENSMUSG00000030979","Uros","uroporphyrinogen III synthase"
"5","chr8",76898765,76899642,878,"*","Promoter (<=1kb)",8,76899442,76908413,8972,1,"110784","ENSMUST00000143284.1",0,"ENSMUSG00000031618","Nr3c2","nuclear receptor subfamily 3, group C, member 2"
"6","chr4",83233921,83234763,843,"*","Promoter (<=1kb)",4,83226419,83233170,6752,2,"69863","ENSMUST00000143362.1",-751,"ENSMUSG00000038172","Ttc39b","tetratricopeptide repeat domain 39B"
"7","chr1",40847266,40848162,897,"*","Intron (ENSMUST00000114765.3/381339, intron 4 of 4)",1,40805601,40856887,51287,1,"381339","ENSMUST00000114765.3",41665,"ENSMUSG00000079588","Tmem182","transmembrane protein 182"
"8","chr11",94086696,94087592,897,"*","Intron (ENSMUST00000041956.13/70834, intron 12 of 28)",11,94082788,94126085,43298,1,"70834","ENSMUST00000153076.1",3908,"ENSMUSG00000020859","Spag9","sperm associated antigen 9"
"9","chr1",64197548,64198189,642,"*","Intron (ENSMUST00000190863.1/ENSMUST00000190863.1, intron 1 of 1)",1,64079103,64122282,43180,2,"93691","ENSMUST00000135075.1",-75266,"ENSMUSG00000025959","Klf7","Kruppel-like factor 7 (ubiquitous)"
"10","chr2",160175966,160176754,789,"*","Distal Intergenic",2,160311393,160313616,2224,2,"329554","ENSMUST00000109475.2",136862,"ENSMUSG00000074623","Gm826","predicted gene 826"
"11","chr10",79994216,79995118,903,"*","Promoter (1-2kb)",10,79996494,80015572,19079,1,"27403","ENSMUST00000132517.7",-1376,"ENSMUSG00000035722","Abca7","ATP-binding cassette, sub-family A (ABC1), member 7"
"12","chr10",80248791,80249703,913,"*","Promoter (<=1kb)",10,80249121,80256793,7673,1,"75406","ENSMUST00000105364.7",0,"ENSMUSG00000020153","Ndufs7","NADH:ubiquinone oxidoreductase core subunit S7"
"13","chr14",32121557,32122570,1014,"*","Distal Intergenic",14,32142023,32158367,16345,1,"17695","ENSMUST00000022464.13",-19453,"ENSMUSG00000021907","Msmb","beta-microseminoprotein"
"14","chr13",97440824,97441680,857,"*","Intron (ENSMUST00000109431.9/100039691, intron 1 of 1)",13,97434970,97497007,62038,1,"100039691","ENSMUST00000109431.9",5854,"ENSMUSG00000078952","Lncenc1","long non-coding RNA, embryonic stem cells expressed 1"
"15","chr1",16519719,16520291,573,"*","Promoter (<=1kb)",1,16228816,16520112,291297,2,"29819","ENSMUST00000162435.7",0,"ENSMUSG00000025920","Stau2","staufen double-stranded RNA binding protein 2"
"16","chr10",126918798,126919704,907,"*","Distal Intergenic",10,126868427,126901355,32929,2,"68876","ENSMUST00000026504.12",-17443,"ENSMUSG00000025436","Atp23","ATP23 metallopeptidase and ATP synthase assembly factor homolog"
"17","chr11",77214169,77215129,961,"*","Promoter (1-2kb)",11,77216287,77393153,176867,1,"237860","ENSMUST00000156488.7",-1158,"ENSMUSG00000037926","Ssh2","slingshot protein phosphatase 2"
"18","chr9",106260756,106261651,896,"*","Distal Intergenic",9,106233458,106248654,15197,2,"11655","ENSMUST00000141118.8",-12102,"ENSMUSG00000032786","Alas1","aminolevulinic acid synthase 1"
"19","chr7",30973530,30974463,934,"*","Promoter (<=1kb)",7,30973804,30989720,15917,1,"76415","ENSMUST00000129773.1",0,"ENSMUSG00000046826","Fam187b","family with sequence similarity 187, member B"
"20","chr17",47507702,47508607,906,"*","Promoter (2-3kb)",17,47505241,47598649,93409,1,"12445","ENSMUST00000182506.7",2461,"ENSMUSG00000034165","Ccnd3","cyclin D3"
"21","chr18",73541633,73542502,870,"*","Distal Intergenic",18,73573044,73592575,19532,1,"240396","ENSMUST00000091852.4",-30542,"ENSMUSG00000037253","Mex3c","mex3 RNA binding family member C"
"22","chr19",33366348,33367229,882,"*","Intron (ENSMUST00000096114.12/67795, intron 4 of 6)",19,33137747,33392265,254519,2,"67795","ENSMUST00000096114.12",25036,"ENSMUSG00000071573","Rnls","renalase, FAD-dependent amine oxidase"
"23","chr16",26041091,26041973,883,"*","Exon (ENSMUST00000159040.2/ENSMUST00000159040.2, exon 1 of 4)",16,25997161,26014593,17433,2,"210530","ENSMUST00000159161.1",-26498,"ENSMUSG00000038168","P3h2","prolyl 3-hydroxylase 2"
"24","chr7",79246039,79246938,900,"*","Distal Intergenic",7,79273199,79365508,92310,1,"54608","ENSMUST00000037315.12",-26261,"ENSMUSG00000039202","Abhd2","abhydrolase domain containing 2"
"25","chr2",170116479,170117328,850,"*","Intron (ENSMUST00000063710.12/228913, intron 2 of 5)",2,170108643,170131220,22578,2,"228913","ENSMUST00000063710.12",13892,"ENSMUSG00000052056","Zfp217","zinc finger protein 217"
"26","chr7",64037602,64038465,864,"*","Intron (ENSMUST00000206525.1/ENSMUST00000206525.1, intron 1 of 1)",7,63886351,63938915,52565,2,"50794","ENSMUST00000063694.9",-98687,"ENSMUSG00000052040","Klf13","Kruppel-like factor 13"
"27","chr15",89181966,89182705,740,"*","Promoter (1-2kb)",15,89155549,89180788,25240,2,"140570","ENSMUST00000109331.8",-1178,"ENSMUSG00000036606","Plxnb2","plexin B2"
"28","chr6",148895794,148896697,904,"*","Promoter (<=1kb)",6,148842492,148896237,53746,2,"232560","ENSMUST00000111569.8",0,"ENSMUSG00000030309","Caprin2","caprin family member 2"
"29","chr2",150569904,150570790,887,"*","Promoter (<=1kb)",2,150570415,150578944,8530,1,"13011","ENSMUST00000089200.2",0,"ENSMUSG00000068129","Cst7","cystatin F (leukocystatin)"
"30","chr12",112144934,112145815,882,"*","Promoter (<=1kb)",12,112146208,112181747,35540,1,"668303","ENSMUST00000128402.2",-393,"ENSMUSG00000021294","Kif26a","kinesin family member 26A"
"31","chr5",139343758,139344418,661,"*","Promoter (<=1kb)",5,139338310,139345125,6816,2,"68033","ENSMUST00000133951.1",707,"ENSMUSG00000045438","Cox19","cytochrome c oxidase assembly protein 19"
"32","chr6",30509301,30510190,890,"*","Promoter (<=1kb)",6,30479053,30509704,30652,2,"72649","ENSMUST00000151187.7",0,"ENSMUSG00000029782","Tmem209","transmembrane protein 209"
"33","chr3",63928824,63929745,922,"*","Promoter (<=1kb)",3,63914684,63929472,14789,2,"329659","ENSMUST00000061706.6",0,"ENSMUSG00000048581","E130311K13Rik","RIKEN cDNA E130311K13 gene"
"34","chr7",101450871,101451523,653,"*","Promoter (<=1kb)",7,101451316,101481856,30541,1,"207728","ENSMUST00000209695.1",0,"ENSMUSG00000030653","Pde2a","phosphodiesterase 2A, cGMP-stimulated"
"35","chr4",134547827,134548752,926,"*","Exon (ENSMUST00000060435.6/74777, exon 3 of 12)",4,134537892,134552166,14275,2,"74777","ENSMUST00000060435.6",3414,"ENSMUSG00000050989","Selenon","selenoprotein N"
"36","chr10",57794420,57795337,918,"*","Promoter (<=1kb)",10,57794568,57807470,12903,1,"57319","ENSMUST00000125076.1",0,"ENSMUSG00000019872","Smpdl3a","sphingomyelin phosphodiesterase, acid-like 3A"
"37","chr4",63348361,63349283,923,"*","Downstream (<=300bp)",4,63344560,63348163,3604,1,"18405","ENSMUST00000030044.2",3801,"ENSMUSG00000039196","Orm1","orosomucoid 1"
"38","chr7",97085160,97085974,815,"*","Intron (ENSMUST00000004622.6/14389, intron 1 of 9)",7,97081776,97305036,223261,1,"14389","ENSMUST00000206791.1",3384,"ENSMUSG00000004508","Gab2","growth factor receptor bound protein 2-associated protein 2"
"39","chr6",136620450,136621371,922,"*","Exon (ENSMUST00000204462.1/ENSMUST00000204462.1, exon 1 of 1)",6,136613876,136634558,20683,2,"66857","ENSMUST00000133911.1",13187,"ENSMUSG00000030214","Plbd1","phospholipase B domain containing 1"
"40","chr14",33695130,33695987,858,"*","Distal Intergenic",14,33604942,33639401,34460,1,"19256","ENSMUST00000226512.1",90188,"ENSMUSG00000021940","Ptpn20","protein tyrosine phosphatase, non-receptor type 20"
"41","chr6",51458865,51459666,802,"*","Downstream (<=300bp)",6,51461145,51463184,2040,2,"53379","ENSMUST00000204885.1",3518,"ENSMUSG00000004980","Hnrnpa2b1","heterogeneous nuclear ribonucleoprotein A2/B1"
"42","chr11",8634384,8635298,915,"*","Intron (ENSMUST00000020695.12/319939, intron 1 of 30)",11,8431652,8624887,193236,2,"319939","ENSMUST00000239091.1",-9497,"ENSMUSG00000020422","Tns3","tensin 3"
"43","chr19",15801671,15802587,917,"*","Distal Intergenic",19,15905130,15909712,4583,2,"107272","ENSMUST00000161707.1",107125,"ENSMUSG00000024640","Psat1","phosphoserine aminotransferase 1"
"44","chr17",29053699,29054469,771,"*","Exon (ENSMUST00000233914.1/ENSMUST00000233914.1, exon 1 of 3)",17,29039694,29041731,2038,1,"20383","ENSMUST00000233105.1",14005,"ENSMUSG00000071172","Srsf3","serine and arginine-rich splicing factor 3"
"45","chr16",18210476,18211296,821,"*","Promoter (2-3kb)",16,18207822,18213533,5712,2,"66779","ENSMUST00000232008.1",2237,"ENSMUSG00000116557","4933432I09Rik","RIKEN cDNA 4933432I09 gene"
"46","chr4",48407036,48407940,905,"*","3' UTR",4,48382188,48396314,14127,1,"16348","ENSMUST00000129480.1",24848,"ENSMUSG00000028344","Invs","inversin"
"47","chr5",30774765,30775644,880,"*","Promoter (2-3kb)",5,30778130,30786934,8805,1,"65254","ENSMUST00000127365.1",-2486,"ENSMUSG00000029168","Dpysl5","dihydropyrimidinase-like 5"
"48","chr15",79604719,79605625,907,"*","Promoter (<=1kb)",15,79561497,79605108,43612,2,"13404","ENSMUST00000023065.7",0,"ENSMUSG00000022429","Dmc1","DNA meiotic recombinase 1"
"49","chr12",80231167,80232057,891,"*","Intron (ENSMUST00000021554.15/109711, intron 1 of 20)",12,80196949,80258784,61836,2,"109711","ENSMUST00000220351.1",26727,"ENSMUSG00000015143","Actn1","actinin, alpha 1"
"50","chr9",59291101,59291998,898,"*","Promoter (<=1kb)",9,59291558,59316199,24642,1,"72141","ENSMUST00000217570.1",0,"ENSMUSG00000025236","Adpgk","ADP-dependent glucokinase"
"51","chr7",99052185,99053088,904,"*","Intron (ENSMUST00000037968.9/78610, intron 6 of 14)",7,98886750,99016644,129895,2,"78610","ENSMUST00000209123.1",-35541,"ENSMUSG00000035354","Uvrag","UV radiation resistance associated gene"
"52","chr15",81360428,81361340,913,"*","Promoter (<=1kb)",15,81318911,81360812,41902,2,"20524","ENSMUST00000023040.8",0,"ENSMUSG00000022404","Slc25a17","solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17"
"53","chr11",119975626,119976561,936,"*","Intron (ENSMUST00000075180.11/108100, intron 3 of 13)",11,119960021,119960387,367,1,"108100","ENSMUST00000146960.1",15605,"ENSMUSG00000025372","Baiap2","brain-specific angiogenesis inhibitor 1-associated protein 2"
"54","chr19",10304518,10305406,889,"*","Promoter (<=1kb)",19,10245265,10304877,59613,2,"269060","ENSMUST00000039327.10",0,"ENSMUSG00000035735","Dagla","diacylglycerol lipase, alpha"
"55","chr9",57650439,57651329,891,"*","Promoter (2-3kb)",9,57651931,57653471,1541,2,"12988","ENSMUST00000213943.1",2142,"ENSMUSG00000032312","Csk","c-src tyrosine kinase"
"56","chr9",66592671,66593525,855,"*","Promoter (<=1kb)",9,66514637,66593142,78506,2,"235441","ENSMUST00000127569.7",0,"ENSMUSG00000032376","Usp3","ubiquitin specific peptidase 3"
"57","chr1",60409228,60410067,840,"*","Promoter (<=1kb)",1,60409619,60481158,71540,1,"329165","ENSMUST00000052332.14",0,"ENSMUSG00000026782","Abi2","abl interactor 2"
"58","chr4",142077722,142078555,834,"*","Intron (ENSMUST00000036572.3/214359, intron 1 of 2)",4,142083972,142088059,4088,1,"100038693","ENSMUST00000153023.1",-5417,"ENSMUSG00000073728","Tmem51os1","Tmem51 opposite strand 1"
"59","chr3",84582288,84583169,882,"*","Promoter (<=1kb)",3,84496093,84582534,86442,2,"99889","ENSMUST00000098990.9",0,"ENSMUSG00000074513","Arfip1","ADP-ribosylation factor interacting protein 1"
"60","chr17",35046329,35047247,919,"*","Promoter (<=1kb)",17,35028605,35046622,18018,2,"17687","ENSMUST00000007250.13",0,"ENSMUSG00000007035","Msh5","mutS homolog 5"
"61","chr13",107889917,107890756,840,"*","Promoter (<=1kb)",13,107724617,107890064,165448,2,"67263","ENSMUST00000225822.1",0,"ENSMUSG00000032846","Zswim6","zinc finger SWIM-type containing 6"
"62","chr5",114773036,114773823,788,"*","Promoter (<=1kb)",5,114727407,114773495,46089,2,"26431","ENSMUST00000112185.8",0,"ENSMUSG00000041890","Git2","GIT ArfGAP 2"
"63","chr3",60505485,60506084,600,"*","Intron (ENSMUST00000195724.5/56758, intron 2 of 2)",3,60501278,60629731,128454,1,"56758","ENSMUST00000194069.5",4207,"ENSMUSG00000027763","Mbnl1","muscleblind like splicing factor 1"
"64","chr10",25383583,25384398,816,"*","Intron (ENSMUST00000053748.15/13822, intron 1 of 19)",10,25398659,25484280,85622,1,"13822","ENSMUST00000219900.1",-14261,"ENSMUSG00000019978","Epb41l2","erythrocyte membrane protein band 4.1 like 2"
"65","chr8",80857710,80858592,883,"*","Intron (ENSMUST00000210676.1/14388, intron 1 of 10)",8,80764440,80880496,116057,2,"14388","ENSMUST00000034150.9",21904,"ENSMUSG00000031714","Gab1","growth factor receptor bound protein 2-associated protein 1"
"66","chrX",50537073,50537833,761,"*","Distal Intergenic",20,50558138,50570199,12062,2,"103012","ENSMUST00000204991.2",32366,"ENSMUSG00000085396","Firre","functional intergenic repeating RNA element"
"67","chr11",102739081,102739962,882,"*","Exon (ENSMUST00000124025.1/ENSMUST00000124025.1, exon 4 of 11)",11,102761439,102780262,18824,1,"11488","ENSMUST00000068150.6",-21477,"ENSMUSG00000020926","Adam11","a disintegrin and metallopeptidase domain 11"
"68","chr7",117462149,117462977,829,"*","Intron (ENSMUST00000160035.7/233781, intron 1 of 6)",7,117475492,117549359,73868,1,"233781","ENSMUST00000161889.1",-12515,"ENSMUSG00000030657","Xylt1","xylosyltransferase 1"
"69","chr15",91780661,91781710,1050,"*","Promoter (<=1kb)",15,91780378,91816026,35649,1,"66725","ENSMUST00000133743.7",283,"ENSMUSG00000036273","Lrrk2","leucine-rich repeat kinase 2"
"70","chr17",12160959,12161960,1002,"*","Intron (ENSMUST00000164143.7/68262, intron 2 of 4)",17,12151772,12219079,67308,1,"68262","ENSMUST00000170858.7",9187,"ENSMUSG00000023827","Agpat4","1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)"
"71","chr7",109174617,109175489,873,"*","Promoter (<=1kb)",7,109138675,109175207,36533,2,"109594","ENSMUST00000207178.1",0,"ENSMUSG00000036111","Lmo1","LIM domain only 1"
"72","chr8",117061178,117062071,894,"*","Intron (ENSMUST00000098375.5/76645, intron 9 of 42)",8,116995679,117082449,86771,2,"76645","ENSMUST00000098375.5",20378,"ENSMUSG00000034416","Pkd1l2","polycystic kidney disease 1 like 2"
"73","chr6",35256446,35257340,895,"*","Intron (ENSMUST00000152147.7/67705, intron 1 of 2)",6,35252732,35262022,9291,1,"67705","ENSMUST00000136110.1",3714,"ENSMUSG00000073155","1810058I24Rik","RIKEN cDNA 1810058I24 gene"
"74","chr12",4505040,4505949,910,"*","Distal Intergenic",12,4524113,4529122,5010,1,"102634330","ENSMUST00000218081.1",-18164,"ENSMUSG00000112422","Gm31938","predicted gene, 31938"
"75","chr2",29052637,29053435,799,"*","Promoter (1-2kb)",2,28926949,29055024,128076,2,"329375","ENSMUST00000189027.6",1589,"ENSMUSG00000079502","Cfap77","cilia and flagella associated protein 77"
"76","chr6",122575452,122576410,959,"*","Distal Intergenic",6,122560485,122563076,2592,1,"11628","ENSMUST00000160685.1",14967,"ENSMUSG00000040627","Aicda","activation-induced cytidine deaminase"
"77","chr1",162477567,162478418,852,"*","Promoter (<=1kb)",1,161987302,162478034,490733,2,"103967","ENSMUST00000086074.11",0,"ENSMUSG00000040265","Dnm3","dynamin 3"
"78","chr18",12955440,12956313,874,"*","Promoter (<=1kb)",18,12955852,12984312,28461,1,"16210","ENSMUST00000234763.1",0,"ENSMUSG00000024423","Impact","impact, RWD domain protein"
"79","chr13",44517788,44518748,961,"*","Distal Intergenic",13,44439736,44469030,29295,1,"69491","ENSMUST00000220639.1",78052,"ENSMUSG00000098144","1700029N11Rik","RIKEN cDNA 1700029N11 gene"
"80","chr1",64796976,64797873,898,"*","Intron (ENSMUST00000139649.7/241075, intron 7 of 8)",1,64793809,64836764,42956,2,"241075","ENSMUST00000187188.1",38891,"ENSMUSG00000051344","Plekhm3","pleckstrin homology domain containing, family M, member 3"
"81","chr10",127576124,127576994,871,"*","Exon (ENSMUST00000049149.14/16971, exon 23 of 89)",10,127578329,127581885,3557,2,"16971","ENSMUST00000129877.1",4891,"ENSMUSG00000040249","Lrp1","low density lipoprotein receptor-related protein 1"
"82","chr6",120907945,120908846,902,"*","Exon (ENSMUST00000204935.1/ENSMUST00000204935.1, exon 1 of 1)",6,120900222,120916798,16577,2,"12122","ENSMUST00000145948.1",7952,"ENSMUSG00000004446","Bid","BH3 interacting domain death agonist"
"83","chr11",51619223,51620134,912,"*","Promoter (<=1kb)",11,51619735,51623714,3980,1,"52530","ENSMUST00000127405.1",0,"ENSMUSG00000001056","Nhp2","NHP2 ribonucleoprotein"
"84","chr8",79711245,79712117,873,"*","Promoter (<=1kb)",8,79683462,79711740,28279,2,"24015","ENSMUST00000080536.7",0,"ENSMUSG00000058355","Abce1","ATP-binding cassette, sub-family E (OABP), member 1"
"85","chr8",121906179,121906891,713,"*","Promoter (<=1kb)",8,121881150,121907694,26545,2,"20539","ENSMUST00000045557.9",803,"ENSMUSG00000040010","Slc7a5","solute carrier family 7 (cationic amino acid transporter, y+ system), member 5"
"86","chr3",96237709,96238593,885,"*","Promoter (<=1kb)",3,96238108,96239127,1020,2,"97114","ENSMUST00000167403.3",534,"ENSMUSG00000081058","H3c15","H3 clustered histone 15"
"87","chr1",156667205,156668101,897,"*","Promoter (<=1kb)",1,156660929,156666730,5802,2,"30935","ENSMUST00000152604.1",-475,"ENSMUSG00000060519","Tor3a","torsin family 3, member A"
"88","chr11",98941838,98942667,830,"*","Promoter (2-3kb)",11,98939712,98950490,10779,1,"19401","ENSMUST00000147985.1",2126,"ENSMUSG00000037992","Rara","retinoic acid receptor, alpha"
"89","chr6",6955540,6956423,884,"*","Promoter (<=1kb)",6,6956004,7042979,86976,1,"71238","ENSMUST00000040826.5",0,"ENSMUSG00000042505","Sdhaf3","succinate dehydrogenase complex assembly factor 3"
"90","chr3",93520035,93520868,834,"*","Promoter (<=1kb)",3,93520488,93526287,5800,1,"20195","ENSMUST00000029515.4",0,"ENSMUSG00000027907","S100a11","S100 calcium binding protein A11"
"91","chrX",48594017,48594878,862,"*","Promoter (<=1kb)",20,48541625,48594373,52749,2,"208968","ENSMUST00000088898.10",0,"ENSMUSG00000036916","Zfp280c","zinc finger protein 280C"
"92","chr5",53490450,53491371,922,"*","Intron (ENSMUST00000201991.3/19664, intron 1 of 6)",5,53466152,53649390,183239,1,"19664","ENSMUST00000201991.3",24298,"ENSMUSG00000039191","Rbpj","recombination signal binding protein for immunoglobulin kappa J region"
"93","chr15",39043055,39043910,856,"*","Distal Intergenic",15,39076932,39087121,10190,1,"68588","ENSMUST00000067072.4",-33022,"ENSMUSG00000054196","Cthrc1","collagen triple helix repeat containing 1"
"94","chr4",143291269,143292096,828,"*","Intron (ENSMUST00000030317.13/14726, intron 1 of 5)",4,143268346,143299463,31118,2,"14726","ENSMUST00000119654.1",7367,"ENSMUSG00000028583","Pdpn","podoplanin"
"95","chr13",112219986,112220891,906,"*","Exon (ENSMUST00000192356.1/ENSMUST00000192356.1, exon 2 of 2)",13,112288451,112344641,56191,1,"77318","ENSMUST00000056047.13",-67560,"ENSMUSG00000049985","Ankrd55","ankyrin repeat domain 55"
"96","chr10",116547643,116548497,855,"*","Promoter (<=1kb)",10,116485165,116549163,63999,2,"72068","ENSMUST00000164088.7",666,"ENSMUSG00000020166","Cnot2","CCR4-NOT transcription complex, subunit 2"
"97","chr11",20096959,20097796,838,"*","Intron (ENSMUST00000000137.7/66713, intron 2 of 8)",11,20078686,20112867,34182,2,"66713","ENSMUST00000132022.1",15071,"ENSMUSG00000020152","Actr2","ARP2 actin-related protein 2"
"98","chr4",133700778,133701684,907,"*","Intron (ENSMUST00000105897.9/93760, intron 4 of 19)",4,133717050,133717108,59,2,"102465707","ENSMUST00000200408.1",15424,"ENSMUSG00000104566","Mir7227","microRNA 7227"
"99","chr2",75830079,75831009,931,"*","Promoter (1-2kb)",2,75832177,75931350,99174,1,"228061","ENSMUST00000047232.13",-1168,"ENSMUSG00000042410","Agps","alkylglycerone phosphate synthase"
"100","chr8",8992342,8993229,888,"*","Distal Intergenic",8,9125412,9132288,6877,2,"71249","ENSMUST00000208031.1",139059,"ENSMUSG00000108848","4933430N04Rik","RIKEN cDNA 4933430N04 gene"
"101","chr4",137581566,137582438,873,"*","Promoter (<=1kb)",4,137572083,137582104,10022,2,"435811","ENSMUST00000238941.1",0,"ENSMUSG00000094035","Ldlrad2","low density lipoprotein receptor class A domain containing 2"
"102","chr8",27120214,27121131,918,"*","Promoter (2-3kb)",8,27117369,27121623,4255,1,"78560","ENSMUST00000179351.1",2845,"ENSMUSG00000031486","Adgra2","adhesion G protein-coupled receptor A2"
"103","chr5",32013020,32013860,841,"*","Intron (ENSMUST00000201352.3/107976, intron 10 of 11)",5,32045978,32084753,38776,1,"107976","ENSMUST00000202080.1",-32118,"ENSMUSG00000052139","Babam2","BRISC and BRCA1 A complex member 2"
"104","chr6",47587057,47587947,891,"*","Intron (ENSMUST00000081721.12/14056, intron 1 of 19)",6,47530139,47595030,64892,2,"14056","ENSMUST00000081721.12",7083,"ENSMUSG00000029687","Ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
