"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr7",45801166,45801960,795,"*","Intron (ENSMUST00000209617.1/381983, intron 15 of 15)",7,45807932,45810888,2957,2,"19158","ENSMUST00000223361.1",8928,"ENSMUSG00000003269","Cyth2","cytohesin 2"
"2","chr11",116306313,116307188,876,"*","Promoter (<=1kb)",11,116288001,116306734,18734,2,"53413","ENSMUST00000021147.13",0,"ENSMUSG00000020792","Exoc7","exocyst complex component 7"
"3","chr4",124141970,124142824,855,"*","Distal Intergenic",4,123921282,123935546,14265,1,"54170","ENSMUST00000155454.1",220688,"ENSMUSG00000028646","Rragc","Ras-related GTP binding C"
"4","chr16",13116991,13117886,896,"*","Intron (ENSMUST00000023206.13/50505, intron 2 of 10)",16,13111794,13150617,38824,1,"50505","ENSMUST00000129049.1",5197,"ENSMUSG00000022545","Ercc4","excision repair cross-complementing rodent repair deficiency, complementation group 4"
"5","chr5",36462547,36463430,884,"*","Promoter (1-2kb)",5,36455768,36464811,9044,2,"76710","ENSMUST00000044964.5",1381,"ENSMUSG00000039563","2210406O10Rik","RIKEN cDNA 2210406O10 gene"
"6","chr14",120330349,120331143,795,"*","Intron (ENSMUST00000088419.12/105559, intron 2 of 8)",14,120306456,120379260,72805,1,"105559","ENSMUST00000227644.1",23893,"ENSMUSG00000022139","Mbnl2","muscleblind like splicing factor 2"
"7","chr7",79659663,79660571,909,"*","Promoter (<=1kb)",7,79660196,79698148,37953,1,"77011","ENSMUST00000035977.8",0,"ENSMUSG00000046591","Ticrr","TOPBP1-interacting checkpoint and replication regulator"
"8","chr4",127040882,127041800,919,"*","Intron (ENSMUST00000137236.1/71514, intron 2 of 2)",4,127035782,127036951,1170,1,"71514","ENSMUST00000137457.1",5100,"ENSMUSG00000028820","Sfpq","splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)"
"9","chr11",32629618,32630461,844,"*","Distal Intergenic",11,32642724,32746569,103846,1,"103583","ENSMUST00000109366.7",-12263,"ENSMUSG00000020271","Fbxw11","F-box and WD-40 domain protein 11"
"10","chr12",112144934,112145815,882,"*","Promoter (<=1kb)",12,112146208,112181747,35540,1,"668303","ENSMUST00000128402.2",-393,"ENSMUSG00000021294","Kif26a","kinesin family member 26A"
"11","chr13",98890326,98891177,852,"*","Promoter (<=1kb)",13,98839019,98891040,52022,2,"238799","ENSMUST00000109399.8",0,"ENSMUSG00000009470","Tnpo1","transportin 1"
"12","chrX",71555462,71556321,860,"*","Promoter (<=1kb)",20,71555918,71560676,4759,1,"15354","ENSMUST00000072699.12",0,"ENSMUSG00000015217","Hmgb3","high mobility group box 3"
"13","chr16",20651260,20652154,895,"*","Promoter (<=1kb)",16,20651652,20663414,11763,1,"21762","ENSMUST00000007212.8",0,"ENSMUSG00000006998","Psmd2","proteasome (prosome, macropain) 26S subunit, non-ATPase, 2"
"14","chr18",65418318,65419079,762,"*","Exon (ENSMUST00000238053.1/ENSMUST00000238053.1, exon 1 of 1)",18,65430938,65477805,46868,1,"240354","ENSMUST00000224056.2",-11859,"ENSMUSG00000032688","Malt1","MALT1 paracaspase"
"15","chr2",169928479,169929250,772,"*","Intron (ENSMUST00000123300.2/228911, intron 1 of 1)",2,169962128,169962987,860,2,"446211","ENSMUST00000194482.1",33737,"ENSMUSG00000103935","AY702102","cDNA sequence AY702102"
"16","chr16",38110362,38111225,864,"*","Intron (ENSMUST00000023507.12/56637, intron 1 of 10)",16,38090288,38240779,150492,1,"56637","ENSMUST00000114750.1",20074,"ENSMUSG00000022812","Gsk3b","glycogen synthase kinase 3 beta"
"17","chr16",5406455,5407286,832,"*","Intron (ENSMUST00000229837.1/ENSMUST00000229837.1, intron 1 of 2)",16,5244152,5255983,11832,2,"70511","ENSMUST00000064635.11",-150472,"ENSMUSG00000022544","Eef2kmt","eukaryotic elongation factor 2 lysine methyltransferase"
"18","chr18",50030623,50031570,948,"*","Promoter (<=1kb)",18,50031028,50046427,15400,1,"106869","ENSMUST00000124175.1",0,"ENSMUSG00000062210","Tnfaip8","tumor necrosis factor, alpha-induced protein 8"
"19","chr1",89606373,89607219,847,"*","Intron (ENSMUST00000027521.14/347722, intron 2 of 17)",1,89580236,89895277,315042,1,"347722","ENSMUST00000074945.7",26137,"ENSMUSG00000055013","Agap1","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
"20","chr11",100694683,100695536,854,"*","Promoter (1-2kb)",11,100695063,100696620,1558,2,"80861","ENSMUST00000140543.1",1084,"ENSMUSG00000017830","Dhx58","DEXH (Asp-Glu-X-His) box polypeptide 58"
"21","chr5",134101646,134102386,741,"*","Promoter (1-2kb)",5,134099711,134144343,44633,1,"80909","ENSMUST00000016088.8",1935,"ENSMUSG00000015944","Castor2","cytosolic arginine sensor for mTORC1 subunit 2"
"22","chr19",3718921,3719809,889,"*","Exon (ENSMUST00000237981.1/ENSMUST00000237981.1, exon 1 of 2)",19,3708413,3714387,5975,1,"72056","ENSMUST00000235763.1",10508,"ENSMUSG00000035372","1810055G02Rik","RIKEN cDNA 1810055G02 gene"
"23","chr3",90080038,90080587,550,"*","Promoter (<=1kb)",3,90080442,90087485,7044,1,"59069","ENSMUST00000127955.1",0,"ENSMUSG00000027940","Tpm3","tropomyosin 3, gamma"
"24","chr5",142898876,142899796,921,"*","Distal Intergenic",5,142882419,142895421,13003,2,"231863","ENSMUST00000156725.1",-3455,"ENSMUSG00000066640","Fbxl18","F-box and leucine-rich repeat protein 18"
"25","chr12",86834539,86835171,633,"*","Distal Intergenic",12,86880701,86884798,4098,2,"238330","ENSMUST00000038422.7",49627,"ENSMUSG00000034168","Irf2bpl","interferon regulatory factor 2 binding protein-like"
"26","chr11",54950139,54951167,1029,"*","Intron (ENSMUST00000108889.9/57783, intron 1 of 17)",11,54934013,54956047,22035,2,"57783","ENSMUST00000155316.1",4880,"ENSMUSG00000020400","Tnip1","TNFAIP3 interacting protein 1"
"27","chr6",137412758,137413632,875,"*","Promoter (1-2kb)",6,137410759,137414285,3527,1,"19277","ENSMUST00000204780.1",1999,"ENSMUSG00000030223","Ptpro","protein tyrosine phosphatase, receptor type, O"
"28","chr2",122628743,122629553,811,"*","Promoter (1-2kb)",2,122630646,122632930,2285,1,"214616","ENSMUST00000152813.1",-1093,"ENSMUSG00000118663","Spata5l1","spermatogenesis associated 5-like 1"
"29","chr10",83219319,83220193,875,"*","Distal Intergenic",10,83301016,83304375,3360,2,"338365","ENSMUST00000139329.1",84182,"ENSMUSG00000034591","Slc41a2","solute carrier family 41, member 2"
"30","chr5",135707515,135708426,912,"*","Intron (ENSMUST00000153500.7/18984, intron 1 of 7)",5,135716005,135731878,15874,1,"18984","ENSMUST00000147515.1",-7579,"ENSMUSG00000005514","Por","cytochrome p450 oxidoreductase"
"31","chr6",57691489,57692368,880,"*","Promoter (<=1kb)",6,57686576,57692078,5503,2,"66459","ENSMUST00000053386.5",0,"ENSMUSG00000043162","Pyurf","Pigy upstream reading frame"
"32","chr15",81925828,81926721,894,"*","Promoter (<=1kb)",15,81888228,81926164,37937,2,"78929","ENSMUST00000230669.1",0,"ENSMUSG00000022476","Polr3h","polymerase (RNA) III (DNA directed) polypeptide H"
"33","chr11",98937302,98938104,803,"*","Promoter (<=1kb)",11,98937698,98974162,36465,1,"19401","ENSMUST00000107475.8",0,"ENSMUSG00000037992","Rara","retinoic acid receptor, alpha"
"34","chr4",134477748,134478651,904,"*","Distal Intergenic",4,134469742,134473499,3758,1,"16765","ENSMUST00000105868.1",8006,"ENSMUSG00000028832","Stmn1","stathmin 1"
"35","chr8",116944246,116944992,747,"*","Promoter (<=1kb)",8,116943393,116960445,17053,1,"234776","ENSMUST00000109099.3",853,"ENSMUSG00000047388","Atmin","ATM interactor"
"36","chr11",120932373,120933287,915,"*","Promoter (<=1kb)",11,120826529,120932872,106344,2,"71276","ENSMUST00000056781.4",0,"ENSMUSG00000048445","Ccdc57","coiled-coil domain containing 57"
"37","chr11",120643336,120644207,872,"*","Promoter (<=1kb)",11,120635712,120643670,7959,2,"209027","ENSMUST00000170556.7",0,"ENSMUSG00000025140","Pycr1","pyrroline-5-carboxylate reductase 1"
"38","chr4",53593755,53594903,1149,"*","Promoter (1-2kb)",4,53596105,53621987,25883,1,"100434","ENSMUST00000133582.1",-1202,"ENSMUSG00000028412","Slc44a1","solute carrier family 44, member 1"
"39","chr2",180566094,180567182,1089,"*","Distal Intergenic",2,180581304,180585634,4331,1,"73247","ENSMUST00000169630.7",-14122,"ENSMUSG00000027569","Mrgbp","MRG/MORF4L binding protein"
"40","chr15",77750199,77751083,885,"*","Exon (ENSMUST00000089450.4/239552, exon 4 of 4)",15,77750140,77755239,5100,2,"239552","ENSMUST00000229445.1",4156,"ENSMUSG00000056656","Apol8","apolipoprotein L 8"
"41","chr2",30604708,30605553,846,"*","Promoter (<=1kb)",2,30605217,30608217,3001,1,"78617","ENSMUST00000129719.1",0,"ENSMUSG00000047363","Cstad","CSA-conditional, T cell activation-dependent protein"
"42","chr6",17696150,17697166,1017,"*","Promoter (1-2kb)",6,17694167,17942966,248800,1,"64213","ENSMUST00000115418.7",1983,"ENSMUSG00000029534","St7","suppression of tumorigenicity 7"
"43","chr14",73169713,73170573,861,"*","Intron (ENSMUST00000164822.7/105670, intron 10 of 14)",14,73173884,73182518,8635,1,"105670","ENSMUST00000166875.1",-3311,"ENSMUSG00000022106","Rcbtb2","regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2"
"44","chr9",40392184,40393097,914,"*","Promoter (<=1kb)",9,40317511,40392450,74940,2,"235283","ENSMUST00000137189.7",0,"ENSMUSG00000040111","Gramd1b","GRAM domain containing 1B"
