"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr19",53448941,53449856,916,"*","Promoter (1-2kb)",19,53444014,53451491,7478,2,"381232","ENSMUST00000180667.2",1635,NA,"Mirt1","myocardial infarction associated transcript 1"
"2","chr11",103174694,103175583,890,"*","Intron (ENSMUST00000042286.11/57778, intron 1 of 25)",11,103171313,103198895,27583,1,"57778","ENSMUST00000107027.8",3381,"ENSMUSG00000055805","Fmnl1","formin-like 1"
"3","chr17",29510422,29511312,891,"*","Distal Intergenic",17,29493407,29494964,1558,1,"18712","ENSMUST00000234270.1",17015,"ENSMUSG00000024014","Pim1","proviral integration site 1"
"4","chr5",135537303,135538094,792,"*","Intron (ENSMUST00000060311.11/215114, intron 1 of 30)",5,135406531,135545115,138585,2,"215114","ENSMUST00000060311.11",7021,"ENSMUSG00000039959","Hip1","huntingtin interacting protein 1"
"5","chr3",93505889,93506793,905,"*","Distal Intergenic",3,93520488,93526287,5800,1,"20195","ENSMUST00000029515.4",-13695,"ENSMUSG00000027907","S100a11","S100 calcium binding protein A11"
"6","chr6",86608997,86609920,924,"*","Distal Intergenic",6,86628164,86629710,1547,1,"67855","ENSMUST00000043400.7",-18244,"ENSMUSG00000033508","Asprv1","aspartic peptidase, retroviral-like 1"
"7","chr7",24450334,24451257,924,"*","Promoter (<=1kb)",7,24433144,24452171,19028,2,"210145","ENSMUST00000205385.1",914,"ENSMUSG00000062028","Irgc1","immunity-related GTPase family, cinema 1"
"8","chr6",72140191,72141073,883,"*","Intron (ENSMUST00000069994.10/20454, intron 3 of 6)",6,72120213,72123197,2985,2,"71265","ENSMUST00000205571.1",-16994,"ENSMUSG00000108709","4933431G14Rik","RIKEN cDNA 4933431G14 gene"
"9","chr2",38536138,38536973,836,"*","Intron (ENSMUST00000054234.9/59126, intron 1 of 9)",2,38514626,38560910,46285,1,"59126","ENSMUST00000156726.1",21512,"ENSMUSG00000026749","Nek6","NIMA (never in mitosis gene a)-related expressed kinase 6"
"10","chr6",90751355,90752246,892,"*","Intron (ENSMUST00000101151.9/232227, intron 1 of 13)",6,90694599,90757550,62952,2,"232227","ENSMUST00000146977.1",5304,"ENSMUSG00000034312","Iqsec1","IQ motif and Sec7 domain 1"
"11","chr1",144006299,144007161,863,"*","Promoter (2-3kb)",1,143999338,144004161,4824,2,"19735","ENSMUST00000127206.7",-2138,"ENSMUSG00000026360","Rgs2","regulator of G-protein signaling 2"
"12","chr7",3897788,3898687,900,"*","Promoter (<=1kb)",7,3884242,3898120,13879,2,"100038909","ENSMUST00000070639.7",0,"ENSMUSG00000074417","Pira12","paired-Ig-like receptor A12"
"13","chr8",119423478,119424362,885,"*","Distal Intergenic",8,119434124,119443077,8954,1,"71839","ENSMUST00000131448.7",-9762,"ENSMUSG00000074063","Osgin1","oxidative stress induced growth inhibitor 1"
