"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr8",25989804,25990685,882,"*","Intron (ENSMUST00000061850.4/74653, intron 1 of 4)",8,25980604,25994133,13530,2,"74653","ENSMUST00000061850.4",3448,"ENSMUSG00000037251","Pomk","protein-O-mannose kinase"
"2","chr5",21029982,21030864,883,"*","Intron (ENSMUST00000030556.7/19248, intron 1 of 17)",5,20998453,21009606,11154,2,"19248","ENSMUST00000126853.7",-20376,"ENSMUSG00000028771","Ptpn12","protein tyrosine phosphatase, non-receptor type 12"
"3","chr17",34899491,34900384,894,"*","Promoter (<=1kb)",17,34899694,34902624,2931,1,"110147","ENSMUST00000146418.1",0,"ENSMUSG00000013787","Ehmt2","euchromatic histone lysine N-methyltransferase 2"
"4","chr19",14614620,14615509,890,"*","Distal Intergenic",19,14448150,14598051,149902,2,"21888","ENSMUST00000167776.2",-16569,"ENSMUSG00000024642","Tle4","transducin-like enhancer of split 4"
"5","chr9",54547320,54548216,897,"*","Intron (ENSMUST00000041901.6/56506, intron 4 of 5)",9,54538988,54543654,4667,1,"244885","ENSMUST00000238614.1",8332,"ENSMUSG00000046460","Sh2d7","SH2 domain containing 7"
"6","chr3",146684878,146685760,883,"*","Promoter (<=1kb)",3,146645195,146685592,40398,2,"75015","ENSMUST00000125965.7",0,"ENSMUSG00000048652","Samd13","sterile alpha motif domain containing 13"
"7","chr1",89941706,89942560,855,"*","Distal Intergenic",1,89927956,89931179,3224,2,"14472","ENSMUST00000036954.8",-10527,"ENSMUSG00000034486","Gbx2","gastrulation brain homeobox 2"
"8","chr4",119422138,119423030,893,"*","Promoter (<=1kb)",4,119418530,119422358,3829,2,"106564","ENSMUST00000140641.1",0,"ENSMUSG00000028636","Ppcs","phosphopantothenoylcysteine synthetase"
"9","chr5",92602680,92603508,829,"*","Promoter (<=1kb)",5,92603041,92604819,1779,1,"52331","ENSMUST00000200941.1",0,"ENSMUSG00000047963","Stbd1","starch binding domain 1"
"10","chr10",12548216,12549026,811,"*","Promoter (<=1kb)",10,12382190,12548879,166690,2,"22288","ENSMUST00000219003.1",0,"ENSMUSG00000019820","Utrn","utrophin"
"11","chr12",69790366,69791167,802,"*","Promoter (<=1kb)",12,69746848,69790707,43860,2,"71091","ENSMUST00000021377.4",0,"ENSMUSG00000020990","Cdkl1","cyclin-dependent kinase-like 1 (CDC2-related kinase)"
"12","chr12",24650937,24651637,701,"*","Promoter (<=1kb)",12,24651274,24662789,11516,1,"194655","ENSMUST00000020982.6",0,"ENSMUSG00000020653","Klf11","Kruppel-like factor 11"
"13","chr15",93270024,93270927,904,"*","Intron (ENSMUST00000049484.12/223827, intron 1 of 7)",15,93244455,93275151,30697,2,"223827","ENSMUST00000057896.4",4224,"ENSMUSG00000036197","Gxylt1","glucoside xylosyltransferase 1"
"14","chr6",53459688,53460588,901,"*","Intron (ENSMUST00000203528.2/231991, intron 5 of 10)",6,53573300,53700367,127068,1,"231991","ENSMUST00000205120.2",-112712,"ENSMUSG00000053007","Creb5","cAMP responsive element binding protein 5"
"15","chr12",111671350,111671854,505,"*","Promoter (<=1kb)",12,111670356,111671544,1189,2,"12709","ENSMUST00000223099.1",0,"ENSMUSG00000001270","Ckb","creatine kinase, brain"
"16","chr13",3477817,3478705,889,"*","Promoter (<=1kb)",13,3478230,3486177,7948,1,"76937","ENSMUST00000186183.1",0,NA,"2810429I04Rik","RIKEN cDNA 2810429I04 gene"
"17","chr1",133033510,133034424,915,"*","Promoter (2-3kb)",1,133009151,133030561,21411,2,"17248","ENSMUST00000190807.1",-2949,"ENSMUSG00000054387","Mdm4","transformed mouse 3T3 cell double minute 4"
"18","chr7",45942999,45943820,822,"*","Intron (ENSMUST00000210039.2/211535, intron 11 of 14)",7,45928402,45948872,20471,1,"211535","ENSMUST00000210867.1",14597,"ENSMUSG00000040189","Odad1","outer dynein arm docking complex subunit 1"
"19","chr3",116600821,116601675,855,"*","Intron (ENSMUST00000198386.4/72776, intron 1 of 13)",3,116595012,116631004,35993,1,"72776","ENSMUST00000029571.12",5809,"ENSMUSG00000027959","Sass6","SAS-6 centriolar assembly protein"
"20","chr13",49274412,49275293,882,"*","Exon (ENSMUST00000110087.8/30938, exon 13 of 18)",13,49263110,49299020,35911,2,"30938","ENSMUST00000048716.10",23727,"ENSMUSG00000037946","Fgd3","FYVE, RhoGEF and PH domain containing 3"
"21","chr15",99259477,99260377,901,"*","Intron (ENSMUST00000231167.1/73600, intron 1 of 2)",15,99242817,99251961,9145,2,"51812","ENSMUST00000041190.16",-7516,"ENSMUSG00000037570","Mcrs1","microspherule protein 1"
"22","chr5",34581695,34582580,886,"*","Intron (ENSMUST00000114338.8/11518, intron 1 of 15)",5,34574151,34574213,63,1,"102466999","ENSMUST00000184791.1",7544,"ENSMUSG00000099082","Mir7036b","microRNA 7036b"
"23","chr2",22799243,22800172,930,"*","Intron (ENSMUST00000131195.7/54519, intron 1 of 6)",2,22774445,22828586,54142,1,"54519","ENSMUST00000132993.1",24798,"ENSMUSG00000026786","Apbb1ip","amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein"
