"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr5",43081716,43082561,846,"*","Distal Intergenic",5,43233170,43289723,56554,1,"231207","ENSMUST00000166713.8",-150609,"ENSMUSG00000039782","Cpeb2","cytoplasmic polyadenylation element binding protein 2"
"2","chr15",101374746,101375560,815,"*","Intron (ENSMUST00000229584.1/ENSMUST00000229584.1, intron 3 of 4)",15,101356934,101370162,13229,2,"74127","ENSMUST00000230107.1",-4584,"ENSMUSG00000037185","Krt80","keratin 80"
"3","chr1",89130324,89131139,816,"*","Intron (ENSMUST00000066279.10/98402, intron 2 of 5)",1,89070453,89112860,42408,1,"98402","ENSMUST00000123745.1",59871,"ENSMUSG00000036206","Sh3bp4","SH3-domain binding protein 4"
"4","chr12",82122240,82123132,893,"*","Distal Intergenic",12,82169320,82240674,71355,1,"217692","ENSMUST00000220550.1",-46188,"ENSMUSG00000042700","Sipa1l1","signal-induced proliferation-associated 1 like 1"
"5","chr6",122633044,122633967,924,"*","Distal Intergenic",6,122626753,122630272,3520,1,"73708","ENSMUST00000123429.1",6291,"ENSMUSG00000046323","Dppa3","developmental pluripotency-associated 3"
"6","chr7",24883952,24884794,843,"*","Promoter (<=1kb)",7,24884371,24889806,5436,1,"20085","ENSMUST00000108430.9",0,"ENSMUSG00000040952","Rps19","ribosomal protein S19"
"7","chr19",28989961,28990857,897,"*","Promoter (<=1kb)",19,28990352,29015771,25420,1,"67072","ENSMUST00000225310.1",0,"ENSMUSG00000024780","Cdc37l1","cell division cycle 37-like 1"
"8","chr12",99686385,99687287,903,"*","Distal Intergenic",12,99626053,99627974,1922,2,"73457","ENSMUST00000185726.1",-58411,"ENSMUSG00000100211","1700064M15Rik","RIKEN cDNA 1700064M15 gene"
"9","chr1",39206708,39207602,895,"*","Intron (ENSMUST00000173050.7/18143, intron 1 of 2)",1,39194212,39363236,169025,1,"18143","ENSMUST00000056815.8",12496,"ENSMUSG00000026077","Npas2","neuronal PAS domain protein 2"
"10","chr5",136045758,136046561,804,"*","3' UTR",5,136038496,136046487,7992,1,"100647","ENSMUST00000062606.7",7262,"ENSMUSG00000042985","Upk3b","uroplakin 3B"
"11","chr4",46038809,46039701,893,"*","Promoter (<=1kb)",4,46038935,46116032,77098,1,"21916","ENSMUST00000107773.2",0,"ENSMUSG00000028328","Tmod1","tropomodulin 1"
