"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr11",102218528,102219415,888,"*","Promoter (<=1kb)",11,102195749,102218929,23181,2,"15184","ENSMUST00000149087.7",0,"ENSMUSG00000008855","Hdac5","histone deacetylase 5"
"2","chr1",55028677,55029496,820,"*","Promoter (1-2kb)",1,54985169,55027481,42313,2,"81898","ENSMUST00000027127.13",-1196,"ENSMUSG00000025982","Sf3b1","splicing factor 3b, subunit 1"
"3","chr8",126537140,126537900,761,"*","Distal Intergenic",8,126588296,126593986,5691,2,"270110","ENSMUST00000054960.7",56086,"ENSMUSG00000051495","Irf2bp2","interferon regulatory factor 2 binding protein 2"
"4","chr7",143055598,143056436,839,"*","Promoter (1-2kb)",7,143032621,143053686,21066,2,"97423","ENSMUST00000155952.7",-1912,"ENSMUSG00000059277","R74862","expressed sequence R74862"
"5","chr13",104286549,104287432,884,"*","Promoter (<=1kb)",13,104287835,104496695,208861,1,"108154","ENSMUST00000224784.1",-403,"ENSMUSG00000046169","Adamts6","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6"
"6","chr7",75370621,75371412,792,"*","Distal Intergenic",7,75114894,75309262,194369,2,"64176","ENSMUST00000165175.7",-61359,"ENSMUSG00000053025","Sv2b","synaptic vesicle glycoprotein 2 b"
"7","chr13",17982689,17983585,897,"*","3' UTR",13,17961150,17992533,31384,2,"67008","ENSMUST00000223489.1",8948,"ENSMUSG00000075054","Yae1d1","Yae1 domain containing 1"
"8","chr11",116110143,116110960,818,"*","Promoter (<=1kb)",11,116105752,116110237,4486,2,"217333","ENSMUST00000106441.7",0,"ENSMUSG00000020773","Trim47","tripartite motif-containing 47"
"9","chr8",72295397,72296305,909,"*","Distal Intergenic",8,72319033,72321656,2624,1,"16598","ENSMUST00000067912.7",-22728,"ENSMUSG00000055148","Klf2","Kruppel-like factor 2 (lung)"
"10","chr15",27783953,27784625,673,"*","Intron (ENSMUST00000090247.6/223435, intron 34 of 56)",15,27773888,27788638,14751,2,"223435","ENSMUST00000226287.1",4013,"ENSMUSG00000022263","Trio","triple functional domain (PTPRF interacting)"
"11","chr2",79653303,79654227,925,"*","Intron (ENSMUST00000111785.8/70599, intron 9 of 17)",2,79639182,79672966,33785,1,"70599","ENSMUST00000133266.1",14121,"ENSMUSG00000027007","Itprid2","ITPR interacting domain containing 2"
"12","chr6",39204995,39205889,895,"*","Promoter (<=1kb)",6,39136623,39206789,70167,2,"338523","ENSMUST00000002305.8",900,"ENSMUSG00000042599","Kdm7a","lysine (K)-specific demethylase 7A"
"13","chr1",34472488,34473302,815,"*","Promoter (<=1kb)",1,34472720,34475733,3014,1,"19253","ENSMUST00000188972.2",0,"ENSMUSG00000026126","Ptpn18","protein tyrosine phosphatase, non-receptor type 18"
"14","chr2",180966777,180967656,880,"*","Promoter (<=1kb)",2,180967225,180982458,15234,1,"228998","ENSMUST00000108862.7",0,"ENSMUSG00000027575","Arfgap1","ADP-ribosylation factor GTPase activating protein 1"
"15","chrX",48451952,48452652,701,"*","Promoter (1-2kb)",20,48411046,48454169,43124,2,"56501","ENSMUST00000114958.7",1517,"ENSMUSG00000031103","Elf4","E74-like factor 4 (ets domain transcription factor)"
