"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr7",51879035,51879884,850,"*","Promoter (<=1kb)",7,51879050,51994458,115409,1,"14453","ENSMUST00000107591.8",0,"ENSMUSG00000030498","Gas2","growth arrest specific 2"
"2","chr15",65786759,65787601,843,"*","Promoter (<=1kb)",15,65787034,65791351,4318,1,"76740","ENSMUST00000174135.1",0,"ENSMUSG00000015002","Efr3a","EFR3 homolog A"
"3","chr9",99436186,99437090,905,"*","Promoter (<=1kb)",9,99387928,99436926,48999,2,"17532","ENSMUST00000122384.8",0,"ENSMUSG00000032470","Mras","muscle and microspikes RAS"
"4","chr19",57079088,57080025,938,"*","Exon (ENSMUST00000079360.11/226251, exon 8 of 26)",19,57039447,57047238,7792,2,"226251","ENSMUST00000137389.7",-31850,"ENSMUSG00000025085","Ablim1","actin-binding LIM protein 1"
"5","chr4",34921972,34922849,878,"*","Distal Intergenic",4,34909789,34911481,1693,2,"73696","ENSMUST00000125820.1",-10491,"ENSMUSG00000085824","Platr9","pluripotency associated transcript 9"
"6","chr6",134164922,134165750,829,"*","Intron (ENSMUST00000081028.12/14011, intron 2 of 7)",6,134233600,134262019,28420,1,"14011","ENSMUST00000169529.1",-67850,"ENSMUSG00000030199","Etv6","ets variant 6"
"7","chr18",39100313,39101343,1031,"*","Promoter (1-2kb)",18,39099311,39126933,27623,1,"71302","ENSMUST00000123820.1",1002,"ENSMUSG00000036452","Arhgap26","Rho GTPase activating protein 26"
"8","chr1",135536281,135537005,725,"*","Intron (ENSMUST00000040599.14/215690, intron 2 of 29)",1,135458680,135510451,51772,2,"215690","ENSMUST00000190130.1",-25830,"ENSMUSG00000009418","Nav1","neuron navigator 1"
"9","chr2",102181320,102182187,868,"*","Intron (ENSMUST00000111222.1/241576, intron 1 of 5)",2,101950203,102186358,236156,2,"241576","ENSMUST00000111222.1",4171,"ENSMUSG00000048058","Ldlrad3","low density lipoprotein receptor class A domain containing 3"
"10","chr15",55106259,55107160,902,"*","Intron (ENSMUST00000110230.7/100503794, intron 4 of 4)",15,55112317,55259271,146955,1,"97998","ENSMUST00000096433.9",-5157,"ENSMUSG00000022419","Deptor","DEP domain containing MTOR-interacting protein"
"11","chr7",24470078,24470968,891,"*","Intron (ENSMUST00000002284.10/18793, intron 3 of 6)",7,24462500,24475968,13469,1,"18793","ENSMUST00000206636.1",7578,"ENSMUSG00000046223","Plaur","plasminogen activator, urokinase receptor"
"12","chr13",47193415,47194339,925,"*","Promoter (<=1kb)",13,47193825,47246417,52593,1,"218215","ENSMUST00000110111.3",0,"ENSMUSG00000038068","Rnf144b","ring finger protein 144B"
"13","chrX",13070906,13071730,825,"*","Promoter (<=1kb)",20,13071498,13123449,51952,1,"22284","ENSMUST00000169594.8",0,"ENSMUSG00000031010","Usp9x","ubiquitin specific peptidase 9, X chromosome"
"14","chr13",34154012,34154818,807,"*","Distal Intergenic",13,34162964,34178168,15205,1,"69666","ENSMUST00000124996.7",-8146,"ENSMUSG00000071451","Psmg4","proteasome (prosome, macropain) assembly chaperone 4"
"15","chr2",19351506,19352409,904,"*","Distal Intergenic",2,19344937,19348936,4000,1,"108871","ENSMUST00000136456.1",6569,NA,"4930447M23Rik","RIKEN cDNA 4930447M23 gene"
"16","chr11",120630101,120630907,807,"*","Promoter (<=1kb)",11,120629007,120630797,1791,2,"17134","ENSMUST00000106182.7",0,"ENSMUSG00000051510","Mafg","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)"
"17","chr11",100850179,100851014,836,"*","Promoter (<=1kb)",11,100780731,100850724,69994,2,"20851","ENSMUST00000004143.2",0,"ENSMUSG00000020919","Stat5b","signal transducer and activator of transcription 5B"
"18","chr5",114443649,114444560,912,"*","Promoter (<=1kb)",5,114444269,114453150,8882,1,"17855","ENSMUST00000137167.7",0,"ENSMUSG00000041939","Mvk","mevalonate kinase"
"19","chr15",73754951,73755797,847,"*","Exon (ENSMUST00000230864.1/19245, exon 3 of 4)",15,73748374,73758766,10393,1,"19245","ENSMUST00000053232.7",6577,"ENSMUSG00000059895","Ptp4a3","protein tyrosine phosphatase 4a3"
"20","chr9",124438949,124439769,821,"*","Exon (ENSMUST00000216876.1/ENSMUST00000216876.1, exon 2 of 3)",9,124474342,124476898,2557,2,"19054","ENSMUST00000217354.1",37129,"ENSMUSG00000093803","Ppp2r3d","protein phosphatase 2 (formerly 2A), regulatory subunit B'', delta"
"21","chr17",22817286,22818175,890,"*","Distal Intergenic",17,22849030,22861719,12690,2,"240041","ENSMUST00000095615.2",43544,"ENSMUSG00000059142","Zfp945","zinc finger protein 945"
"22","chr18",60786792,60787682,891,"*","Distal Intergenic",18,60776239,60778545,2307,1,"20044","ENSMUST00000122279.1",10553,"ENSMUSG00000024608","Rps14","ribosomal protein S14"
"23","chr6",72788851,72789782,932,"*","Promoter (<=1kb)",6,72626378,72789254,162877,2,"21415","ENSMUST00000069536.11",0,"ENSMUSG00000055799","Tcf7l1","transcription factor 7 like 1 (T cell specific, HMG box)"
"24","chr2",104742317,104743233,917,"*","Promoter (<=1kb)",2,104721784,104742878,21095,2,"211896","ENSMUST00000028595.7",0,"ENSMUSG00000027173","Depdc7","DEP domain containing 7"
"25","chr2",160645454,160646317,864,"*","Promoter (<=1kb)",2,160645888,160722764,76877,1,"21969","ENSMUST00000109468.2",0,"ENSMUSG00000070544","Top1","topoisomerase (DNA) I"
"26","chr14",30671745,30672464,720,"*","Intron (ENSMUST00000064230.15/328370, intron 6 of 12)",14,30682352,30689954,7603,1,"328370","ENSMUST00000226805.1",-9888,"ENSMUSG00000052395","Rft1","RFT1 homolog"
"27","chr1",64286894,64288004,1111,"*","Intron (ENSMUST00000190863.1/ENSMUST00000190863.1, intron 1 of 1)",1,64079103,64122282,43180,2,"93691","ENSMUST00000135075.1",-164612,"ENSMUSG00000025959","Klf7","Kruppel-like factor 7 (ubiquitous)"
"28","chr7",4130892,4131773,882,"*","Promoter (<=1kb)",7,4131137,4132034,898,1,"57776","ENSMUST00000139789.1",0,"ENSMUSG00000030428","Ttyh1","tweety family member 1"
"29","chr19",10333280,10334175,896,"*","Distal Intergenic",19,10245265,10304877,59613,2,"269060","ENSMUST00000039327.10",-28403,"ENSMUSG00000035735","Dagla","diacylglycerol lipase, alpha"
"30","chr11",93984356,93985234,879,"*","Distal Intergenic",11,93996091,94043628,47538,1,"70834","ENSMUST00000132772.7",-10857,"ENSMUSG00000020859","Spag9","sperm associated antigen 9"
"31","chr15",31365619,31366463,845,"*","Promoter (1-2kb)",15,31293186,31367532,74347,2,"67434","ENSMUST00000156679.1",1069,"ENSMUSG00000022237","Ankrd33b","ankyrin repeat domain 33B"
"32","chr2",127482134,127483001,868,"*","Promoter (<=1kb)",2,127458130,127482499,24370,2,"56461","ENSMUST00000088538.5",0,"ENSMUSG00000079056","Kcnip3","Kv channel interacting protein 3, calsenilin"
"33","chrY",1286106,1286927,822,"*","Promoter (<=1kb)",21,1260771,1286629,25859,2,"26900","ENSMUST00000091190.11",0,"ENSMUSG00000069045","Ddx3y","DEAD box helicase 3, Y-linked"
"34","chr4",109104997,109105890,894,"*","Promoter (2-3kb)",4,109087410,109108031,20622,2,"100273","ENSMUST00000153714.7",2141,"ENSMUSG00000028559","Osbpl9","oxysterol binding protein-like 9"
"35","chr6",136464285,136464869,585,"*","Distal Intergenic",6,136506167,136566758,60592,1,"54343","ENSMUST00000203988.2",-41298,"ENSMUSG00000030213","Atf7ip","activating transcription factor 7 interacting protein"
"36","chr11",19972128,19972954,827,"*","Intron (ENSMUST00000093299.12/114716, intron 1 of 6)",11,19954570,20018133,63564,1,"114716","ENSMUST00000123036.1",17558,"ENSMUSG00000045671","Spred2","sprouty-related EVH1 domain containing 2"
"37","chr9",61965209,61966115,907,"*","Intron (ENSMUST00000135050.1/74090, intron 2 of 4)",9,61956046,61976573,20528,2,"74090","ENSMUST00000113990.1",10458,"ENSMUSG00000032278","Paqr5","progestin and adipoQ receptor family member V"
"38","chr4",150212291,150213105,815,"*","Distal Intergenic",4,150187015,150201332,14318,2,"12353","ENSMUST00000030817.4",-10959,"ENSMUSG00000028972","Car6","carbonic anhydrase 6"
"39","chr19",46791000,46791937,938,"*","Intron (ENSMUST00000099373.11/94219, intron 1 of 7)",19,46761605,46854052,92448,1,"94219","ENSMUST00000235378.1",29395,"ENSMUSG00000064105","Cnnm2","cyclin M2"
"40","chr16",55526250,55527148,899,"*","Distal Intergenic",16,55494731,55494797,67,1,"100628589","ENSMUST00000175551.1",31519,"ENSMUSG00000093292","Mir5118","microRNA 5118"
"41","chr17",86988640,86989483,844,"*","Intron (ENSMUST00000024956.14/104215, intron 2 of 4)",17,86994595,86997428,2834,1,"104215","ENSMUST00000234309.1",-5112,"ENSMUSG00000024143","Rhoq","ras homolog family member Q"
"42","chr9",123450019,123450884,866,"*","Intron (ENSMUST00000038863.8/102436, intron 14 of 20)",9,123454506,123461593,7088,1,"102436","ENSMUST00000213711.1",-3622,"ENSMUSG00000035202","Lars2","leucyl-tRNA synthetase, mitochondrial"
"43","chr6",113193757,113194598,842,"*","Promoter (<=1kb)",6,113175395,113193943,18549,2,"269788","ENSMUST00000203665.1",0,"ENSMUSG00000042873","Lhfpl4","lipoma HMGIC fusion partner-like protein 4"
"44","chr18",74964342,74965229,888,"*","Distal Intergenic",18,74939322,74961263,21942,2,"16891","ENSMUST00000066532.4",-3079,"ENSMUSG00000053846","Lipg","lipase, endothelial"
"45","chr12",102451203,102452077,875,"*","Intron (ENSMUST00000222873.1/ENSMUST00000222873.1, intron 1 of 2)",12,102394098,102439813,45716,2,"19141","ENSMUST00000021607.8",-11390,"ENSMUSG00000021190","Lgmn","legumain"
"46","chr7",67228665,67229585,921,"*","Intron (ENSMUST00000208512.1/75099, intron 2 of 3)",7,67223609,67235284,11676,1,"75099","ENSMUST00000208569.1",5056,"ENSMUSG00000043831","Lysmd4","LysM, putative peptidoglycan-binding, domain containing 4"
"47","chr5",150176296,150177216,921,"*","Intron (ENSMUST00000200960.3/320365, intron 1 of 4)",5,150196466,150340420,143955,1,"320365","ENSMUST00000202600.3",-19250,"ENSMUSG00000056602","Fry","FRY microtubule binding protein"
"48","chr11",55470742,55471359,618,"*","Promoter (1-2kb)",11,55469718,55487512,17795,1,"27041","ENSMUST00000151790.1",1024,"ENSMUSG00000018583","G3bp1","GTPase activating protein (SH3 domain) binding protein 1"
"49","chr10",99561140,99562044,905,"*","Distal Intergenic",10,99609171,99658134,48964,1,"100504202","ENSMUST00000218263.1",-47127,"ENSMUSG00000111962","Gm20110","predicted gene, 20110"
"50","chr19",46970374,46970825,452,"*","Promoter (<=1kb)",19,46883317,46969568,86252,2,"76952","ENSMUST00000235234.1",-806,"ENSMUSG00000025041","Nt5c2","5'-nucleotidase, cytosolic II"
"51","chr2",26502005,26502773,769,"*","Promoter (1-2kb)",2,26457903,26503822,45920,2,"18128","ENSMUST00000028288.4",1049,"ENSMUSG00000026923","Notch1","notch 1"
"52","chr6",113377408,113378343,936,"*","Promoter (<=1kb)",6,113366025,113377883,11859,2,"101206","ENSMUST00000032410.13",0,"ENSMUSG00000048930","Tada3","transcriptional adaptor 3"
"53","chr13",23683604,23684506,903,"*","Promoter (<=1kb)",13,23681467,23683948,2482,2,"319164","ENSMUST00000171127.3",0,"ENSMUSG00000069270","H2ac6","H2A clustered histone 6"
"54","chr11",97531439,97532323,885,"*","Exon (ENSMUST00000238233.1/56013, exon 7 of 15)",11,97509340,97536945,27606,2,"56013","ENSMUST00000238233.1",4622,"ENSMUSG00000038453","Srcin1","SRC kinase signaling inhibitor 1"
"55","chr15",102624935,102625883,949,"*","Promoter (<=1kb)",15,102523843,102625067,101225,2,"223922","ENSMUST00000184772.1",0,"ENSMUSG00000099083","Atf7","activating transcription factor 7"
"56","chr13",40859506,40860361,856,"*","Promoter (<=1kb)",13,40859754,40960887,101134,1,"14538","ENSMUST00000110191.9",0,"ENSMUSG00000021360","Gcnt2","glucosaminyl (N-acetyl) transferase 2, I-branching enzyme"
"57","chr14",31139411,31140312,902,"*","Promoter (<=1kb)",14,31139013,31139848,836,2,"192187","ENSMUST00000160024.7",0,"ENSMUSG00000042286","Stab1","stabilin 1"
"58","chr6",140423597,140424452,856,"*","Promoter (<=1kb)",6,140424054,140597110,173057,1,"109135","ENSMUST00000087622.5",0,"ENSMUSG00000030231","Plekha5","pleckstrin homology domain containing, family A member 5"
"59","chr18",32407053,32407957,905,"*","Promoter (<=1kb)",18,32407634,32419907,12274,1,"30948","ENSMUST00000234024.1",0,"ENSMUSG00000024381","Bin1","bridging integrator 1"
"60","chr15",74672197,74673106,910,"*","Promoter (<=1kb)",15,74669083,74672568,3486,2,"11838","ENSMUST00000023268.13",0,"ENSMUSG00000022602","Arc","activity regulated cytoskeletal-associated protein"
"61","chr15",74720688,74721560,873,"*","Promoter (<=1kb)",15,74721204,74724639,3436,1,"223626","ENSMUST00000070923.2",0,"ENSMUSG00000056665","Them6","thioesterase superfamily member 6"
"62","chr17",74318358,74319248,891,"*","Promoter (1-2kb)",17,74299474,74316463,16990,2,"66310","ENSMUST00000233581.1",-1895,"ENSMUSG00000024067","Dpy30","dpy-30, histone methyltransferase complex regulatory subunit"
"63","chr3",51254518,51255468,951,"*","3' UTR",3,51243408,51249786,6379,1,"12457","ENSMUST00000193018.1",11110,"ENSMUSG00000023087","Noct","nocturnin"
"64","chr17",43606446,43607359,914,"*","Exon (ENSMUST00000024706.11/27226, exon 10 of 12)",17,43615559,43620485,4927,2,"210510","ENSMUST00000162232.1",13126,"ENSMUSG00000040140","Tdrd6","tudor domain containing 6"
"65","chr1",144311990,144312835,846,"*","Exon (ENSMUST00000187999.1/ENSMUST00000187999.1, exon 1 of 1)",1,144242296,144249242,6947,2,"50778","ENSMUST00000189061.6",-62748,"ENSMUSG00000026358","Rgs1","regulator of G-protein signaling 1"
"66","chr11",88194258,88194744,487,"*","Downstream (<=300bp)",11,88187821,88193004,5184,1,"103841","ENSMUST00000125297.1",6437,"ENSMUSG00000018378","Cuedc1","CUE domain containing 1"
"67","chr11",82182988,82183868,881,"*","Intron (ENSMUST00000138333.1/20290, intron 9 of 10)",11,82176659,82179812,3154,2,"20290","ENSMUST00000021043.4",-3176,"ENSMUSG00000020702","Ccl1","chemokine (C-C motif) ligand 1"
"68","chr19",44895061,44895928,868,"*","Distal Intergenic",19,44931151,44983188,52038,1,"226151","ENSMUST00000096053.4",-35223,"ENSMUSG00000036097","Slf2","SMC5-SMC6 complex localization factor 2"
"69","chr15",86134981,86135887,907,"*","3' UTR",15,86140321,86152448,12128,2,"223753","ENSMUST00000156546.1",16561,"ENSMUSG00000035891","Cerk","ceramide kinase"
"70","chr11",49955609,49956518,910,"*","Intron (ENSMUST00000093141.11/74563, intron 1 of 12)",11,49963785,49975750,11966,1,"74563","ENSMUST00000109172.3",-7267,"ENSMUSG00000020374","Rasgef1c","RasGEF domain family, member 1C"
"71","chr9",71160504,71161384,881,"*","Promoter (1-2kb)",9,71110662,71162633,51972,2,"64008","ENSMUST00000060917.11",1249,"ENSMUSG00000032204","Aqp9","aquaporin 9"
"72","chr7",3411113,3411863,751,"*","Exon (ENSMUST00000182222.7/81905, exon 4 of 6)",7,3415066,3415156,91,1,"104795667","ENSMUST00000178285.1",-3203,"ENSMUSG00000094210","Mir935","microRNA 935"
"73","chr14",121450781,121451691,911,"*","Distal Intergenic",14,121470656,121492469,21814,2,"56643","ENSMUST00000227372.1",40778,"ENSMUSG00000025557","Slc15a1","solute carrier family 15 (oligopeptide transporter), member 1"
"74","chr1",127270148,127271086,939,"*","Exon (ENSMUST00000194151.1/ENSMUST00000194151.1, exon 1 of 1)",1,127306762,127483704,176943,1,"107895","ENSMUST00000171405.1",-35676,"ENSMUSG00000036155","Mgat5","mannoside acetylglucosaminyltransferase 5"
"75","chr7",102246812,102247649,838,"*","Promoter (2-3kb)",7,102239123,102250088,10966,2,"56212","ENSMUST00000106923.1",2439,"ENSMUSG00000073982","Rhog","ras homolog family member G"
"76","chr18",60523741,60524357,617,"*","Promoter (1-2kb)",18,60526185,60557939,31755,1,"67665","ENSMUST00000223984.1",-1828,"ENSMUSG00000024603","Dctn4","dynactin 4"
"77","chr7",125593611,125594522,912,"*","Distal Intergenic",7,125603429,125631506,28078,1,"60504","ENSMUST00000206234.1",-8907,"ENSMUSG00000030745","Il21r","interleukin 21 receptor"
"78","chr11",18924629,18925511,883,"*","Intron (ENSMUST00000144988.7/17268, intron 8 of 9)",11,18880668,19012002,131335,2,"17268","ENSMUST00000118661.7",86491,"ENSMUSG00000020160","Meis1","Meis homeobox 1"
"79","chr9",61012788,61013666,879,"*","Exon (ENSMUST00000215132.1/ENSMUST00000215132.1, exon 1 of 3)",9,61017069,61019797,2729,1,"330956","ENSMUST00000216854.1",-3403,"ENSMUSG00000111290","Gm5122","predicted gene 5122"
"80","chr6",133104977,133105868,892,"*","Promoter (<=1kb)",6,133105256,133110897,5642,1,"381820","ENSMUST00000191462.1",0,"ENSMUSG00000072704","Smim10l1","small integral membrane protein 10 like 1"
"81","chr11",77980029,77980839,811,"*","Promoter (1-2kb)",11,77982754,78026214,43461,1,"268448","ENSMUST00000108360.7",-1915,"ENSMUSG00000037791","Phf12","PHD finger protein 12"
"82","chr7",35139584,35140487,904,"*","Intron (ENSMUST00000206742.1/ENSMUST00000206742.1, intron 2 of 2)",7,35119303,35121928,2626,1,"12606","ENSMUST00000042985.10",20281,"ENSMUSG00000034957","Cebpa","CCAAT/enhancer binding protein (C/EBP), alpha"
