"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr7",24082990,24083579,590,"*","Promoter (1-2kb)",7,24081954,24107692,25739,1,"210135","ENSMUST00000203854.2",1036,"ENSMUSG00000057101","Zfp180","zinc finger protein 180"
"2","chr14",20695046,20695893,848,"*","Promoter (<=1kb)",14,20694977,20700195,5219,1,"73068","ENSMUST00000225804.1",69,"ENSMUSG00000039357","Fut11","fucosyltransferase 11"
"3","chr16",20240664,20241606,943,"*","Promoter (<=1kb)",16,20233303,20241358,8056,2,"208158","ENSMUST00000040880.8",0,"ENSMUSG00000041205","Map6d1","MAP6 domain containing 1"
"4","chr8",13550774,13551656,883,"*","3' UTR",8,13551011,13562405,11395,2,"66501","ENSMUST00000033830.14",10749,"ENSMUSG00000031452","1700029H14Rik","RIKEN cDNA 1700029H14 gene"
"5","chr11",34228713,34229617,905,"*","Promoter (2-3kb)",11,34230559,34231670,1112,2,"94176","ENSMUST00000127846.1",2053,"ENSMUSG00000020143","Dock2","dedicator of cyto-kinesis 2"
"6","chr7",67548496,67549274,779,"*","Intron (ENSMUST00000053950.9/67867, intron 6 of 9)",7,67529711,67535397,5687,2,"67867","ENSMUST00000185818.1",-13099,"ENSMUSG00000030556","Lrrc28","leucine rich repeat containing 28"
"7","chr2",152847537,152848421,885,"*","Promoter (<=1kb)",2,152847964,152895321,47358,1,"72119","ENSMUST00000164120.7",0,"ENSMUSG00000027469","Tpx2","TPX2, microtubule-associated"
"8","chr17",43229572,43230482,911,"*","Distal Intergenic",17,43270329,43324737,54409,1,"77596","ENSMUST00000047399.5",-39847,"ENSMUSG00000041293","Adgrf1","adhesion G protein-coupled receptor F1"
"9","chr5",66641923,66642787,865,"*","Intron (ENSMUST00000152002.3/101202684, intron 1 of 4)",5,66298728,66618784,320057,2,"11787","ENSMUST00000159512.7",-23139,"ENSMUSG00000029207","Apbb2","amyloid beta (A4) precursor protein-binding, family B, member 2"
"10","chr2",61454165,61454957,793,"*","Distal Intergenic",2,61578585,61654171,75587,1,"21353","ENSMUST00000112502.7",-123628,"ENSMUSG00000064289","Tank","TRAF family member-associated Nf-kappa B activator"
