"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr11",103177827,103178739,913,"*","Promoter (2-3kb)",11,103180747,103190368,9622,1,"57778","ENSMUST00000126425.7",-2008,"ENSMUSG00000055805","Fmnl1","formin-like 1"
"2","chr2",158132833,158133734,902,"*","Intron (ENSMUST00000103122.9/21817, intron 4 of 12)",2,158134322,158139736,5415,2,"21817","ENSMUST00000152690.1",6002,"ENSMUSG00000037820","Tgm2","transglutaminase 2, C polypeptide"
"3","chr13",17804857,17805781,925,"*","Promoter (<=1kb)",13,17710315,17805097,94783,2,"69562","ENSMUST00000223490.1",0,"ENSMUSG00000041297","Cdk13","cyclin-dependent kinase 13"
"4","chr13",54218090,54218981,892,"*","Intron (ENSMUST00000038101.3/15466, intron 2 of 2)",13,54214007,54236180,22174,1,"15466","ENSMUST00000211742.1",4083,"ENSMUSG00000034987","Hrh2","histamine receptor H2"
"5","chr1",191280749,191281679,931,"*","Intron (ENSMUST00000192965.1/ENSMUST00000192965.1, intron 1 of 5)",1,191306789,191318194,11406,2,"66208","ENSMUST00000046770.9",36515,"ENSMUSG00000037499","Nenf","neuron derived neurotrophic factor"
"6","chr2",29672699,29673615,917,"*","Intron (ENSMUST00000095087.10/107746, intron 1 of 25)",2,29702482,29740363,37882,1,"107746","ENSMUST00000147488.1",-28867,"ENSMUSG00000039844","Rapgef1","Rap guanine nucleotide exchange factor (GEF) 1"
"7","chr19",18631378,18632216,839,"*","Promoter (<=1kb)",19,18516137,18631823,115687,2,"20409","ENSMUST00000236615.1",0,"ENSMUSG00000024725","Ostf1","osteoclast stimulating factor 1"
"8","chr1",64301030,64301934,905,"*","Intron (ENSMUST00000190863.1/ENSMUST00000190863.1, intron 1 of 1)",1,64079103,64122282,43180,2,"93691","ENSMUST00000135075.1",-178748,"ENSMUSG00000025959","Klf7","Kruppel-like factor 7 (ubiquitous)"
"9","chr5",123128509,123129273,765,"*","Intron (ENSMUST00000186469.6/23912, intron 2 of 5)",5,123103044,123132396,29353,2,"23912","ENSMUST00000186469.6",3123,"ENSMUSG00000029449","Rhof","ras homolog family member F (in filopodia)"
"10","chr15",78258027,78258710,684,"*","Promoter (2-3kb)",15,78260878,78262575,1698,1,"17972","ENSMUST00000148646.1",-2168,"ENSMUSG00000071715","Ncf4","neutrophil cytosolic factor 4"
"11","chr1",93511546,93512468,923,"*","Promoter (<=1kb)",1,93512079,93621976,109898,1,"227377","ENSMUST00000120301.7",0,"ENSMUSG00000034066","Farp2","FERM, RhoGEF and pleckstrin domain protein 2"
"12","chr16",91355000,91355672,673,"*","Distal Intergenic",16,91372783,91405589,32807,1,"15976","ENSMUST00000023693.13",-17111,"ENSMUSG00000022971","Ifnar2","interferon (alpha and beta) receptor 2"
