"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr1",137751182,137752117,936,"*","Distal Intergenic",1,137966455,137966541,87,1,"735252","ENSMUST00000083631.1",-214338,"ENSMUSG00000065565","Mir181a-1","microRNA 181a-1"
"2","chr6",108688113,108689013,901,"*","Distal Intergenic",6,108577039,108660934,83896,2,"75394","ENSMUST00000137478.3",-27179,"ENSMUSG00000087341","0610040F04Rik","RIKEN cDNA 0610040F04 gene"
"3","chr3",51209619,51210506,888,"*","Distal Intergenic",3,51224447,51251644,27198,1,"12457","ENSMUST00000023849.14",-13941,"ENSMUSG00000023087","Noct","nocturnin"
"4","chr16",33751303,33752180,878,"*","Promoter (<=1kb)",16,33753156,33761012,7857,1,"77446","ENSMUST00000152832.1",-976,"ENSMUSG00000075254","Heg1","heart development protein with EGF-like domains 1"
"5","chr6",144693125,144694046,922,"*","Exon (ENSMUST00000139351.7/66760, exon 3 of 3)",6,144679702,144693584,13883,1,"66760","ENSMUST00000154167.1",13423,"ENSMUSG00000085785","Sox5os3","SRY (sex determining region Y)-box 5, opposite strand 3"
"6","chr12",16583682,16584565,884,"*","5' UTR",12,16577069,16589720,12652,2,"14245","ENSMUST00000221146.1",5155,"ENSMUSG00000020593","Lpin1","lipin 1"
"7","chr11",109671530,109672431,902,"*","Intron (ENSMUST00000155559.7/208659, intron 11 of 11)",11,109673474,109676422,2949,2,"208659","ENSMUST00000146408.7",3991,"ENSMUSG00000020614","Fam20a","FAM20A, golgi associated secretory pathway pseudokinase"
"8","chr1",135282292,135283207,916,"*","Promoter (<=1kb)",1,135262712,135284084,21373,2,"215615","ENSMUST00000074357.7",877,"ENSMUSG00000041926","Rnpep","arginyl aminopeptidase (aminopeptidase B)"
"9","chr16",89972820,89973734,915,"*","Promoter (<=1kb)",16,89908548,89973899,65352,2,"21844","ENSMUST00000155915.1",165,"ENSMUSG00000002489","Tiam1","T cell lymphoma invasion and metastasis 1"
"10","chr2",29934934,29935845,912,"*","Promoter (<=1kb)",2,29935426,29960371,24946,1,"74412","ENSMUST00000019859.8",0,"ENSMUSG00000019715","Gle1","GLE1 RNA export mediator (yeast)"
"11","chr4",151005640,151006504,865,"*","3' UTR",4,150997097,151001810,4714,1,"24111","ENSMUST00000030803.1",8543,"ENSMUSG00000028963","Uts2","urotensin 2"
"12","chr4",105263369,105264272,904,"*","Distal Intergenic",4,105157347,105232764,75418,1,"67916","ENSMUST00000064139.7",106022,"ENSMUSG00000028517","Plpp3","phospholipid phosphatase 3"
"13","chr17",34685477,34686367,891,"*","Exon (ENSMUST00000238967.1/81877, exon 11 of 44)",17,34670535,34719815,49281,1,"81877","ENSMUST00000238305.1",14942,"ENSMUSG00000033327","Tnxb","tenascin XB"
"14","chr1",182511555,182512466,912,"*","Exon (ENSMUST00000068505.9/12334, exon 2 of 21)",1,182467260,182517524,50265,2,"12334","ENSMUST00000068505.9",5058,"ENSMUSG00000026509","Capn2","calpain 2"
"15","chr13",30606182,30607055,874,"*","Distal Intergenic",13,30615043,30624259,9217,1,"75090","ENSMUST00000151471.1",-7988,"ENSMUSG00000086263","4930519D14Rik","RIKEN cDNA 4930519D14 gene"
"16","chr9",62353572,62354483,912,"*","Intron (ENSMUST00000138226.7/11737, intron 1 of 6)",9,62344799,62374715,29917,1,"11737","ENSMUST00000126451.7",8773,"ENSMUSG00000032249","Anp32a","acidic (leucine-rich) nuclear phosphoprotein 32 family, member A"
"17","chr19",23273432,23274306,875,"*","Promoter (<=1kb)",19,23206451,23273818,67368,2,"226026","ENSMUST00000087556.6",0,"ENSMUSG00000024943","Smc5","structural maintenance of chromosomes 5"
