"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr3",51226427,51227303,877,"*","Promoter (1-2kb)",3,51224470,51251631,27162,1,"12457","ENSMUST00000167780.1",1957,"ENSMUSG00000023087","Noct","nocturnin"
"2","chr4",109666428,109667333,906,"*","Promoter (<=1kb)",4,109660876,109667189,6314,2,"12580","ENSMUST00000097921.9",0,"ENSMUSG00000028551","Cdkn2c","cyclin dependent kinase inhibitor 2C"
"3","chr15",102315062,102315954,893,"*","Promoter (<=1kb)",15,102316485,102317076,592,1,"105988","ENSMUST00000230116.1",-531,"ENSMUSG00000058290","Espl1","extra spindle pole bodies 1, separase"
"4","chr5",29772672,29773597,926,"*","Intron (ENSMUST00000008733.14/23950, intron 8 of 9)",5,29765190,29766687,1498,1,"23950","ENSMUST00000139126.1",7482,"ENSMUSG00000029131","Dnajb6","DnaJ heat shock protein family (Hsp40) member B6"
"5","chr10",68136224,68137081,858,"*","Promoter (<=1kb)",10,68096454,68136626,40173,2,"71371","ENSMUST00000218532.1",0,"ENSMUSG00000019947","Arid5b","AT rich interactive domain 5B (MRF1-like)"
"6","chr9",7867723,7868471,749,"*","Intron (ENSMUST00000013949.14/11796, intron 1 of 8)",9,7866193,7872857,6665,2,"11796","ENSMUST00000161099.1",4386,"ENSMUSG00000032000","Birc3","baculoviral IAP repeat-containing 3"
"7","chr4",126741206,126742105,900,"*","Distal Intergenic",4,126716006,126736240,20235,2,"332937","ENSMUST00000048194.7",-4966,"ENSMUSG00000042477","Tfap2e","transcription factor AP-2, epsilon"
"8","chr17",84096187,84097079,893,"*","Distal Intergenic",17,84078660,84089875,11216,1,"74473","ENSMUST00000234076.1",17527,"ENSMUSG00000117571","4933433H22Rik","RIKEN cDNA 4933433H22 gene"
"9","chr15",102671790,102672495,706,"*","Promoter (<=1kb)",15,102665801,102672352,6552,2,"67942","ENSMUST00000186952.1",0,"ENSMUSG00000062683","Atp5g2","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)"
"10","chr11",114675096,114675902,807,"*","Promoter (<=1kb)",11,114675431,114720977,45547,1,"117160","ENSMUST00000045779.5",0,"ENSMUSG00000034714","Ttyh2","tweety family member 2"
"11","chr2",26502005,26502773,769,"*","Promoter (1-2kb)",2,26457903,26503822,45920,2,"18128","ENSMUST00000028288.4",1049,"ENSMUSG00000026923","Notch1","notch 1"
"12","chr17",35704357,35705229,873,"*","Promoter (<=1kb)",17,35681567,35704599,23033,2,"12305","ENSMUST00000117301.7",0,"ENSMUSG00000003534","Ddr1","discoidin domain receptor family, member 1"
"13","chr17",32215324,32216186,863,"*","Intron (ENSMUST00000003726.15/57261, intron 8 of 19)",17,32198470,32201008,2539,2,"57261","ENSMUST00000230858.1",-14316,"ENSMUSG00000024002","Brd4","bromodomain containing 4"
"14","chr14",67096668,67097437,770,"*","Distal Intergenic",14,67014056,67072444,58389,2,"71978","ENSMUST00000089230.6",-24224,"ENSMUSG00000022052","Ppp2r2a","protein phosphatase 2, regulatory subunit B, alpha"
"15","chr12",84201135,84201991,857,"*","Intron (ENSMUST00000046266.12/238317, intron 1 of 12)",12,84149278,84194015,44738,2,"238317","ENSMUST00000110294.1",-7120,"ENSMUSG00000042507","Mideas","mitotic deacetylase associated SANT domain protein"
"16","chr13",100616376,100617229,854,"*","Promoter (<=1kb)",13,100595957,100616971,21015,2,"218518","ENSMUST00000022137.13",0,"ENSMUSG00000021636","Marveld2","MARVEL (membrane-associating) domain containing 2"
"17","chr4",99193825,99194655,831,"*","Promoter (<=1kb)",4,99193934,99259787,65854,1,"242557","ENSMUST00000030279.14",0,"ENSMUSG00000028550","Atg4c","autophagy related 4C, cysteine peptidase"
"18","chr9",119357103,119358002,900,"*","Promoter (<=1kb)",9,119357381,119393320,35940,1,"102448","ENSMUST00000039610.9",0,"ENSMUSG00000035769","Xylb","xylulokinase homolog (H. influenzae)"
"19","chr2",170153482,170154398,917,"*","Distal Intergenic",2,170120719,170148103,27385,2,"228913","ENSMUST00000149318.1",-5379,"ENSMUSG00000052056","Zfp217","zinc finger protein 217"
"20","chr5",96909084,96909946,863,"*","Distal Intergenic",5,96921272,96934867,13596,1,"666266","ENSMUST00000200139.1",-11326,"ENSMUSG00000106357","Gm8013","predicted gene 8013"
"21","chr16",84989628,84990540,913,"*","Intron (ENSMUST00000227723.1/11820, intron 13 of 17)",16,84955148,84977983,22836,2,"11820","ENSMUST00000228375.1",-11645,"ENSMUSG00000022892","App","amyloid beta (A4) precursor protein"
"22","chr2",118199713,118200558,846,"*","Intron (ENSMUST00000231133.1/71313, intron 10 of 11)",2,118130424,118256956,126533,2,"71313","ENSMUST00000231133.1",56398,"ENSMUSG00000027344","Fsip1","fibrous sheath-interacting protein 1"
