"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr16",90137158,90138123,966,"*","Intron (ENSMUST00000114124.8/21844, intron 1 of 11)",16,89787111,90143769,356659,2,"21844","ENSMUST00000114124.8",5646,"ENSMUSG00000002489","Tiam1","T cell lymphoma invasion and metastasis 1"
"2","chr3",159494943,159495841,899,"*","Promoter (<=1kb)",3,159495433,159529955,34523,1,"76131","ENSMUST00000120272.7",0,"ENSMUSG00000028175","Depdc1a","DEP domain containing 1a"
"3","chr4",127235638,127236548,911,"*","3' UTR",4,127243784,127247809,4026,1,"80284","ENSMUST00000142029.1",-7236,"ENSMUSG00000042380","Smim12","small integral membrane protein 12"
"4","chr4",46130015,46130956,942,"*","Promoter (<=1kb)",4,46128966,46131923,2958,2,"272027","ENSMUST00000137399.1",967,"ENSMUSG00000035495","Tstd2","thiosulfate sulfurtransferase (rhodanese)-like domain containing 2"
"5","chr11",95431919,95432808,890,"*","Intron (ENSMUST00000107724.8/20747, intron 2 of 10)",11,95414243,95474335,60093,1,"20747","ENSMUST00000127713.1",17676,"ENSMUSG00000057522","Spop","speckle-type BTB/POZ protein"
"6","chr13",108498178,108499056,879,"*","Exon (ENSMUST00000183702.1/ENSMUST00000183702.1, exon 1 of 1)",13,108450009,108860143,410135,1,"238871","ENSMUST00000151111.1",48169,"ENSMUSG00000021699","Pde4d","phosphodiesterase 4D, cAMP specific"
"7","chr12",17032566,17033365,800,"*","Distal Intergenic",12,17003319,17011727,8409,2,"73667","ENSMUST00000095823.8",-20839,"ENSMUSG00000071398","2410004P03Rik","RIKEN cDNA 2410004P03 gene"
"8","chr16",19767774,19768631,858,"*","Intron (ENSMUST00000121344.7/108105, intron 4 of 4)",16,19761054,19770624,9571,1,"108105","ENSMUST00000119468.1",6720,"ENSMUSG00000022686","B3gnt5","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
"9","chr11",109479656,109480508,853,"*","Intron (ENSMUST00000152252.7/74008, intron 1 of 3)",11,109485023,109489897,4875,1,"74008","ENSMUST00000136336.1",-4515,"ENSMUSG00000020604","Arsg","arylsulfatase G"
"10","chr9",57887825,57888653,829,"*","Distal Intergenic",9,57910979,57929968,18990,1,"69459","ENSMUST00000216925.1",-22326,"ENSMUSG00000055720","Ubl7","ubiquitin-like 7 (bone marrow stromal cell-derived)"
"11","chr13",63112773,63113635,863,"*","Intron (ENSMUST00000091560.10/72061, intron 4 of 14)",13,63107522,63190551,83030,1,"72061","ENSMUST00000222907.1",5251,"ENSMUSG00000021458","Aopep","aminopeptidase O"
"12","chr10",112159927,112160791,865,"*","Promoter (2-3kb)",10,112163621,112216555,52935,1,"353025","ENSMUST00000092176.7",-2830,"ENSMUSG00000035694","Caps2","calcyphosphine 2"
"13","chr6",120452928,120453739,812,"*","Distal Intergenic",6,120463247,120483729,20483,1,"16172","ENSMUST00000204239.2",-9508,"ENSMUSG00000002897","Il17ra","interleukin 17 receptor A"
"14","chr18",34079799,34080679,881,"*","Distal Intergenic",18,33918794,34006966,88173,2,"13824","ENSMUST00000237971.1",-72833,"ENSMUSG00000024376","Epb41l4a","erythrocyte membrane protein band 4.1 like 4a"
"15","chr2",32488462,32489332,871,"*","Exon (ENSMUST00000195599.1/ENSMUST00000195599.1, exon 1 of 1)",2,32414490,32451445,36956,2,"227731","ENSMUST00000113310.8",-37017,"ENSMUSG00000026819","Slc25a25","solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25"
