"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr11",113062928,113063858,931,"*","Intron (ENSMUST00000136438.7/72386, intron 2 of 2)",11,113043895,113173077,129183,2,"72386","ENSMUST00000136438.7",109219,"ENSMUSG00000087259","2610035D17Rik","RIKEN cDNA 2610035D17 gene"
"2","chr2",152903927,152904765,839,"*","Distal Intergenic",2,152911352,152923068,11717,1,"228785","ENSMUST00000028970.7",-6587,"ENSMUSG00000027470","Mylk2","myosin, light polypeptide kinase 2, skeletal muscle"
"3","chr5",125245476,125246362,887,"*","Intron (ENSMUST00000198586.1/ENSMUST00000198586.1, intron 2 of 3)",5,125277787,125284159,6373,2,"20778","ENSMUST00000124582.1",37797,"ENSMUSG00000037936","Scarb1","scavenger receptor class B, member 1"
"4","chr10",94545333,94546244,912,"*","Promoter (<=1kb)",10,94545431,94578922,33492,1,"319880","ENSMUST00000148823.2",0,"ENSMUSG00000020023","Tmcc3","transmembrane and coiled coil domains 3"
"5","chr5",96856254,96857165,912,"*","Distal Intergenic",5,96841998,96845860,3863,1,"11745","ENSMUST00000196126.1",14256,"ENSMUSG00000029484","Anxa3","annexin A3"
"6","chr2",173257624,173258462,839,"*","Intron (ENSMUST00000036248.12/65112, intron 1 of 3)",2,173228046,173276189,48144,2,"65112","ENSMUST00000139306.1",17727,"ENSMUSG00000038400","Pmepa1","prostate transmembrane protein, androgen induced 1"
"7","chr15",102315062,102315954,893,"*","Promoter (<=1kb)",15,102316485,102317076,592,1,"105988","ENSMUST00000230116.1",-531,"ENSMUSG00000058290","Espl1","extra spindle pole bodies 1, separase"
"8","chr2",33221145,33222021,877,"*","Intron (ENSMUST00000004208.6/26360, intron 1 of 4)",2,33216117,33242393,26277,1,"26360","ENSMUST00000193373.2",5028,"ENSMUSG00000004105","Angptl2","angiopoietin-like 2"
"9","chr5",140768236,140768903,668,"*","Intron (ENSMUST00000000153.8/14673, intron 2 of 3)",5,140749283,140761439,12157,1,"231842","ENSMUST00000176035.1",18953,"ENSMUSG00000050022","Amz1","archaelysin family metallopeptidase 1"
"10","chr12",3854172,3855041,870,"*","Intron (ENSMUST00000085826.12/13435, intron 3 of 3)",12,3849635,3907887,58253,1,"13435","ENSMUST00000174483.7",4537,"ENSMUSG00000020661","Dnmt3a","DNA methyltransferase 3A"
"11","chr17",48355687,48356571,885,"*","Distal Intergenic",17,48359916,48367146,7231,1,"71326","ENSMUST00000224001.1",-3345,"ENSMUSG00000023993","Treml1","triggering receptor expressed on myeloid cells-like 1"
