"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr5",129669608,129670499,892,"*","Promoter (<=1kb)",5,129654593,129670099,15507,2,"22648","ENSMUST00000049778.6",0,"ENSMUSG00000051034","Zfp11","zinc finger protein 11"
"2","chr10",77130300,77131189,890,"*","Intron (ENSMUST00000081654.12/12822, intron 2 of 41)",10,77053194,77113946,60753,2,"12822","ENSMUST00000072755.11",-16354,"ENSMUSG00000001435","Col18a1","collagen, type XVIII, alpha 1"
"3","chr6",127165445,127166324,880,"*","Intron (ENSMUST00000180811.1/77558, intron 1 of 2)",6,127146023,127152193,6171,2,"12444","ENSMUST00000201902.3",-13252,"ENSMUSG00000000184","Ccnd2","cyclin D2"
"4","chr13",97539447,97540296,850,"*","Distal Intergenic",13,97559971,97583996,24026,1,"328314","ENSMUST00000210827.1",-19675,"ENSMUSG00000110235","Gm5086","predicted gene 5086"
"5","chr10",77417850,77418719,870,"*","Promoter (<=1kb)",10,77290726,77418265,127540,2,"110532","ENSMUST00000020496.13",0,"ENSMUSG00000020262","Adarb1","adenosine deaminase, RNA-specific, B1"
"6","chr4",134542973,134543878,906,"*","Promoter (1-2kb)",4,134539579,134541022,1444,2,"74777","ENSMUST00000127585.1",-1951,"ENSMUSG00000050989","Selenon","selenoprotein N"
"7","chr1",87265215,87265988,774,"*","Promoter (<=1kb)",1,87264363,87310839,46477,1,"98363","ENSMUST00000027472.6",852,"ENSMUSG00000026255","Efhd1","EF hand domain containing 1"
"8","chr8",111089853,111090751,899,"*","Promoter (1-2kb)",8,111069498,111092426,22929,2,"353287","ENSMUST00000190222.1",1675,"ENSMUSG00000033633","Clec18a","C-type lectin domain family 18, member A"
"9","chr19",44295560,44296393,834,"*","Promoter (1-2kb)",19,44294076,44303978,9903,1,"20250","ENSMUST00000237039.1",1484,"ENSMUSG00000025203","Scd2","stearoyl-Coenzyme A desaturase 2"
"10","chr6",125443654,125444484,831,"*","Distal Intergenic",6,125462116,125463024,909,2,"12527","ENSMUST00000140024.1",18540,"ENSMUSG00000030342","Cd9","CD9 antigen"
"11","chr14",27508018,27508940,923,"*","Promoter (<=1kb)",14,27481090,27508460,27371,2,"320234","ENSMUST00000223689.1",0,"ENSMUSG00000046753","Ccdc66","coiled-coil domain containing 66"
"12","chr6",65672455,65673296,842,"*","Promoter (<=1kb)",6,65671590,65712326,40737,1,"68169","ENSMUST00000054351.5",865,"ENSMUSG00000049001","Ndnf","neuron-derived neurotrophic factor"
"13","chr6",53455297,53456099,803,"*","Intron (ENSMUST00000203528.2/231991, intron 5 of 10)",6,53573300,53700367,127068,1,"231991","ENSMUST00000205120.2",-117201,"ENSMUSG00000053007","Creb5","cAMP responsive element binding protein 5"
"14","chr12",100210719,100211634,916,"*","Distal Intergenic",12,100205403,100206495,1093,1,"12313","ENSMUST00000127300.1",5316,"ENSMUSG00000001175","Calm1","calmodulin 1"
"15","chrX",60404516,60405117,602,"*","Promoter (<=1kb)",20,60223293,60403981,180689,2,"320940","ENSMUST00000101527.2",-535,"ENSMUSG00000062949","Atp11c","ATPase, class VI, type 11C"
"16","chr2",33215492,33216386,895,"*","Promoter (<=1kb)",2,33216069,33247717,31649,1,"26360","ENSMUST00000004208.6",0,"ENSMUSG00000004105","Angptl2","angiopoietin-like 2"
"17","chr11",69410426,69411274,849,"*","Promoter (2-3kb)",11,69398508,69413675,15168,2,"216850","ENSMUST00000094077.4",2401,"ENSMUSG00000018476","Kdm6b","KDM1 lysine (K)-specific demethylase 6B"
"18","chr11",53706833,53707682,850,"*","Promoter (<=1kb)",11,53649519,53707319,57801,2,"19360","ENSMUST00000020649.13",0,"ENSMUSG00000020380","Rad50","RAD50 double strand break repair protein"
"19","chr6",129033142,129034029,888,"*","Distal Intergenic",6,129045901,129057464,11564,1,"232408","ENSMUST00000032257.9",-11872,"ENSMUSG00000030154","Klrb1f","killer cell lectin-like receptor subfamily B member 1F"
"20","chr4",110020121,110020975,855,"*","Distal Intergenic",4,109978053,109983687,5635,1,"242620","ENSMUST00000061187.3",42068,"ENSMUSG00000047143","Dmrta2","doublesex and mab-3 related transcription factor like family A2"
"21","chr10",115171304,115172126,823,"*","Intron (ENSMUST00000006949.8/216343, intron 5 of 10)",10,115174080,115175558,1479,2,"216343","ENSMUST00000155794.1",3432,"ENSMUSG00000006764","Tph2","tryptophan hydroxylase 2"
"22","chr1",39529990,39530890,901,"*","Distal Intergenic",1,39534992,39546889,11898,1,"52846","ENSMUST00000161515.7",-4102,"ENSMUSG00000003135","Cnot11","CCR4-NOT transcription complex, subunit 11"
"23","chr17",56290917,56291727,811,"*","Promoter (<=1kb)",17,56277476,56290511,13036,2,"66905","ENSMUST00000019726.7",-406,"ENSMUSG00000024197","Plin3","perilipin 3"
"24","chr17",39848047,39848898,852,"*","Promoter (1-2kb)",17,39846958,39848788,1831,1,"100861531","ENSMUST00000182010.1",1089,NA,"Rn45s","45S pre-ribosomal RNA"
"25","chr1",193698744,193699478,735,"*","Distal Intergenic",1,193507463,193507530,68,2,"387201","ENSMUST00000083599.1",-191214,"ENSMUSG00000065533","Mir205","microRNA 205"
"26","chr2",71539621,71540180,560,"*","Promoter (1-2kb)",2,71532784,71537891,5108,2,"111970","ENSMUST00000137251.2",-1730,NA,"Dlx1as","distal-less homeobox 1, antisense"
"27","chr12",70346995,70347890,896,"*","Promoter (<=1kb)",12,70244533,70347350,102818,2,"94090","ENSMUST00000110522.9",0,"ENSMUSG00000021071","Trim9","tripartite motif-containing 9"
"28","chr13",107094453,107095134,682,"*","Intron (ENSMUST00000224811.1/ENSMUST00000224811.1, intron 1 of 1)",13,107032880,107055497,22618,1,"100040322","ENSMUST00000224838.1",61573,"ENSMUSG00000071181","3830408C21Rik","RIKEN cDNA 3830408C21 gene"
"29","chr11",74568509,74569404,896,"*","Intron (ENSMUST00000102521.8/380711, intron 1 of 24)",11,74437043,74590124,153082,2,"380711","ENSMUST00000145524.1",20720,"ENSMUSG00000038807","Rap1gap2","RAP1 GTPase activating protein 2"
"30","chr16",59616944,59618015,1072,"*","Intron (ENSMUST00000023405.15/56297, intron 7 of 7)",16,59613605,59632520,18916,2,"56297","ENSMUST00000118438.7",14505,"ENSMUSG00000022722","Arl6","ADP-ribosylation factor-like 6"
"31","chr5",24597123,24597843,721,"*","Promoter (<=1kb)",5,24595746,24596989,1244,2,"66993","ENSMUST00000144518.1",-134,"ENSMUSG00000028949","Smarcd3","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
"32","chr11",50377156,50378039,884,"*","Promoter (<=1kb)",11,50377719,50386527,8809,1,"59013","ENSMUST00000069304.13",0,"ENSMUSG00000007850","Hnrnph1","heterogeneous nuclear ribonucleoprotein H1"
"33","chr3",88579241,88580139,899,"*","Promoter (<=1kb)",3,88579608,88588419,8812,1,"66256","ENSMUST00000195014.5",0,"ENSMUSG00000041355","Ssr2","signal sequence receptor, beta"
"34","chr6",21984790,21985474,685,"*","Promoter (<=1kb)",6,21985916,22256404,270489,1,"214642","ENSMUST00000115383.8",-442,"ENSMUSG00000062980","Cped1","cadherin-like and PC-esterase domain containing 1"
"35","chr10",13192603,13193495,893,"*","Promoter (<=1kb)",10,13178140,13193168,15029,2,"353258","ENSMUST00000019950.5",0,"ENSMUSG00000019814","Ltv1","LTV1 ribosome biogenesis factor"
"36","chr6",38875852,38876757,906,"*","Promoter (<=1kb)",6,38694390,38876165,181776,2,"15258","ENSMUST00000161779.7",0,"ENSMUSG00000061436","Hipk2","homeodomain interacting protein kinase 2"
"37","chr1",183378087,183378972,886,"*","Distal Intergenic",1,183356346,183369553,13208,2,"338366","ENSMUST00000194543.2",-8534,"ENSMUSG00000056050","Mia3","MIA SH3 domain ER export factor 3"
"38","chr17",26512360,26512872,513,"*","Intron (ENSMUST00000235532.1/19252, intron 3 of 5)",17,26505590,26508519,2930,2,"19252","ENSMUST00000025025.6",-3841,"ENSMUSG00000024190","Dusp1","dual specificity phosphatase 1"
