"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr3",8766678,8767323,646,"*","Distal Intergenic",3,8663359,8667256,3898,2,"15213","ENSMUST00000042412.4",-99422,"ENSMUSG00000040289","Hey1","hairy/enhancer-of-split related with YRPW motif 1"
"2","chr6",72659654,72660583,930,"*","Intron (ENSMUST00000069536.11/21415, intron 3 of 11)",6,72648815,72671404,22590,2,"21415","ENSMUST00000182651.1",10821,"ENSMUSG00000055799","Tcf7l1","transcription factor 7 like 1 (T cell specific, HMG box)"
"3","chr5",149160170,149161077,908,"*","Intron (ENSMUST00000202133.3/15289, intron 2 of 5)",5,149155439,149156209,771,2,"667410","ENSMUST00000025307.6",-3961,NA,"Gm8615","glucosamine-6-phosphate deaminase 1 pseudogene"
"4","chr11",99369748,99370666,919,"*","Intron (ENSMUST00000006963.2/70843, intron 5 of 7)",11,99364872,99374903,10032,2,"70843","ENSMUST00000006963.2",4237,"ENSMUSG00000055937","Krt28","keratin 28"
"5","chr14",48421731,48422646,916,"*","Distal Intergenic",14,48446124,48520368,74245,1,"218989","ENSMUST00000227440.1",-23478,"ENSMUSG00000036339","Tmem260","transmembrane protein 260"
"6","chr12",55492416,55492878,463,"*","Promoter (<=1kb)",12,55489410,55492647,3238,2,"18035","ENSMUST00000021413.8",0,"ENSMUSG00000021025","Nfkbia","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha"
"7","chr11",62466330,62467236,907,"*","Intron (ENSMUST00000014389.5/327942, intron 1 of 6)",11,62458608,62512238,53631,1,"327942","ENSMUST00000147918.1",7722,"ENSMUSG00000014245","Pigl","phosphatidylinositol glycan anchor biosynthesis, class L"
"8","chr7",80416797,80417602,806,"*","Distal Intergenic",7,80398594,80405436,6843,2,"18550","ENSMUST00000135306.2",-11361,"ENSMUSG00000030530","Furin","furin (paired basic amino acid cleaving enzyme)"
"9","chr11",106416058,106416947,890,"*","Intron (ENSMUST00000001059.8/78943, intron 10 of 21)",11,106380688,106388075,7388,2,"15896","ENSMUST00000141146.1",-27983,"ENSMUSG00000001029","Icam2","intercellular adhesion molecule 2"
"10","chr15",78493266,78494151,886,"*","Promoter (<=1kb)",15,78481324,78493756,12433,2,"16185","ENSMUST00000163494.2",0,"ENSMUSG00000068227","Il2rb","interleukin 2 receptor, beta chain"
"11","chr11",46083416,46084448,1033,"*","Intron (ENSMUST00000011400.7/11492, intron 3 of 22)",11,46102270,46102390,121,1,"102465996","ENSMUST00000184230.1",-17822,"ENSMUSG00000098942","Mir8100","microRNA 8100"
"12","chr1",191193508,191194397,890,"*","Intron (ENSMUST00000195117.1/11910, intron 1 of 3)",1,191170296,191183340,13045,2,"11910","ENSMUST00000027941.13",-10168,"ENSMUSG00000026628","Atf3","activating transcription factor 3"
"13","chr4",95187807,95188719,913,"*","Distal Intergenic",4,95049034,95052222,3189,2,"16476","ENSMUST00000107094.1",-135585,"ENSMUSG00000052684","Jun","jun proto-oncogene"
"14","chr7",113419110,113420026,917,"*","Distal Intergenic",7,113385580,113388570,2991,2,"19226","ENSMUST00000079793.6",-30540,"ENSMUSG00000059077","Pth","parathyroid hormone"
"15","chr7",67854089,67854990,902,"*","Distal Intergenic",7,67784951,67804139,19189,2,"73904","ENSMUST00000208257.1",-49950,"ENSMUSG00000097697","4833412C05Rik","RIKEN cDNA 4833412C05 gene"
"16","chr4",152120356,152121226,871,"*","Promoter (2-3kb)",4,152117971,152119323,1353,1,"85030","ENSMUST00000153619.1",2385,"ENSMUSG00000024793","Tnfrsf25","tumor necrosis factor receptor superfamily, member 25"
"17","chr18",46389885,46390775,891,"*","Intron (ENSMUST00000237993.1/ENSMUST00000237993.1, intron 1 of 1)",18,46465215,46465790,576,2,"72076","ENSMUST00000180618.1",75015,NA,"Mospd4","motile sperm domain containing 4"
"18","chr4",133614113,133614979,867,"*","Promoter (<=1kb)",4,133613316,133615342,2027,2,"503610","ENSMUST00000138639.1",363,"ENSMUSG00000037553","Zdhhc18","zinc finger, DHHC domain containing 18"
"19","chr9",120776323,120777243,921,"*","Distal Intergenic",9,120913774,120915252,1479,2,"76402","ENSMUST00000188320.1",138009,"ENSMUSG00000100146","1700020M21Rik","RIKEN cDNA 1700020M21 gene"
"20","chr17",6016127,6017039,913,"*","Promoter (2-3kb)",17,6013549,6038373,24825,1,"20975","ENSMUST00000154114.7",2578,"ENSMUSG00000023805","Synj2","synaptojanin 2"
"21","chr19",53461161,53461987,827,"*","Promoter (2-3kb)",19,53443230,53464783,21554,2,"381232","ENSMUST00000180489.8",2796,NA,"Mirt1","myocardial infarction associated transcript 1"
"22","chr18",46380689,46381510,822,"*","Intron (ENSMUST00000237993.1/ENSMUST00000237993.1, intron 1 of 1)",18,46282151,46311928,29778,2,"240261","ENSMUST00000072835.6",-68761,"ENSMUSG00000071855","Ccdc112","coiled-coil domain containing 112"
"23","chr7",139972667,139973574,908,"*","Intron (ENSMUST00000139218.1/ENSMUST00000139218.1, intron 2 of 4)",7,139972442,139978719,6278,2,"381933","ENSMUST00000209335.1",5145,"ENSMUSG00000073795","Spef1l","sperm flagellar 1 like"
"24","chr4",32931797,32932699,903,"*","Intron (ENSMUST00000084750.7/140577, intron 1 of 15)",4,32824464,32923505,99042,2,"140577","ENSMUST00000128496.7",-8292,"ENSMUSG00000040183","Ankrd6","ankyrin repeat domain 6"
"25","chr16",21641794,21642712,919,"*","Intron (ENSMUST00000096192.11/209018, intron 45 of 45)",16,21627631,21644416,16786,1,"209018","ENSMUST00000127903.1",14163,"ENSMUSG00000033653","Vps8","VPS8 CORVET complex subunit"
