"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr8",126868735,126869520,786,"*","Intron (ENSMUST00000212406.1/ENSMUST00000212406.1, intron 1 of 8)",8,126839233,126851473,12241,1,"414091","ENSMUST00000212914.1",29502,NA,"A630001O12Rik","RIKEN cDNA A630001O12 gene"
"2","chr6",137455402,137456284,883,"*","Promoter (1-2kb)",6,137454028,137462622,8595,1,"19277","ENSMUST00000203127.1",1374,"ENSMUSG00000030223","Ptpro","protein tyrosine phosphatase, receptor type, O"
"3","chr15",82146732,82147610,879,"*","Promoter (<=1kb)",15,82147181,82205379,58199,1,"20788","ENSMUST00000023100.7",0,"ENSMUSG00000022463","Srebf2","sterol regulatory element binding factor 2"
"4","chr12",54489459,54490340,882,"*","Distal Intergenic",12,54388042,54391318,3277,2,"665239","ENSMUST00000223334.1",-98141,NA,"Gm7550","predicted gene 7550"
"5","chrX",12080092,12080865,774,"*","Promoter (<=1kb)",20,12036740,12080553,43814,2,"71458","ENSMUST00000065143.13",0,"ENSMUSG00000040363","Bcor","BCL6 interacting corepressor"
"6","chr11",83020408,83021114,707,"*","Promoter (<=1kb)",11,83002158,83020722,18565,2,"276950","ENSMUST00000108152.8",0,"ENSMUSG00000035208","Slfn8","schlafen 8"
"7","chr17",87044136,87045042,907,"*","Distal Intergenic",17,87025611,87035472,9862,1,"56724","ENSMUST00000160269.1",18525,"ENSMUSG00000024146","Cript","cysteine-rich PDZ-binding protein"
"8","chr12",84180539,84181462,924,"*","Intron (ENSMUST00000046266.12/238317, intron 1 of 12)",12,84149278,84194015,44738,2,"238317","ENSMUST00000110294.1",12553,"ENSMUSG00000042507","Mideas","mitotic deacetylase associated SANT domain protein"
"9","chr8",11322811,11323670,860,"*","Intron (ENSMUST00000033899.13/12827, intron 3 of 47)",8,11198423,11312826,114404,2,"12826","ENSMUST00000033898.9",-9985,"ENSMUSG00000031502","Col4a1","collagen, type IV, alpha 1"
"10","chr18",62046745,62047540,796,"*","Distal Intergenic",18,61977959,62015719,37761,1,"225608","ENSMUST00000236759.1",68786,"ENSMUSG00000045629","Sh3tc2","SH3 domain and tetratricopeptide repeats 2"
"11","chr2",118547370,118548200,831,"*","Promoter (<=1kb)",2,118530232,118547559,17328,2,"171543","ENSMUST00000110859.2",0,"ENSMUSG00000040093","Bmf","BCL2 modifying factor"
"12","chr8",110645763,110646657,895,"*","Promoter (<=1kb)",8,110645580,110712946,67367,1,"234729","ENSMUST00000213015.1",183,"ENSMUSG00000010936","Vac14","Vac14 homolog (S. cerevisiae)"
"13","chr15",101341524,101342428,905,"*","Intron (ENSMUST00000229584.1/ENSMUST00000229584.1, intron 1 of 4)",15,101348323,101364578,16256,2,"74127","ENSMUST00000230909.1",22150,"ENSMUSG00000037185","Krt80","keratin 80"
"14","chr7",145098294,145099235,942,"*","Distal Intergenic",7,145206389,145207182,794,2,"100040049","ENSMUST00000207703.1",107947,"ENSMUSG00000109305","Smim38","small integral membrane protein 38"
"15","chr5",108426965,108427856,892,"*","Promoter (2-3kb)",5,108430377,108432397,2021,1,"18587","ENSMUST00000130448.1",-2521,"ENSMUSG00000029491","Pde6b","phosphodiesterase 6B, cGMP, rod receptor, beta polypeptide"
