"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr1",71652748,71653627,880,"*","Promoter (<=1kb)",1,71652837,71657457,4621,1,"100042814","ENSMUST00000097699.2",0,"ENSMUSG00000073652","Apol7d","apolipoprotein L 7d"
"2","chr8",105413166,105414065,900,"*","Promoter (<=1kb)",8,105413571,105443822,30252,1,"270091","ENSMUST00000139900.8",0,"ENSMUSG00000054320","Lrrc36","leucine rich repeat containing 36"
"3","chr17",47395247,47396153,907,"*","3' UTR",17,47394558,47400584,6027,2,"14913","ENSMUST00000059348.8",4431,"ENSMUSG00000023982","Guca1a","guanylate cyclase activator 1a (retina)"
"4","chr18",35661722,35662601,880,"*","Promoter (<=1kb)",18,35647268,35662163,14896,2,"69816","ENSMUST00000235292.1",0,"ENSMUSG00000024353","Mzb1","marginal zone B and B1 cell-specific protein 1"
"5","chr1",16656572,16657472,901,"*","Promoter (<=1kb)",1,16641725,16656884,15160,2,"67923","ENSMUST00000188641.6",0,"ENSMUSG00000079658","Eloc","elongin C"
"6","chr3",89394612,89395409,798,"*","Promoter (<=1kb)",3,89392513,89394776,2264,2,"22724","ENSMUST00000139094.1",0,"ENSMUSG00000028042","Zbtb7b","zinc finger and BTB domain containing 7B"
"7","chr7",27329099,27329947,849,"*","Exon (ENSMUST00000038618.12/108075, exon 6 of 33)",7,27311715,27333604,21890,2,"108075","ENSMUST00000118961.2",3657,"ENSMUSG00000040488","Ltbp4","latent transforming growth factor beta binding protein 4"
"8","chr2",153298729,153299616,888,"*","Intron (ENSMUST00000028977.6/16569, intron 1 of 8)",2,153291413,153333390,41978,1,"16569","ENSMUST00000028977.6",7316,"ENSMUSG00000027475","Kif3b","kinesin family member 3B"
"9","chr1",72283862,72284765,904,"*","Promoter (<=1kb)",1,72259167,72284259,25093,2,"111175","ENSMUST00000134840.7",0,"ENSMUSG00000026189","Pecr","peroxisomal trans-2-enoyl-CoA reductase"
"10","chr1",105980845,105981670,826,"*","Intron (ENSMUST00000185535.1/635504, intron 2 of 2)",1,105979350,105990282,10933,2,"635504","ENSMUST00000185535.1",8612,"ENSMUSG00000099843","Gm7160","predicted gene 7160"
