"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr1",177667089,177667982,894,"*","Distal Intergenic",1,177641542,177642943,1402,2,"75589","ENSMUST00000189507.1",-24146,"ENSMUSG00000101746","2310043L19Rik","RIKEN cDNA 2310043L19 gene"
"2","chr11",80043180,80044017,838,"*","Distal Intergenic",11,80056217,80057899,1683,2,"54394","ENSMUST00000147164.1",13882,"ENSMUSG00000017561","Crlf3","cytokine receptor-like factor 3"
"3","chr1",177680947,177681852,906,"*","Distal Intergenic",1,177641542,177642943,1402,2,"75589","ENSMUST00000189507.1",-38004,"ENSMUSG00000101746","2310043L19Rik","RIKEN cDNA 2310043L19 gene"
"4","chr9",107280438,107281280,843,"*","Promoter (<=1kb)",9,107263702,107280915,17214,2,"102626","ENSMUST00000134682.2",0,"ENSMUSG00000032577","Mapkapk3","mitogen-activated protein kinase-activated protein kinase 3"
"5","chr11",78864501,78865394,894,"*","Distal Intergenic",11,78826629,78839275,12647,1,"66274","ENSMUST00000100748.4",37872,"ENSMUSG00000072640","Lyrm9","LYR motif containing 9"
"6","chr1",133841242,133842129,888,"*","Distal Intergenic",1,133699457,133801041,101585,2,"381290","ENSMUST00000143567.7",-40201,"ENSMUSG00000026463","Atp2b4","ATPase, Ca++ transporting, plasma membrane 4"
"7","chr17",50182172,50183028,857,"*","Intron (ENSMUST00000044503.13/76438, intron 1 of 9)",17,50036623,50190497,153875,2,"76438","ENSMUST00000156094.1",7469,"ENSMUSG00000039316","Rftn1","raftlin lipid raft linker 1"
"8","chr18",65328384,65329275,892,"*","Intron (ENSMUST00000035548.15/225638, intron 4 of 12)",18,65274743,65349534,74792,2,"225638","ENSMUST00000141250.1",20259,"ENSMUSG00000032845","Alpk2","alpha-kinase 2"
"9","chr3",100408999,100409891,893,"*","Distal Intergenic",3,100426405,100428865,2461,1,"73806","ENSMUST00000147951.1",-16514,"ENSMUSG00000086923","4930406D18Rik","RIKEN cDNA 4930406D18 gene"
"10","chr15",80060864,80061758,895,"*","Distal Intergenic",15,80078498,80078591,94,2,"100302601","ENSMUST00000104546.1",16833,"ENSMUSG00000077734","Snord83b","small nucleolar RNA, C/D box 83B"
"11","chr17",34057085,34057970,886,"*","Promoter (2-3kb)",17,34055081,34056444,1364,1,"12815","ENSMUST00000137374.1",2004,"ENSMUSG00000024330","Col11a2","collagen, type XI, alpha 2"
"12","chr1",39502870,39503776,907,"*","Distal Intergenic",1,39371492,39478755,107264,2,"54610","ENSMUST00000054462.10",-24115,"ENSMUSG00000003134","Tbc1d8","TBC1 domain family, member 8"
"13","chr15",59866398,59867245,848,"*","Distal Intergenic",15,59788417,59794959,6543,2,"100503021","ENSMUST00000228865.1",-71439,"ENSMUSG00000115426","Gm19510","predicted gene, 19510"
