"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr10",60395398,60396311,914,"*","Intron (ENSMUST00000073242.10/22295, intron 26 of 66)",10,60399726,60403559,3834,1,"100302688","ENSMUST00000164428.2",-3415,"ENSMUSG00000090439","Gm17455","predicted gene, 17455"
"2","chr7",98804618,98805500,883,"*","Distal Intergenic",7,98835112,98846587,11476,1,"22411","ENSMUST00000165122.7",-29612,"ENSMUSG00000015957","Wnt11","wingless-type MMTV integration site family, member 11"
"3","chr17",46747034,46747953,920,"*","3' UTR",17,46747219,46752177,4959,2,"72029","ENSMUST00000148656.1",4224,"ENSMUSG00000023973","Cnpy3","canopy FGF signaling regulator 3"
"4","chr4",145267419,145268340,922,"*","3' UTR",4,145225416,145246870,21455,2,"21938","ENSMUST00000143055.1",-20549,"ENSMUSG00000028599","Tnfrsf1b","tumor necrosis factor receptor superfamily, member 1b"
"5","chrX",169993889,169994848,960,"*","Intron (ENSMUST00000171433.7/17318, intron 9 of 9)",20,169979451,169990798,11348,1,"17318","ENSMUST00000079443.5",14438,"ENSMUSG00000035299","Mid1","midline 1"
"6","chr9",46083240,46084125,886,"*","Intron (ENSMUST00000126865.7/70661, intron 1 of 24)",9,46123237,46202885,79649,1,"70661","ENSMUST00000122865.1",-39112,"ENSMUSG00000034135","Sik3","SIK family kinase 3"
"7","chr1",155972868,155973786,919,"*","Promoter (<=1kb)",1,155844964,155973255,128292,2,"74081","ENSMUST00000138762.7",0,"ENSMUSG00000033671","Cep350","centrosomal protein 350"
"8","chr13",45004780,45005669,890,"*","Promoter (2-3kb)",13,44922079,45002147,80069,2,"94245","ENSMUST00000072329.14",-2633,"ENSMUSG00000057531","Dtnbp1","dystrobrevin binding protein 1"
"9","chr5",86803864,86804693,830,"*","Promoter (<=1kb)",5,86804221,86836654,32434,1,"231386","ENSMUST00000119339.7",0,"ENSMUSG00000035851","Ythdc1","YTH domain containing 1"
"10","chr10",80763314,80764208,895,"*","Intron (ENSMUST00000105336.8/208266, intron 1 of 27)",10,80755463,80766587,11125,1,"208266","ENSMUST00000147579.1",7851,"ENSMUSG00000061589","Dot1l","DOT1-like, histone H3 methyltransferase (S. cerevisiae)"
"11","chr14",31165878,31166790,913,"*","Promoter (1-2kb)",14,31158510,31168595,10086,2,"192187","ENSMUST00000159532.1",1805,"ENSMUSG00000042286","Stab1","stabilin 1"
"12","chr5",139478789,139479707,919,"*","Promoter (<=1kb)",5,139474920,139478943,4024,2,"100494","ENSMUST00000132454.1",0,"ENSMUSG00000053581","Zfand2a","zinc finger, AN1-type domain 2A"
"13","chr17",71287917,71288718,802,"*","Intron (ENSMUST00000233057.1/246707, intron 2 of 7)",17,71275186,71297247,22062,2,"246707","ENSMUST00000233343.1",8529,"ENSMUSG00000024053","Emilin2","elastin microfibril interfacer 2"
"14","chr5",136244608,136245459,852,"*","Promoter (<=1kb)",5,136218147,136244854,26708,2,"23921","ENSMUST00000196397.4",0,"ENSMUSG00000005057","Sh2b2","SH2B adaptor protein 2"
"15","chr13",73803466,73804299,834,"*","Promoter (<=1kb)",13,73804609,73809185,4577,1,"20499","ENSMUST00000223454.1",-310,"ENSMUSG00000017756","Slc12a7","solute carrier family 12, member 7"
"16","chr14",34363271,34364140,870,"*","Distal Intergenic",14,34351881,34355433,3553,2,"69134","ENSMUST00000052126.5",-7838,"ENSMUSG00000043681","Fam25c","family with sequence similarity 25, member C"
"17","chr18",55409057,55409967,911,"*","Distal Intergenic",18,54888723,54992555,103833,2,"269023","ENSMUST00000237844.1",-416502,"ENSMUSG00000052713","Zfp608","zinc finger protein 608"
"18","chr6",135362376,135363260,885,"*","Promoter (<=1kb)",6,135362545,135383173,20629,1,"13730","ENSMUST00000205156.2",0,"ENSMUSG00000030208","Emp1","epithelial membrane protein 1"
"19","chr19",37482400,37483303,904,"*","Distal Intergenic",19,37465254,37471827,6574,1,"78640","ENSMUST00000236282.1",17146,"ENSMUSG00000117800","1700122C19Rik","RIKEN cDNA 1700122C19 gene"
"20","chr11",120256600,120257464,865,"*","Intron (ENSMUST00000122148.7/268515, intron 2 of 27)",11,120236699,120292282,55584,1,"268515","ENSMUST00000118987.1",19901,"ENSMUSG00000039741","Bahcc1","BAH domain and coiled-coil containing 1"
