"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr5",140610777,140611648,872,"*","Promoter (<=1kb)",5,140611509,140613332,1824,1,"16848","ENSMUST00000200626.4",0,"ENSMUSG00000029570","Lfng","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"2","chr11",59183557,59184474,918,"*","Promoter (<=1kb)",11,59175568,59183213,7646,2,"118454","ENSMUST00000108790.1",-344,"ENSMUSG00000043448","Gjc2","gap junction protein, gamma 2"
"3","chr10",75145874,75146697,824,"*","Intron (ENSMUST00000164107.2/110279, intron 8 of 22)",10,75160360,75171548,11189,1,"110279","ENSMUST00000218591.1",-13663,"ENSMUSG00000009681","Bcr","BCR activator of RhoGEF and GTPase"
"4","chr17",31519609,31520516,908,"*","Promoter (<=1kb)",17,31503526,31519965,16440,2,"57773","ENSMUST00000171291.1",0,"ENSMUSG00000024037","Wdr4","WD repeat domain 4"
"5","chr9",61368144,61368945,802,"*","Distal Intergenic",9,61372366,61418497,46132,1,"21887","ENSMUST00000178113.7",-3421,"ENSMUSG00000032280","Tle3","transducin-like enhancer of split 3"
"6","chr7",43330823,43331756,934,"*","Distal Intergenic",7,43301476,43313294,11819,2,"69930","ENSMUST00000151659.1",-17529,"ENSMUSG00000012640","Zfp715","zinc finger protein 715"
"7","chr6",65608482,65609358,877,"*","Intron (ENSMUST00000212402.1/414084, intron 9 of 10)",6,65590459,65593700,3242,1,"414084","ENSMUST00000203613.1",18023,"ENSMUSG00000044162","Tnip3","TNFAIP3 interacting protein 3"
"8","chr6",134124091,134124990,900,"*","Intron (ENSMUST00000081028.12/14011, intron 1 of 7)",6,134035969,134248284,212316,1,"14011","ENSMUST00000164648.1",88122,"ENSMUSG00000030199","Etv6","ets variant 6"
"9","chr1",120327460,120328351,892,"*","Distal Intergenic",1,120340582,120343174,2593,1,"226359","ENSMUST00000037286.9",-12231,"ENSMUSG00000036907","C1ql2","complement component 1, q subcomponent-like 2"
"10","chrX",7877778,7878681,904,"*","Promoter (<=1kb)",20,7878262,7880322,2061,1,"18715","ENSMUST00000126715.1",0,"ENSMUSG00000031155","Pim2","proviral integration site 2"
"11","chr19",47446610,47447538,929,"*","Intron (ENSMUST00000081619.9/14218, intron 1 of 14)",19,47266953,47464247,197295,2,"14218","ENSMUST00000111800.3",16709,"ENSMUSG00000053617","Sh3pxd2a","SH3 and PX domains 2A"
"12","chr4",117836053,117836949,897,"*","Promoter (<=1kb)",4,117835438,117857171,21734,1,"14664","ENSMUST00000136476.1",615,"ENSMUSG00000028542","Slc6a9","solute carrier family 6 (neurotransmitter transporter, glycine), member 9"
"13","chr17",30612149,30613012,864,"*","Promoter (<=1kb)",17,30584936,30612659,27724,2,"109801","ENSMUST00000236335.1",0,"ENSMUSG00000024026","Glo1","glyoxalase 1"
"14","chr1",185203580,185204440,861,"*","Promoter (<=1kb)",1,185204117,185284185,80069,1,"98732","ENSMUST00000194740.5",0,"ENSMUSG00000039318","Rab3gap2","RAB3 GTPase activating protein subunit 2"
"15","chr7",25754490,25755442,953,"*","Promoter (<=1kb)",7,25721165,25754757,33593,2,"232989","ENSMUST00000206832.1",0,"ENSMUSG00000040725","Hnrnpul1","heterogeneous nuclear ribonucleoprotein U-like 1"
"16","chr4",59509455,59510413,959,"*","Intron (ENSMUST00000030076.11/230257, intron 4 of 13)",4,59501103,59514348,13246,2,"230257","ENSMUST00000151313.2",3935,"ENSMUSG00000028382","Ptbp3","polypyrimidine tract binding protein 3"
"17","chr1",9967679,9968403,725,"*","Promoter (<=1kb)",1,9960163,9967932,7770,2,"100039596","ENSMUST00000185184.1",0,"ENSMUSG00000099032","Tcf24","transcription factor 24"
"18","chr2",18689985,18690854,870,"*","Distal Intergenic",2,18699023,18750413,51391,1,"381350","ENSMUST00000095132.9",-8169,"ENSMUSG00000037708","Spag6","sperm associated antigen 6"
"19","chr16",23231285,23232165,881,"*","Intron (ENSMUST00000023601.13/20440, intron 1 of 7)",16,23226021,23360350,134330,1,"20440","ENSMUST00000178797.7",5264,"ENSMUSG00000022885","St6gal1","beta galactoside alpha 2,6 sialyltransferase 1"
"20","chr8",125560585,125561494,910,"*","Intron (ENSMUST00000212168.1/244668, intron 1 of 21)",8,125516932,125569703,52772,2,"244668","ENSMUST00000212604.1",8209,"ENSMUSG00000001995","Sipa1l2","signal-induced proliferation-associated 1 like 2"
"21","chr2",126675208,126675998,791,"*","Promoter (<=1kb)",2,126627442,126675568,48127,2,"14391","ENSMUST00000110425.8",0,"ENSMUSG00000027361","Gabpb1","GA repeat binding protein, beta 1"
"22","chr7",45538225,45539083,859,"*","Exon (ENSMUST00000211227.1/69217, exon 8 of 16)",7,45530571,45554032,23462,1,"69217","ENSMUST00000211155.1",7654,"ENSMUSG00000040428","Plekha4","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4"
"23","chr15",50996961,50997836,876,"*","Distal Intergenic",15,50846176,50890463,44288,2,"83925","ENSMUST00000185183.1",-106498,"ENSMUSG00000038679","Trps1","transcriptional repressor GATA binding 1"
