"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr2",167383410,167384298,889,"*","Distal Intergenic",2,167298444,167349183,50740,2,"56336","ENSMUST00000109221.8",-34227,"ENSMUSG00000017929","B4galt5","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5"
"2","chr1",89555049,89555957,909,"*","Intron (ENSMUST00000027521.14/347722, intron 1 of 17)",1,89580236,89895277,315042,1,"347722","ENSMUST00000074945.7",-24279,"ENSMUSG00000055013","Agap1","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
"3","chr6",125483216,125484082,867,"*","Exon (ENSMUST00000187542.6/ENSMUST00000187542.6, exon 3 of 4)",6,125460589,125478302,17714,2,"12527","ENSMUST00000130132.1",-4914,"ENSMUSG00000030342","Cd9","CD9 antigen"
"4","chr10",120616301,120617218,918,"*","Distal Intergenic",10,120361275,120476469,115195,2,"15364","ENSMUST00000159699.1",-139832,"ENSMUSG00000056758","Hmga2","high mobility group AT-hook 2"
"5","chr11",117957879,117958787,909,"*","Distal Intergenic",11,117966079,117969186,3108,2,"12702","ENSMUST00000054002.3",10399,"ENSMUSG00000053113","Socs3","suppressor of cytokine signaling 3"
"6","chr1",74200797,74201758,962,"*","Distal Intergenic",1,74206554,74206620,67,2,"100316687","ENSMUST00000157195.1",4862,"ENSMUSG00000087820","Mir1928","microRNA 1928"
"7","chr6",112861554,112862422,869,"*","Intron (ENSMUST00000088373.10/259302, intron 1 of 21)",6,112795420,112829459,34040,2,"259302","ENSMUST00000143475.1",-32095,"ENSMUSG00000030257","Srgap3","SLIT-ROBO Rho GTPase activating protein 3"
"8","chr7",80765785,80766680,896,"*","Intron (ENSMUST00000167377.2/29875, intron 4 of 37)",7,80726779,80730248,3470,2,"29875","ENSMUST00000205606.1",-35537,"ENSMUSG00000030536","Iqgap1","IQ motif containing GTPase activating protein 1"
"9","chr1",46873400,46874316,917,"*","Intron (ENSMUST00000186852.1/227059, intron 1 of 1)",1,46835738,46888070,52333,2,"227059","ENSMUST00000185520.1",13754,"ENSMUSG00000025986","Slc39a10","solute carrier family 39 (zinc transporter), member 10"
"10","chr1",180312616,180313509,894,"*","Distal Intergenic",1,180327174,180328184,1011,2,"277333","ENSMUST00000192714.1",14675,NA,"Gm5069","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"11","chr5",134232256,134233153,898,"*","Promoter (2-3kb)",5,134220260,134229625,9366,2,"17969","ENSMUST00000144086.1",-2631,"ENSMUSG00000015950","Ncf1","neutrophil cytosolic factor 1"
"12","chr5",102576458,102577374,917,"*","Intron (ENSMUST00000073302.11/231532, intron 1 of 8)",5,102481553,102897937,416385,1,"231532","ENSMUST00000112854.7",94905,"ENSMUSG00000057315","Arhgap24","Rho GTPase activating protein 24"
"13","chr18",4872835,4873732,898,"*","Distal Intergenic",18,4920540,5119291,198752,1,"225115","ENSMUST00000126977.7",-46808,"ENSMUSG00000024236","Svil","supervillin"
"14","chr14",65113565,65114442,878,"*","Intron (ENSMUST00000223989.1/54616, intron 1 of 2)",14,65052060,65098106,46047,2,"54616","ENSMUST00000022550.7",-15459,"ENSMUSG00000021978","Extl3","exostosin-like glycosyltransferase 3"
"15","chr13",105292911,105293748,838,"*","Promoter (<=1kb)",13,105147494,105293014,145521,2,"71816","ENSMUST00000224011.1",0,"ENSMUSG00000021720","Rnf180","ring finger protein 180"
"16","chr4",132567115,132568011,897,"*","Intron (ENSMUST00000070690.7/19204, intron 1 of 1)",4,132564067,132582683,18617,1,"19204","ENSMUST00000070690.7",3048,"ENSMUSG00000056529","Ptafr","platelet-activating factor receptor"
"17","chr8",71613183,71614091,909,"*","Promoter (2-3kb)",8,71611171,71623523,12353,1,"234407","ENSMUST00000212216.1",2012,"ENSMUSG00000034807","Colgalt1","collagen beta(1-O)galactosyltransferase 1"
"18","chr1",170276769,170277663,895,"*","Promoter (<=1kb)",1,170277320,170286769,9450,1,"26904","ENSMUST00000179976.2",0,"ENSMUSG00000102418","Sh2d1b1","SH2 domain containing 1B1"
"19","chr17",29436905,29437819,915,"*","Exon (ENSMUST00000234020.1/ENSMUST00000234020.1, exon 1 of 1)",17,29490753,29496112,5360,1,"18712","ENSMUST00000024811.8",-52934,"ENSMUSG00000024014","Pim1","proviral integration site 1"
"20","chr4",33098903,33099757,855,"*","Distal Intergenic",4,33081505,33085820,4316,1,"14409","ENSMUST00000147889.1",17398,"ENSMUSG00000023267","Gabrr2","gamma-aminobutyric acid (GABA) C receptor, subunit rho 2"
"21","chr14",75031921,75032843,923,"*","Exon (ENSMUST00000036072.7/271221, exon 2 of 14)",14,75036622,75052525,15904,1,"271221","ENSMUST00000228689.1",-3779,"ENSMUSG00000034959","Rubcnl","RUN and cysteine rich domain containing beclin 1 interacting protein like"
"22","chr8",25067802,25068701,900,"*","Intron (ENSMUST00000064883.13/83436, intron 3 of 11)",8,25062433,25091346,28914,2,"83436","ENSMUST00000125466.1",22645,"ENSMUSG00000031557","Plekha2","pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2"
"23","chr1",13206681,13207595,915,"*","Intron (ENSMUST00000081713.10/17978, intron 4 of 21)",1,13148429,13151018,2590,2,"17978","ENSMUST00000133232.1",-55663,"ENSMUSG00000005886","Ncoa2","nuclear receptor coactivator 2"
"24","chr9",108120405,108121269,865,"*","Intron (ENSMUST00000035208.13/12217, intron 3 of 11)",9,108096023,108110413,14391,2,"12217","ENSMUST00000124763.1",-9992,"ENSMUSG00000032589","Bsn","bassoon"
