"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr8",41015966,41016872,907,"*","Promoter (<=1kb)",8,41000675,41016755,16081,2,"102103","ENSMUST00000155626.7",0,"ENSMUSG00000045636","Mtus1","mitochondrial tumor suppressor 1"
"2","chr8",86745591,86746442,852,"*","Promoter (<=1kb)",8,86724007,86745934,21928,2,"20437","ENSMUST00000045296.5",0,"ENSMUSG00000036840","Siah1a","siah E3 ubiquitin protein ligase 1A"
"3","chr7",117474064,117474824,761,"*","Promoter (<=1kb)",7,117475492,117549359,73868,1,"233781","ENSMUST00000161889.1",-668,"ENSMUSG00000030657","Xylt1","xylosyltransferase 1"
"4","chr3",133309878,133310703,826,"*","Promoter (<=1kb)",3,133310110,133378078,67969,1,"74776","ENSMUST00000029644.15",0,"ENSMUSG00000028013","Ppa2","pyrophosphatase (inorganic) 2"
"5","chr11",32561281,32562150,870,"*","Intron (ENSMUST00000102821.3/20868, intron 2 of 18)",11,32588595,32598528,9934,1,"20868","ENSMUST00000143397.1",-26445,"ENSMUSG00000020272","Stk10","serine/threonine kinase 10"
"6","chr10",96750766,96751237,472,"*","Distal Intergenic",10,96617554,96618668,1115,1,"12226","ENSMUST00000218953.1",133212,"ENSMUSG00000036478","Btg1","BTG anti-proliferation factor 1"
"7","chr5",125074237,125074990,754,"*","Intron (ENSMUST00000111402.8/20602, intron 14 of 47)",5,125050940,125058411,7472,2,"20602","ENSMUST00000199561.1",-15826,"ENSMUSG00000029478","Ncor2","nuclear receptor co-repressor 2"
"8","chr7",25731140,25732025,886,"*","Intron (ENSMUST00000206832.1/232989, intron 10 of 14)",7,25711106,25719088,7983,2,"52132","ENSMUST00000002683.2",-12052,"ENSMUSG00000002608","Ccdc97","coiled-coil domain containing 97"
"9","chr3",36150731,36151582,852,"*","Promoter (<=1kb)",3,36151017,36170342,19326,1,"241944","ENSMUST00000197653.4",0,"ENSMUSG00000033883","Zfp267","zinc finger protein 267"
"10","chr13",28754004,28754906,903,"*","Intron (ENSMUST00000148885.7/72518, intron 3 of 7)",13,28710781,28710873,93,2,"102466635","ENSMUST00000184136.1",-43131,"ENSMUSG00000099158","Mir6368","microRNA 6368"
"11","chr11",59505951,59506867,917,"*","Promoter (<=1kb)",11,59485520,59506644,21125,2,"268417","ENSMUST00000013262.14",0,"ENSMUSG00000020472","Zkscan17","zinc finger with KRAB and SCAN domains 17"
"12","chr6",120179395,120180294,900,"*","Intron (ENSMUST00000112711.8/29862, intron 1 of 3)",6,120193823,120200334,6512,1,"29862","ENSMUST00000035244.5",-13529,"ENSMUSG00000041377","Ninj2","ninjurin 2"
"13","chr18",60623879,60624699,821,"*","Promoter (<=1kb)",18,60593973,60624336,30364,2,"104027","ENSMUST00000097566.9",0,"ENSMUSG00000043079","Synpo","synaptopodin"
"14","chr19",3999958,4000857,900,"*","Promoter (<=1kb)",19,4000626,4005816,5191,1,"60425","ENSMUST00000155405.7",0,"ENSMUSG00000024871","Doc2g","double C2, gamma"
"15","chr11",60140846,60141682,837,"*","Promoter (<=1kb)",11,60140259,60141247,989,1,"19377","ENSMUST00000156902.1",587,"ENSMUSG00000062115","Rai1","retinoic acid induced 1"
"16","chr2",143081420,143082285,866,"*","Promoter (2-3kb)",2,143078473,143081713,3241,1,"57329","ENSMUST00000028902.2",2947,"ENSMUSG00000027416","Otor","otoraplin"
"17","chr4",132273917,132274813,897,"*","Promoter (<=1kb)",4,132274375,132295766,21392,1,"66464","ENSMUST00000030731.10",0,"ENSMUSG00000028899","Taf12","TATA-box binding protein associated factor 12"
"18","chr16",32277205,32278092,888,"*","Promoter (<=1kb)",16,32277459,32289194,11736,1,"70238","ENSMUST00000155649.7",0,"ENSMUSG00000014074","Rnf168","ring finger protein 168"
"19","chr11",100859957,100860878,922,"*","Promoter (<=1kb)",11,100860345,100863220,2876,1,"20850","ENSMUST00000138083.7",0,"ENSMUSG00000004043","Stat5a","signal transducer and activator of transcription 5A"
"20","chr15",80653580,80654456,877,"*","Distal Intergenic",15,80646073,80646136,64,1,"102466773","ENSMUST00000183708.1",7507,"ENSMUSG00000098631","Mir6957","microRNA 6957"
"21","chr11",19964993,19965891,899,"*","Intron (ENSMUST00000093299.12/114716, intron 1 of 6)",11,19954570,20018133,63564,1,"114716","ENSMUST00000123036.1",10423,"ENSMUSG00000045671","Spred2","sprouty-related EVH1 domain containing 2"
"22","chr13",21734833,21735641,809,"*","Promoter (<=1kb)",13,21735064,21735837,774,1,"319159","ENSMUST00000087714.5",0,"ENSMUSG00000067455","H4c11","H4 clustered histone 11"
"23","chr5",151086157,151087036,880,"*","Promoter (2-3kb)",5,151063543,151089262,25720,2,"243362","ENSMUST00000202385.3",2226,"ENSMUSG00000016128","Stard13","StAR-related lipid transfer (START) domain containing 13"
"24","chr10",60205724,60206575,852,"*","Intron (ENSMUST00000135158.8/53374, intron 1 of 3)",10,60185605,60194239,8635,2,"53374","ENSMUST00000167915.1",-11485,"ENSMUSG00000057337","Chst3","carbohydrate sulfotransferase 3"
"25","chr14",29967922,29968829,908,"*","Promoter (<=1kb)",14,29968308,29975662,7355,1,"80795","ENSMUST00000112268.2",0,"ENSMUSG00000042682","Selenok","selenoprotein K"
"26","chr14",59365012,59365906,895,"*","Promoter (<=1kb)",14,59347407,59365470,18064,2,"219132","ENSMUST00000095157.10",0,"ENSMUSG00000068245","Phf11d","PHD finger protein 11D"
"27","chr3",9696264,9697125,862,"*","Intron (ENSMUST00000161949.7/94212, intron 7 of 8)",3,9692767,9705002,12236,2,"94212","ENSMUST00000159825.1",7877,"ENSMUSG00000027508","Pag1","phosphoprotein associated with glycosphingolipid microdomains 1"
"28","chr14",121996543,121997422,880,"*","Intron (ENSMUST00000039803.6/68889, intron 7 of 8)",14,121952551,121965195,12645,2,"321019","ENSMUST00000049872.8",-31348,"ENSMUSG00000051212","Gpr183","G protein-coupled receptor 183"
"29","chr2",4559186,4560080,895,"*","Promoter (<=1kb)",2,4559754,4597989,38236,1,"209630","ENSMUST00000153160.7",0,"ENSMUSG00000026657","Frmd4a","FERM domain containing 4A"
"30","chr15",85042220,85043135,916,"*","Promoter (<=1kb)",15,85042742,85062830,20089,1,"73225","ENSMUST00000229203.1",0,"ENSMUSG00000022434","Fam118a","family with sequence similarity 118, member A"
"31","chr8",26907257,26908160,904,"*","Distal Intergenic",8,26814593,26880582,65990,2,"72316","ENSMUST00000210732.1",-26675,"ENSMUSG00000100335","2310008N11Rik","RIKEN cDNA 2310008N11 gene"
"32","chr6",5382298,5383209,912,"*","Promoter (<=1kb)",6,5383386,5433022,49637,1,"65255","ENSMUST00000043294.11",-177,"ENSMUSG00000042607","Asb4","ankyrin repeat and SOCS box-containing 4"
"33","chr6",13838433,13839219,787,"*","Promoter (<=1kb)",6,13835068,13838454,3387,2,"64450","ENSMUST00000115492.1",0,"ENSMUSG00000048216","Gpr85","G protein-coupled receptor 85"
"34","chr2",30716961,30717684,724,"*","Exon (ENSMUST00000131207.1/ENSMUST00000131207.1, exon 1 of 2)",2,30721210,30721293,84,1,"100526499","ENSMUST00000175350.1",-3526,"ENSMUSG00000093091","Mir3089","microRNA 3089"
"35","chr1",155483425,155484307,883,"*","Distal Intergenic",1,155520173,155527111,6939,2,"433367","ENSMUST00000097531.2",42804,"ENSMUSG00000073535","Gm5532","predicted gene 5532"
"36","chr6",58831172,58832061,890,"*","Promoter (<=1kb)",6,58831465,58843728,12264,1,"73998","ENSMUST00000141600.7",0,"ENSMUSG00000029804","Herc3","hect domain and RLD 3"
"37","chr13",41018673,41019510,838,"*","Promoter (2-3kb)",13,41016292,41022586,6295,1,"66154","ENSMUST00000021790.6",2381,"ENSMUSG00000021361","Tmem14c","transmembrane protein 14C"
"38","chr18",80312622,80313482,861,"*","Intron (ENSMUST00000077962.7/240444, intron 3 of 3)",18,80262840,80263485,646,1,"66943","ENSMUST00000155039.1",49782,"ENSMUSG00000034006","Slc66a2","solute carrier family 66 member 2"
"39","chr10",8715453,8716330,878,"*","Intron (ENSMUST00000213934.1/ENSMUST00000213934.1, intron 1 of 1)",10,8744599,8756761,12163,2,"70097","ENSMUST00000212869.1",40431,"ENSMUSG00000015305","Sash1","SAM and SH3 domain containing 1"
"40","chr5",29434382,29435202,821,"*","Promoter (<=1kb)",5,29434664,29457843,23180,1,"433864","ENSMUST00000001611.10",0,"ENSMUSG00000001569","Nom1","nucleolar protein with MIF4G domain 1"
"41","chr19",55218101,55219001,901,"*","Intron (ENSMUST00000069183.7/73707, intron 12 of 20)",19,55198099,55241236,43138,2,"73707","ENSMUST00000069183.7",22235,"ENSMUSG00000055523","Gucy2g","guanylate cyclase 2g"
"42","chr6",18848134,18849051,918,"*","Promoter (<=1kb)",6,18848579,18854053,5475,1,"76522","ENSMUST00000056398.10",0,"ENSMUSG00000044155","Lsm8","LSM8 homolog, U6 small nuclear RNA associated"
