"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr18",35751801,35752676,876,"*","Distal Intergenic",18,35733681,35740554,6874,2,"72512","ENSMUST00000115728.4",-11247,"ENSMUSG00000024349","Sting1","stimulator of interferon response cGAMP interactor 1"
"2","chr12",106031668,106032430,763,"*","Promoter (<=1kb)",12,106030717,106075409,44693,1,"22367","ENSMUST00000220629.1",951,"ENSMUSG00000021115","Vrk1","vaccinia related kinase 1"
"3","chr11",101465772,101466629,858,"*","Promoter (<=1kb)",11,101458745,101466230,7486,2,"26949","ENSMUST00000040430.7",0,"ENSMUSG00000034993","Vat1","vesicle amine transport 1"
"4","chr10",53597592,53598163,572,"*","Promoter (<=1kb)",10,53597757,53608172,10416,1,"66403","ENSMUST00000219282.1",0,"ENSMUSG00000019857","Asf1a","anti-silencing function 1A histone chaperone"
"5","chr6",51129346,51130170,825,"*","Distal Intergenic",6,51269812,51269910,99,2,"387166","ENSMUST00000083571.1",139740,"ENSMUSG00000065505","Mir148a","microRNA 148a"
"6","chr2",29868805,29869651,847,"*","Promoter (<=1kb)",2,29869164,29871355,2192,1,"99151","ENSMUST00000154464.7",0,"ENSMUSG00000039787","Cercam","cerebral endothelial cell adhesion molecule"
"7","chr2",6378531,6379326,796,"*","Intron (ENSMUST00000114937.7/98910, intron 2 of 14)",2,6352733,6443494,90762,1,"98910","ENSMUST00000042503.8",25798,"ENSMUSG00000039046","Usp6nl","USP6 N-terminal like"
"8","chr11",5485161,5485968,808,"*","Distal Intergenic",11,5520659,5525893,5235,1,"22433","ENSMUST00000063084.15",-34691,"ENSMUSG00000020484","Xbp1","X-box binding protein 1"
"9","chr4",8691597,8692492,896,"*","Promoter (<=1kb)",4,8691365,8867659,176295,1,"320790","ENSMUST00000051558.9",232,"ENSMUSG00000041235","Chd7","chromodomain helicase DNA binding protein 7"
"10","chr10",117223906,117224833,928,"*","Promoter (<=1kb)",10,117215221,117224490,9270,2,"64050","ENSMUST00000218887.1",0,"ENSMUSG00000020171","Yeats4","YEATS domain containing 4"
"11","chr2",162998326,162999215,890,"*","Promoter (<=1kb)",2,162998112,163006833,8722,1,"27219","ENSMUST00000139053.1",214,"ENSMUSG00000017868","Sgk2","serum/glucocorticoid regulated kinase 2"
"12","chr11",117332025,117332758,734,"*","Promoter (<=1kb)",11,117332345,117362324,29980,1,"53860","ENSMUST00000106349.1",0,"ENSMUSG00000059248","Septin9","septin 9"
"13","chr16",22008968,22009839,872,"*","Promoter (<=1kb)",16,22009484,22049269,39786,1,"75826","ENSMUST00000023561.7",0,"ENSMUSG00000022855","Senp2","SUMO/sentrin specific peptidase 2"
"14","chr5",113644155,113645022,868,"*","Promoter (<=1kb)",5,113614927,113643603,28677,2,"14747","ENSMUST00000142854.1",-552,"ENSMUSG00000042190","Cmklr1","chemokine-like receptor 1"
"15","chr15",60822801,60823697,897,"*","Promoter (<=1kb)",15,60822271,60828650,6380,1,"320469","ENSMUST00000180730.2",530,NA,"9930014A18Rik","RIKEN cDNA 9930014A18 gene"
"16","chr2",150786302,150787182,881,"*","Promoter (<=1kb)",2,150786735,150831758,45024,1,"110078","ENSMUST00000045441.7",0,"ENSMUSG00000033059","Pygb","brain glycogen phosphorylase"
"17","chr3",87905802,87906676,875,"*","Promoter (<=1kb)",3,87906321,87916132,9812,1,"15191","ENSMUST00000005017.14",0,"ENSMUSG00000004897","Hdgf","heparin binding growth factor"
