"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr16",25058907,25059668,762,"*","Promoter (<=1kb)",16,25059639,25069058,9420,1,"319487","ENSMUST00000181655.1",0,"ENSMUSG00000096960","A230028O05Rik","RIKEN cDNA A230028O05 gene"
"2","chr10",18055175,18056048,874,"*","Promoter (<=1kb)",10,18055861,18125130,69270,1,"19707","ENSMUST00000154718.7",0,"ENSMUSG00000019854","Reps1","RalBP1 associated Eps domain containing protein"
"3","chr19",45116607,45117527,921,"*","Distal Intergenic",19,45150680,45156943,6264,1,"21908","ENSMUST00000026236.10",-33153,"ENSMUSG00000025215","Tlx1","T cell leukemia, homeobox 1"
"4","chr11",86760119,86760971,853,"*","Promoter (2-3kb)",11,86694351,86757565,63215,2,"67300","ENSMUST00000103186.10",-2554,"ENSMUSG00000047126","Cltc","clathrin, heavy polypeptide (Hc)"
"5","chr5",115340737,115341637,901,"*","Promoter (<=1kb)",5,115333239,115341178,7940,2,"384281","ENSMUST00000139167.2",0,"ENSMUSG00000029536","Gatc","glutamyl-tRNA(Gln) amidotransferase, subunit C"
"6","chr10",117682339,117683217,879,"*","Intron (ENSMUST00000020399.5/70574, intron 8 of 8)",10,117675893,117684934,9042,1,"70574","ENSMUST00000141991.1",6446,"ENSMUSG00000020183","Cpm","carboxypeptidase M"
"7","chr5",116024056,116024941,886,"*","Promoter (<=1kb)",5,116013586,116024462,10877,2,"19079","ENSMUST00000031486.13",0,"ENSMUSG00000029513","Prkab1","protein kinase, AMP-activated, beta 1 non-catalytic subunit"
"8","chr12",85953952,85954798,847,"*","Intron (ENSMUST00000040179.13/320244, intron 28 of 33)",12,85962001,86053522,91522,1,"320244","ENSMUST00000220906.1",-7203,"ENSMUSG00000012609","Ttll5","tubulin tyrosine ligase-like family, member 5"
"9","chr5",117413491,117414407,917,"*","Promoter (<=1kb)",5,117414000,117555942,141943,1,"333050","ENSMUST00000073347.4",0,"ENSMUSG00000061578","Ksr2","kinase suppressor of ras 2"
"10","chr15",99000171,99000965,795,"*","Distal Intergenic",15,98985894,98989281,3388,1,"75951","ENSMUST00000180490.2",14277,"ENSMUSG00000097587","4930578M01Rik","RIKEN cDNA 4930578M01 gene"
"11","chr3",96635105,96636031,927,"*","Promoter (<=1kb)",3,96635376,96645366,9991,1,"18632","ENSMUST00000144962.7",0,"ENSMUSG00000028102","Pex11b","peroxisomal biogenesis factor 11 beta"
"12","chr11",69118508,69119266,759,"*","Promoter (1-2kb)",11,69120404,69124055,3652,1,"84653","ENSMUST00000024543.2",-1138,"ENSMUSG00000023781","Hes7","hes family bHLH transcription factor 7"
"13","chr10",126491886,126492756,871,"*","Distal Intergenic",10,126710282,126710391,110,2,"102465224","ENSMUST00000184232.1",217635,"ENSMUSG00000098756","Mir378d","microRNA 378d"
"14","chr19",46969539,46970250,712,"*","Promoter (<=1kb)",19,46883317,46969568,86252,2,"76952","ENSMUST00000235234.1",0,"ENSMUSG00000025041","Nt5c2","5'-nucleotidase, cytosolic II"
