"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr19",29047478,29048351,874,"*","Promoter (<=1kb)",19,29020833,29047961,27129,2,"56248","ENSMUST00000025696.4",0,"ENSMUSG00000024782","Ak3","adenylate kinase 3"
"2","chr18",3005381,3006288,908,"*","Distal Intergenic",18,3122492,3123412,921,2,"100312476","ENSMUST00000165255.2",117124,"ENSMUSG00000091539","Vmn1r238","vomeronasal 1 receptor, 238"
"3","chr12",40605424,40606376,953,"*","Intron (ENSMUST00000037488.7/238130, intron 1 of 52)",12,40446336,40846180,399845,1,"238130","ENSMUST00000220912.1",159088,"ENSMUSG00000035954","Dock4","dedicator of cytokinesis 4"
"4","chr1",9876573,9877463,891,"*","3' UTR",1,9883467,9889077,5611,1,"170755","ENSMUST00000191338.1",-6004,"ENSMUSG00000025915","Sgk3","serum/glucocorticoid regulated kinase 3"
"5","chr13",63255175,63256068,894,"*","Exon (ENSMUST00000221520.1/ENSMUST00000221520.1, exon 1 of 1)",13,63240108,63301232,61125,1,"72061","ENSMUST00000220884.1",15067,"ENSMUSG00000021458","Aopep","aminopeptidase O"
"6","chr13",45512262,45513152,891,"*","Promoter (<=1kb)",13,45513840,45545898,32059,1,"66355","ENSMUST00000128873.1",-688,"ENSMUSG00000000253","Gmpr","guanosine monophosphate reductase"
"7","chr9",89268638,89269466,829,"*","Intron (ENSMUST00000186009.1/107885, intron 1 of 3)",9,89218454,89240170,21717,1,"107885","ENSMUST00000147644.1",50184,"ENSMUSG00000066442","Mthfs","5, 10-methenyltetrahydrofolate synthetase"
"8","chr5",30104620,30105487,868,"*","Promoter (<=1kb)",5,30105161,30118378,13218,1,"242915","ENSMUST00000058045.4",0,"ENSMUSG00000044576","Garem2","GRB2 associated regulator of MAPK1 subtype 2"
"9","chr15",82224115,82224914,800,"*","Promoter (<=1kb)",15,82221743,82224353,2611,2,"72049","ENSMUST00000089161.9",0,"ENSMUSG00000068105","Tnfrsf13c","tumor necrosis factor receptor superfamily, member 13c"
"10","chr19",34243809,34244726,918,"*","Intron (ENSMUST00000039631.9/11475, intron 7 of 8)",19,34245078,34254230,9153,2,"11475","ENSMUST00000238147.1",9504,"ENSMUSG00000035783","Acta2","actin alpha 2, smooth muscle, aorta"
