"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"1","chr3",93571897,93572808,912,"*","Distal Intergenic",3,93560727,93564450,3724,1,"20194","ENSMUST00000170612.1",11170,"ENSMUSG00000041959","S100a10","S100 calcium binding protein A10 (calpactin)"
"2","chr17",70728567,70729469,903,"*","Intron (ENSMUST00000133983.7/224997, intron 8 of 13)",17,70809072,70819401,10330,1,"224997","ENSMUST00000233780.1",-79603,"ENSMUSG00000003279","Dlgap1","DLG associated protein 1"
"3","chr8",64725998,64726923,926,"*","Exon (ENSMUST00000135943.7/66234, exon 2 of 2)",8,64718624,64721931,3308,2,"66234","ENSMUST00000140861.1",-4067,"ENSMUSG00000031604","Msmo1","methylsterol monoxygenase 1"
"4","chr11",89985071,89985964,894,"*","Intron (ENSMUST00000020864.8/18559, intron 5 of 5)",11,89982665,90002894,20230,2,"18559","ENSMUST00000020864.8",16930,"ENSMUSG00000020553","Pctp","phosphatidylcholine transfer protein"
"5","chr7",27573880,27574779,900,"*","Promoter (<=1kb)",7,27574467,27580420,5954,1,"66367","ENSMUST00000186501.1",0,"ENSMUSG00000049643","2310022A10Rik","RIKEN cDNA 2310022A10 gene"
"6","chr15",58261576,58262459,884,"*","Intron (ENSMUST00000147638.1/ENSMUST00000147638.1, intron 1 of 1)",15,58175879,58214932,39054,2,"67731","ENSMUST00000022986.7",-46644,"ENSMUSG00000022358","Fbxo32","F-box protein 32"
"7","chr12",86786909,86787803,895,"*","Distal Intergenic",12,86741007,86754394,13388,1,"627607","ENSMUST00000223197.1",45902,"ENSMUSG00000059114","Lrrc74a","leucine rich repeat containing 74A"
"8","chr11",109671530,109672431,902,"*","Intron (ENSMUST00000155559.7/208659, intron 11 of 11)",11,109673474,109676422,2949,2,"208659","ENSMUST00000146408.7",3991,"ENSMUSG00000020614","Fam20a","FAM20A, golgi associated secretory pathway pseudokinase"
"9","chr11",119676667,119677606,940,"*","Intron (ENSMUST00000125583.7/74370, intron 3 of 12)",11,119655944,119865810,209867,1,"74370","ENSMUST00000127899.7",20723,"ENSMUSG00000025583","Rptor","regulatory associated protein of MTOR, complex 1"
"10","chr11",119988778,119989667,890,"*","Intron (ENSMUST00000075180.11/108100, intron 6 of 13)",11,119997671,120002199,4529,1,"108100","ENSMUST00000131580.1",-8004,"ENSMUSG00000025372","Baiap2","brain-specific angiogenesis inhibitor 1-associated protein 2"
"11","chr13",52602638,52603484,847,"*","Intron (ENSMUST00000120135.7/20963, intron 1 of 13)",13,52596959,52624339,27381,1,"20963","ENSMUST00000140339.1",5679,"ENSMUSG00000021457","Syk","spleen tyrosine kinase"
